"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"GFL.TO","GFL ENVIRONMENTAL INC","SUB VTG SHS","36168Q104","1,574,165","19%","35,357,367","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","641,040","7.7%","6,000,000","","put"
"MSFT","MICROSOFT CORP","COM","594918104","611,030","7.3%","1,449,656","",""
"CB","CHUBB LIMITED","COM","H1467J104","393,622","4.7%","1,424,620","",""
"BAC","BANK AMERICA CORP","COM","060505104","379,410","4.6%","8,632,780","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","357,877","4.3%","1,577,457","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","338,869","4.1%","9,029,306","",""
"PONY","PONY AI INC","SPONSORED ADS","732908108","310,559","3.7%","21,641,766","",""
"HON","HONEYWELL INTL INC","COM","438516106","309,752","3.7%","1,371,254","",""
"LOW","LOWES COS INC","COM","548661107","307,959","3.7%","1,247,810","",""
"CRM","SALESFORCE INC","COM","79466L302","286,005","3.4%","855,460","",""
"DE","DEERE & CO","COM","244199105","273,665","3.3%","645,895","",""
"DIS","DISNEY WALT CO","COM","254687106","262,539","3.2%","2,357,787","",""
"LLY","ELI LILLY & CO","COM","532457108","239,350","2.9%","310,040","",""
"SBUX","STARBUCKS CORP","COM","855244109","227,545","2.7%","2,493,645","",""
"ULTA","ULTA BEAUTY INC","COM","90384S303","198,531","2.4%","456,467","",""
"PYPL","PAYPAL HLDGS INC","COM","70450Y103","193,536","2.3%","2,267,564","",""
"HUM","HUMANA INC","COM","444859102","155,797","1.9%","614,079","",""
"SNOW","SNOWFLAKE INC","CL A","833445109","147,498","1.8%","955,237","",""
"PINS","PINTEREST INC","CL A","72352L106","138,417","1.7%","4,773,033","",""
"VSAT","VIASAT INC","COM","92552V100","72,720","0.9%","8,545,334","",""
"COOK","TRAEGER INC","COMMON STOCK","89269P103","59,016","0.7%","24,693,075","",""
"","PALO ALTO NETWORKS INC","NOTE 0.375% 6/0","697435AF2","37,829","0.5%","","10,360,000",""
"SSL.TO","SANDSTORM GOLD LTD","COM NEW","80013R206","37,651","0.5%","6,747,638","",""
"AMZN","AMAZON COM INC","COM","023135106","33,920","0.4%","154,613","",""
"PWFL","POWERFLEET INC","COM","73931J109","28,542","0.3%","4,285,714","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","27,151","0.3%","202,188","",""
"","ZSCALER INC","NOTE 0.125% 7/0","98980GAB8","24,807","0.3%","","20,000,000",""
"","FORD MTR CO","NOTE3/1","345370CZ1","24,231","0.3%","","25,000,000",""
"","H WORLD GROUP LTD","NOTE 3.000% 5/0","44332NAB2","17,013","0.2%","","16,000,000",""
"LOGN.SW","LOGITECH INTL S A","SHS","H50430232","14,624","0.2%","176,898","",""
"","DEXCOM INC","NOTE 0.250%11/1","252131AK3","13,978","0.2%","","14,500,000",""
"","ON SEMICONDUCTOR CORP","NOTE 0.500% 3/0","682189AU9","11,767","0.1%","","12,500,000",""
"","ZTO EXPRESS CAYMAN INC","NOTE 1.500% 9/0","98980AAB1","11,372","0.1%","","11,500,000",""
