"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TRUST","* SPDR S&P 500 ETF TR TR UNIT","78462F103","923,290","34%","1,943,932","",""
"JPST","JPMORGAN ULTRA-SHORT INCOME ETF","* J P MORGAN EXCHANGE-TRADED F ULTRA SHRT INC","46641Q837","479,628","18%","9,501,354","",""
"XVV","ISHARES ESG SCREENED S&P 500 ETF","ISHARES TR ESG SCRND S&P500","46436E569","340,413","13%","9,267,981","",""
"ICSH","BLACKROCK ULTRA SHORT-TERM BOND ETF","* ISHARES TR BLACKROCK ULTRA","46434V878","172,435","6.4%","3,422,000","",""
"MCW","MISTER CAR WASH INC","COM","60646V105","168,793","6.3%","9,269,238","",""
"IGSB","ISHARES TRUST ISHARES 1-5 YEAR INVESTMENT GRADE CORPORATE BOND ETF","* ISHARES TR ISHS 1-5YR INVS","464288646","89,872","3.3%","1,668,000","",""
"QQQ","INVESCO QQQ TRUST SERIES 1","* INVESCO QQQ TR UNIT SER 1","46090E103","80,982","3.0%","203,550","",""
"PLD","PROLOGIS INC","* PROLOGIS INC. COM","74340W103","77,042","2.9%","457,604","",""
"MINT","PIMCO ETF TR","ENHAN SHRT MA AC","72201R833","54,161","2.0%","533,286","",""
"NEAR","ISHARES U S ETF TR","BLACKROCK ST MAT","46431W507","53,809","2.0%","1,077,259","",""
"CPT","CAMDEN PROPERTY TRUST","* CAMDEN PPTY TR SH BEN INT","133131102","25,074","0.9%","140,331","",""
"BXP","BOSTON PROPERTIES INC","* BOSTON PROPERTIES INC COM","101121101","24,673","0.9%","214,215","",""
"AVB","AVALONBAY COMMUNITIES INC","* AVALONBAY CMNTYS INC COM","053484101","24,235","0.9%","95,947","",""
"VOO","VANGUARD INDEX FDS","S&P 500 ETF SHS","922908363","18,113","0.7%","41,489","",""
"VEU","VANGUARD INTL EQUITY INDEX F","ALLWRLD EX US","922042775","17,036","0.6%","278,000","",""
"IVV","ISHARES MSCI EAFE INDEX FUND","* ISHARES TR CORE S&P500 ETF","464287200","14,114","0.5%","29,590","",""
"CCAP","CRESCENT CAPITAL BDC INC","* CRESCENT CAP BDC INC COM","225655109","11,687","0.4%","664,014","",""
"EWU","ISHARES MSCI UNITED KINGDOM INDEX FUND","* ISHARES TR MSCI UK ETF NEW","46435G334","9,398","0.3%","283,573","",""
"MDY","SPDR S&P MIDCAP 400 ETF TR","UTSER1 S&PDCRP","78467Y107","8,644","0.3%","16,698","",""
"EWJ","ISHARES MSCI JAPAN UCITS ETF","* ISHARES INC MSCI JPN ETF NEW","46434G822","7,633","0.3%","113,989","",""
"VNO","VORNADO REALTY TRUST","* VORNADO RLTY TR SH BEN INT","929042109","6,740","0.3%","161,019","",""
"DEI","DOUGLAS EMMETT INC","* DOUGLAS EMMETT INC COM","25960P109","6,414","0.2%","191,462","",""
"HST","HOST HOTELS & RESORTS INC","* HOST HOTELS & RESORTS INC COM","44107P104","6,105","0.2%","351,062","",""
"VYM","VANGUARD WHITEHALL FDS","HIGH DIV YLD","921946406","5,971","0.2%","53,261","",""
"FR","FIRST INDUSTRIAL REALTY TRUST INC","* FIRST INDL RLTY TR INC COM","32054K103","4,300","0.2%","64,949","",""
"REXR","REXFORD INDUSTRIAL REALTY INC","* REXFORD INDL RLTY INC COM","76169C100","4,160","0.2%","51,284","",""
"VTWO","VANGUARD SCOTTSDALE FDS","VNG RUS2000IDX","92206C664","3,978","0.1%","44,289","",""
"IVOO","VANGUARD ADMIRAL FDS INC","MIDCP 400 IDX","921932885","3,022","0.1%","15,779","",""
"EWQ","ISHARES MSCI FRANCE ETF","* ISHARES INC MSCI FRANCE ETF","464286707","2,858","0.1%","73,500","",""
"EFA","ISHARES MSCI EAFE INDEX FUND","* ISHARES TR MSCI EAFE ETF","464287465","2,590","0.1%","32,912","",""
"TMO","THERMO FISHER SCIENTIFIC INC","* THERMO FISHER SCIENTIFIC INC COM","883556102","2,413","0.1%","3,619","",""
"VIOO","VANGUARD ADMIRAL FDS INC","SMLLCP 600 IDX","921932828","2,264","0.1%","10,776","",""
"V","VISA INC","* VISA INC COM CL A","92826C839","1,931","0.1%","8,923","",""
"CMCSA","COMCAST CORP","* COMCAST CORP NEW CL A","20030N101","1,892","0.1%","37,636","",""
"ORCL","ORACLE CORP","* ORACLE CORP COM","68389X105","1,767","0.1%","20,292","",""
