"Manager","Report Date","Value ($000)","Shares","Option Type"
"State of Tennessee, Treasury Department","12/31/2021","26,495","1,388,090",""
"TOCQUEVILLE ASSET MANAGEMENT L.P.","12/31/2021","343","17,950",""
