TPL US 2023,13.819,10.572,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11336.331,631.595,12059.476,TEXAS PACIFIC LAND CORP,23.0443,524.15,2.024,725.169,1156.398
TPL US 2022,10.59,11.492,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,17532.3966,667.422,18040.4416,TEXAS PACIFIC LAND CORP,23.1659,781.41,2.789,510.834,877.427
TPL US 2021,16.159,6.596,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9246.0172,450.958,9672.1172,TEXAS PACIFIC LAND CORP,23.2561,416.29,2.142,428.242,764.064
TPL US 2020,18.987,5.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5360.5004,302.554,5638.7254,TEXAS PACIFIC LAND CORP,23.2685,242.33,2.821,281.046,571.635
TPL US 2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5759.6822,490.496,6059.2642,TEXAS PACIFIC LAND CORP,23.2693,260.41,4.063,303.645,598.176
TPL US 2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4084.7093,#N/A N/A,4204.3563,TEXAS PACIFIC LAND CORP,23.3622,180.54,0,119.647,285.075
