AROC US 2023,17.663,4.3,12800,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4000.8068,990.337,2401.8448,ARCHROCK INC,154.126,15.4,1600.3,1.338,2655.95
AROC US 2022,18.676,4.681,12200,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2962.4166,845.568,1397.5436,ARCHROCK INC,153.281,8.98,1566.439,1.566,2598.75
AROC US 2021,19.458,4.949,11900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2700.5456,781.461,1152.4096,ARCHROCK INC,151.684,7.48,1549.705,1.569,2589.966
AROC US 2020,24.231,5.316,12700,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3032.9116,874.97,1324.6526,ARCHROCK INC,150.828,8.66,1709.356,1.097,2779.722
AROC US 2019,29.725,#N/A N/A,13300,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3383.4155,965.485,1525.4205,ARCHROCK INC,137.492,10.04,1861.68,3.685,3109.975
AROC US 2018,#N/A N/A,#N/A N/A,12100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2493.1412,904.441,969.2502,ARCHROCK INC,109.305,7.49,1529.501,5.61,2552.515
