COP US 2023,16432,1001,24000,#N/A N/A,#N/A N/A,#N/A N/A,2000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6000,16000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,149573.7193,58574,136545.7193,CONOCOPHILLIPS,1202.757,116.07,19634,6606,95924
COP US 2022,15008,1060,235000,#N/A N/A,#N/A N/A,#N/A N/A,5000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8000,14000,208000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,152360.008,82156,144415.008,CONOCOPHILLIPS,1274.028,118,17188,9243,93829
COP US 2021,17720,1000,224600,#N/A N/A,#N/A N/A,#N/A N/A,4400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9200,13400,197600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109122.8997,45828,93995.8997,CONOCOPHILLIPS,1324.194,72.18,20601,5474,90661
COP US 2020,15500,700,162700,#N/A N/A,#N/A N/A,#N/A N/A,2200,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6600,11600,142300,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,52265.0067,19256,42711.0067,CONOCOPHILLIPS,1078.03,39.99,16154,6600,62618
COP US 2019,19500,1000,195165,#N/A N/A,#N/A N/A,#N/A N/A,2672.9099,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4901.3599,14236,173354,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,78328.9913,36670,70548.9913,CONOCOPHILLIPS,1117.26,65.03,15827,8116,70514
COP US 2018,19200,1100,180179,#N/A N/A,#N/A N/A,#N/A N/A,1580.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1623.28,19983,156992,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,79906.0739,38727,70976.0739,CONOCOPHILLIPS,1166.499,62.35,14968,6163,69980
