BKR US 2023,383.096,217.941,433728,6368.27,147.12,143.841,331.325,108.781,68.967,152.87,#N/A N/A,260.844,#N/A N/A,425928,#N/A N/A,#N/A N/A,#N/A N/A,218.467,#N/A N/A,38405.64,25506,34111.64,BAKER HUGHES CO,1008,34.18,6789,2646,36945
BKR US 2022,376.172,210.902,252414,5718.7798,233.574,136.224,317.937,79.284,56.454,101.404,#N/A N/A,359.773,#N/A N/A,244795,#N/A N/A,#N/A N/A,#N/A N/A,616.242,#N/A N/A,34748.18,21156,29707.18,BAKER HUGHES CO,987,29.53,7398,2488,34181
BKR US 2021,391.346,307.082,238007,4587.9902,167.703,186.887,670.58,136.287,102.015,186.849,#N/A N/A,482.549,#N/A N/A,230915,#N/A N/A,#N/A N/A,#N/A N/A,572.005,#N/A N/A,28518.56,20536,24685.56,BAKER HUGHES CO,824,24.06,7547,3853,35308
BKR US 2020,432.316,315.95,2349.27,#N/A N/A,247.129,#N/A N/A,162.445,204.061,25.376,108.887,#N/A N/A,#N/A N/A,#N/A N/A,1601.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,26022.75,20705,21579.75,BAKER HUGHES CO,675,20.85,8442,4132,38007
BKR US 2019,515.384,292.187,180191,4717.8198,#N/A N/A,183.087,543.723,43.191,102.028,153.871,#N/A N/A,525.464,#N/A N/A,173688,#N/A N/A,#N/A N/A,#N/A N/A,233.111,#N/A N/A,30653.01,23838,26322.01,BAKER HUGHES CO,555,25.63,7464,3249,53369
BKR US 2018,353.303,282.321,401.638,8.996,#N/A N/A,#N/A N/A,161.488,#N/A N/A,62.213,164.231,#N/A N/A,4.71,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25866.5,22877,22252.5,BAKER HUGHES CO,423.913,21.5,7227,3723,52439
