Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CVX,CHEVRON CORP NEW,COM,166764100,"16,374",0.4%,"109,779",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"13,703",0.3%,"380,444",,
XOM,EXXON MOBIL CORP,COM,30231G102,"12,969",0.3%,"129,724",,
EOG,EOG RES INC,COM,26875P101,"8,833",0.2%,"73,033",,
VLO,VALERO ENERGY CORP,COM,91913Y100,"8,272",0.2%,"63,635",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"7,836",0.2%,"119,609",,
MPC,MARATHON PETE CORP,COM,56585A102,"7,489",0.2%,"50,483",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"5,763",0.1%,"147,436",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"4,751",0.1%,"285,352",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"4,539",0.1%,"26,594",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"4,184",0.1%,"121,561",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"3,613",0.1%,"112,770",,
BKR,BAKER HUGHES COMPANY,CL A,05722G100,"3,407",0.1%,"99,700",,
COP,CONOCOPHILLIPS,COM,20825C104,"3,239",0.1%,"27,910",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"1,726",0.0%,"33,172",,
TPL,TEXAS PACIFIC LAND CORPORATI,COM,88262P102,"1,709",0.0%,"1,087",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"1,662",0.0%,"29,069",,
OVV.TO,OVINTIV INC,COM,69047Q102,"1,621",0.0%,"36,912",,
APA,APA CORPORATION,COM,03743Q108,"1,567",0.0%,"43,674",,
DINO,HF SINCLAIR CORP,COM,403949100,"1,492",0.0%,"26,856",,
