Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"172,685",5.9%,"3,344,672",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"98,988",3.4%,"2,361,350",,
FTS.TO,FORTIS INC,COM,349553107,"91,636",3.1%,"1,705,800",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"89,647",3.0%,"1,299,980",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"41,852",1.4%,"986,616",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"40,717",1.4%,"846,163",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"23,420",0.8%,"1,104,200",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"21,825",0.7%,"1,658,400",,
ERF.TO,ENERPLUS CORP,COM,292766102,"20,013",0.7%,"2,170,650",,
TA.TO,TRANSALTA CORP,COM,89346D107,"15,521",0.5%,"1,681,600",,
XOM,EXXON MOBIL CORP,COM,30231G102,"10,518",0.4%,"150,800",,
SO,SOUTHERN CO,COM,842587107,"9,105",0.3%,"143,000",,
D,DOMINION ENERGY INC,COM,25746U109,"8,478",0.3%,"102,400",,
MSFT,MICROSOFT CORP,COM,594918104,"7,118",0.2%,"45,200",,
FE,FIRSTENERGY CORP,COM,337932107,"5,977",0.2%,"123,000",,
SRE,SEMPRA ENERGY,COM,816851109,"5,556",0.2%,"36,700",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"4,840",0.2%,"837,300",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"4,809",0.2%,"50,900",,
WMB,WILLIAMS COS INC DEL,COM,969457100,"4,572",0.2%,"192,900",,
DOW,DOW INC,COM,260557103,"4,387",0.1%,"80,166",,
