Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"159,351",5.2%,"3,919,098",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"95,660",3.1%,"4,488,952",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"74,201",2.4%,"2,428,050",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"55,424",1.8%,"1,842,563",,
FTS.TO,FORTIS INC,COM,349553107,"53,992",1.7%,"1,040,700",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"53,415",1.7%,"1,032,980",,
TA.TO,TRANSALTA CORP,COM,89346D107,"31,840",1.0%,"3,302,900",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"12,795",0.4%,"531,800",,
SO,SOUTHERN CO,COM,842587107,"8,638",0.3%,"140,700",,
CVX,CHEVRON CORP NEW,COM,166764100,"5,629",0.2%,"66,700",,
ERF.TO,ENERPLUS CORP,COM,292766102,"5,138",0.2%,"1,290,950",,
SRE,SEMPRA ENERGY,COM,816851109,"4,918",0.2%,"38,600",,
COP,CONOCOPHILLIPS,COM,20825C104,"4,602",0.1%,"115,100",,
AES,AES CORP,COM,00130H105,"4,355",0.1%,"185,400",,
WMB,WILLIAMS COS INC,COM,969457100,"3,826",0.1%,"190,900",,
XOM,EXXON MOBIL CORP,COM,30231G102,"3,589",0.1%,"87,100",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"2,315",0.1%,"25,300",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"2,189",0.1%,"28,400",,
SLB,SCHLUMBERGER LTD,COM,806857108,"2,027",0.1%,"92,900",,
CMS,CMS ENERGY CORP,COM,125896100,"1,775",0.1%,"29,100",,
