Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,Enbridge Inc,COM,29250N105,"443,139",0.7%,"11,139,348",,
XOM,Exxon Mobil Corp,COM,30231G102,"409,868",0.7%,"2,981,282",,
FTS.TO,Fortis Inc/Canada,COM,349553107,"359,425",0.6%,"8,657,676",,
TRP.TO,TransCanada Corp,COM,87807B107,"342,354",0.6%,"6,424,544",,
SU.TO,Suncor Energy Inc,COM,867224107,"204,823",0.3%,"6,245,946",,
CNQ.TO,Canadian Natural Resources Ltd,COM,136385101,"198,936",0.3%,"6,147,335",,
CVX,Chevron Corp,COM,166764100,"160,663",0.3%,"1,333,365",,
PPL.TO,Pembina Pipeline Corp,COM,706327103,"152,471",0.3%,"4,111,414",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"111,630",0.2%,"2,336,265",,
CNQ.TO,CANADIAN NATURAL RESOURCES,COM,136385101,"90,930",0.2%,"2,165,000",,
NEE,NextEra Energy Inc,COM,65339F101,"81,624",0.1%,"337,112",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"81,609",0.1%,"1,180,000",,
CVE.TO,Cenovus Energy Inc,COM,15135U109,"53,731",0.1%,"5,282,939",,
COP,ConocoPhillips,COM,20825C104,"50,531",0.1%,"777,118",,
SO,Southern Co/The,COM,842587107,"48,106",0.1%,"755,285",,
DUK,Duke Energy Corp,COM,26441C204,"47,568",0.1%,"521,595",,
EL,Estee Lauder Cos Inc/The,COM,518439104,"47,524",0.1%,"230,127",,
SLB,Schlumberger Ltd,COM,806857108,"47,099",0.1%,"1,171,752",,
CSX,CSX Corp,COM,126408103,"40,191",0.1%,"555,515",,
ECL,Ecolab Inc,COM,278865100,"39,758",0.1%,"206,033",,
TA.TO,TransAlta Corp,COM,89346D107,"38,064",0.1%,"5,323,203",,
IMO.TO,Imperial Oil Ltd,COM,453038408,"35,939",0.1%,"1,357,870",,
EOG,EOG Resources Inc,COM,26875P101,"32,684",0.1%,"390,267",,
AEP,American Electric Power Co Inc,COM,025537101,"30,683",0.1%,"324,699",,
KMI,Kinder Morgan Inc/DE,COM,49456B101,"29,373",0.0%,"1,387,669",,
PGR,Progressive Corp/The,COM,743315103,"28,533",0.0%,"394,207",,
SRE,Sempra Energy,COM,816851109,"28,354",0.0%,"187,200",,
ENB.TO,Enbridge Inc,CALL,29250N105,"27,308",0.0%,"686,300",,
TRP.TO,TC ENERGY CORPORATION,COM,87807B107,"26,921",0.0%,"505,119",,
OXY,Occidental Petroleum Corp,COM,674599105,"25,935",0.0%,"629,412",,
XEL,Xcel Energy Inc,COM,98389B100,"22,231",0.0%,"350,197",,
SU.TO,Suncor Energy Inc,CALL,867224107,"20,788",0.0%,"633,800",,
OKE,ONEOK Inc,COM,682680103,"20,578",0.0%,"271,977",,
WEC,WEC Energy Group Inc,COM,92939U106,"19,123",0.0%,"207,368",,
WMB,Williams Cos Inc/The,COM,969457100,"18,898",0.0%,"796,803",,
OVV,Encana Corp,COM,292505104,"18,190",0.0%,"3,882,665",,
ENB.TO,Enbridge Inc,PUT,29250N105,"17,891",0.0%,"449,600",,
FE,FirstEnergy Corp,COM,337932107,"17,553",0.0%,"361,218",,
PPL,PPL Corp,COM,69351T106,"17,339",0.0%,"483,312",,
PXD,Pioneer Natural Resources Co,COM,723787107,"16,803",0.0%,"111,020",,
DTE,DTE Energy Co,COM,233331107,"16,479",0.0%,"126,909",,
SU.TO,SUNCOR ENERGY INC (NEW),COM,867224107,"16,174",0.0%,"493,157",,
FTS.TO,FORTIS INC,COM,349553107,"15,093",0.0%,"363,492",,
CNQ.TO,CANADIAN NATURAL RESOURCES LTD,COM,136385101,"14,866",0.0%,"459,314",,
