Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,Enbridge Inc,COM,29250N105,"660,692",0.9%,"16,238,839",,
TRP.TO,TransCanada Corp,COM,87807B107,"567,996",0.8%,"12,213,279",,
CNQ.TO,Canadian Natural Resources Ltd,COM,136385101,"465,119",0.6%,"10,800,032",,
FTS.TO,Fortis Inc/Canada,COM,349553107,"423,868",0.6%,"8,384,320",,
SU.TO,Suncor Energy Inc,COM,867224107,"340,309",0.5%,"13,601,586",,
PPL.TO,Pembina Pipeline Corp,COM,706327103,"323,040",0.4%,"10,229,283",,
CVX,Chevron Corp,COM,166764100,"291,263",0.4%,"2,482,022",,
XOM,Exxon Mobil Corp,COM,30231G102,"167,208",0.2%,"3,324,969",,
WMB,Williams Cos Inc/The,COM,969457100,"141,169",0.2%,"5,421,262",,
NEE,NextEra Energy Inc,COM,65339F101,"120,016",0.2%,"1,285,534",,
CVE.TO,Cenovus Energy Inc,COM,15135U109,"113,238",0.2%,"9,235,661",,
TRP.TO,TC Energy Corp,COM,87807B107,"108,855",0.1%,"1,790,400",,
CSX,CSX Corp,COM,126408103,"89,935",0.1%,"2,391,903",,
FE,FirstEnergy Corp,COM,337932107,"85,758",0.1%,"2,062,012",,
COP,ConocoPhillips,COM,20825C104,"66,185",0.1%,"916,962",,
DVN,Devon Energy Corp,COM,25179M103,"64,657",0.1%,"1,467,831",,
EL,Estee Lauder Cos Inc/The,COM,518439104,"58,047",0.1%,"156,802",,
DUK,Duke Energy Corp,COM,26441C204,"57,716",0.1%,"550,205",,
HUN,Huntsman Corp,COM,447011107,"55,488",0.1%,"1,590,833",,
IMO.TO,Imperial Oil Ltd,COM,453038408,"54,857",0.1%,"1,521,099",,
SO,Southern Co/The,COM,842587107,"46,128",0.1%,"672,621",,
TER,Teradyne Inc,COM,880770102,"42,654",0.1%,"260,837",,
PGR,Progressive Corp/The,COM,743315103,"35,164",0.0%,"342,564",,
ECL,Ecolab Inc,COM,278865100,"34,616",0.0%,"147,563",,
VST,Vistra Energy Corp,COM,92840M102,"32,462",0.0%,"1,425,639",,
EOG,EOG Resources Inc,COM,26875P101,"30,666",0.0%,"345,208",,
OVV.TO,Ovintiv Inc,COM,69047Q102,"28,410",0.0%,"843,863",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"28,075",0.0%,"718,748",,
PXD,Pioneer Natural Resources Co,COM,723787107,"25,136",0.0%,"138,204",,
LNG,Cheniere Energy Inc,COM,16411R208,"24,900",0.0%,"245,511",,
SRE,Sempra Energy,COM,816851109,"24,707",0.0%,"186,778",,
SLB,Schlumberger Ltd,COM,806857108,"24,571",0.0%,"820,397",,
TRP.TO,TC ENERGY CORPORATION,COM,87807B107,"22,676",0.0%,"487,567",,
ATH,Athene Holding Ltd,COM,G0684D107,"22,326",0.0%,"267,922",,
TA.TO,TransAlta Corp,COM,89346D107,"22,144",0.0%,"1,993,719",,
AEP,American Electric Power Co Inc,COM,025537101,"21,480",0.0%,"241,430",,
XEL,Xcel Energy Inc,COM,98389B100,"21,458",0.0%,"316,953",,
CPG.TO,Crescent Point Energy Corp,COM,22576C101,"20,897",0.0%,"3,916,450",,
KMI,Kinder Morgan Inc/DE,COM,49456B101,"18,388",0.0%,"1,159,428",,
OXY,Occidental Petroleum Corp,COM,674599105,"18,134",0.0%,"625,530",,
WEC,WEC Energy Group Inc,COM,92939U106,"17,928",0.0%,"184,690",,
CNQ.TO,CANADIAN NATURAL RESOURCES LTD,COM,136385101,"16,785",0.0%,"397,235",,
FTS.TO,FORTIS INC,COM,349553107,"16,151",0.0%,"334,765",,
NI,NiSource Inc,COM,65473P105,"15,845",0.0%,"573,873",,
CMS,CMS Energy Corp,COM,125896100,"14,623",0.0%,"224,793",,
PKI,PerkinElmer Inc,COM,714046109,"14,382",0.0%,"71,529",,
ERF.TO,Enerplus Corp,COM,292766102,"14,320",0.0%,"1,358,061",,
TRP.TO,TransCanada Corp,CALL,87807B107,"13,850",0.0%,"297,800",,
DTE,DTE Energy Co,COM,233331107,"13,560",0.0%,"113,435",,
PPL,PPL Corp,COM,69351T106,"13,324",0.0%,"443,269",,
OKE,ONEOK Inc,COM,682680103,"12,512",0.0%,"212,939",,
SQ,Square Inc,COM,852234103,"12,408",0.0%,"76,830",,
HES,Hess Corp,COM,42809H107,"11,992",0.0%,"161,991",,
AEE,Ameren Corp,COM,023608102,"10,944",0.0%,"122,947",,
FANG,Diamondback Energy Inc,COM,25278X109,"10,790",0.0%,"100,048",,
SU.TO,SUNCOR ENERGY INC (NEW),COM,867224107,"10,757",0.0%,"429,905",,
VET.TO,Vermilion Energy Inc,COM,923725105,"10,629",0.0%,"845,681",,
AES,AES Corp/VA,COM,00130H105,"9,747",0.0%,"401,138",,
EVRG,Evergy Inc,COM,30034W106,"9,212",0.0%,"134,271",,
CTRA,Cabot Oil & Gas Corp,COM,127097103,"8,894",0.0%,"468,112",,
MRO,Marathon Oil Corp,COM,565849106,"8,824",0.0%,"537,388",,
HRL,Hormel Foods Corp,COM,440452100,"8,215",0.0%,"168,296",,
CNP,CenterPoint Energy Inc,COM,15189T107,"8,197",0.0%,"293,698",,
LNT,Alliant Energy Corp,COM,018802108,"7,349",0.0%,"119,557",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"6,346",0.0%,"517,573",,
NRG,NRG Energy Inc,COM,629377508,"6,175",0.0%,"143,334",,
IVZ,Invesco Ltd,COM,G491BT108,"5,890",0.0%,"255,855",,
MDU,MDU Resources Group Inc,COM,552690109,"4,657",0.0%,"151,000",,
MOH,Molina Healthcare Inc,COM,60855R100,"3,662",0.0%,"11,512",,
CHRD,Oasis Petroleum Inc,COM,674215207,"3,654",0.0%,"29,000",,
IMO.TO,IMPERIAL OIL LTD,COM,453038408,"3,343",0.0%,"92,693",,
PNW,Pinnacle West Capital Corp,COM,723484101,"3,093",0.0%,"43,816",,
SM,SM Energy Co,COM,78454L100,"2,830",0.0%,"96,000",,
CVX,CHEVRON CORPORATION,COM,166764100,"2,808",0.0%,"23,965",,
PDCE,PDC Energy Inc,COM,69327R101,"2,385",0.0%,"48,900",,
AR,Antero Resources Corp,COM,03674X106,"2,004",0.0%,"114,500",,
COP,CONOCOPHILLIPS,COM,20825C104,"1,925",0.0%,"26,701",,
PPC,Pilgrim's Pride Corp,COM,72147K108,"1,785",0.0%,"63,309",,
PPL.TO,PEMBINA PIPELINE CORPORATION,COM,706327103,"1,645",0.0%,"54,240",,
CPE,Callon Petroleum Co,COM,13123X508,"1,460",0.0%,"30,900",,
CIVI,Bonanza Creek Energy Inc,COM,17888H103,"1,430",0.0%,"29,200",,
BTU,untitled,COM,704551100,"1,361",0.0%,"135,200",,
XOM,EXXON MOBIL CORPORATION,COM,30231G102,"1,227",0.0%,"20,082",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"1,195",0.0%,"12,816",,
MTDR,Matador Resources Co,COM,576485205,"1,185",0.0%,"32,100",,
EL,ESTEE LAUDER COMPANIES-CL A,COM,518439104,968,0.0%,"2,619",,
LNG,CHENIERE ENERGY INC,COM,16411R208,709,0.0%,"7,000",,
EOG,EOG RESOURCES INC,COM,26875P101,651,0.0%,"7,334",,
ERF.TO,ENERPLUS CORP,COM,292766102,638,0.0%,"60,534",,
CSX,CSX CORPORATION,COM,126408103,595,0.0%,"15,840",,
ECL,ECOLAB INC,COM,278865100,585,0.0%,"2,499",,
SO,SOUTHERN COMPANY,COM,842587107,560,0.0%,"8,184",,
OVV.TO,OVINTIV INC,COM,69047Q102,458,0.0%,"13,604",,
ENB.TO,Enbridge Inc,CALL,29250N105,422,0.0%,"10,800",,
