Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"256,929",3.8%,"8,279,307",,
TRP,TRANSCANADA CORP,COM,89353D107,"155,860",2.3%,"4,371,174",,
FTS.TO,FORTIS INC,COM,349553107,"133,782",2.0%,"4,019,634",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"99,490",1.5%,"3,351,620",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"86,563",1.3%,"3,102,967",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"41,873",0.6%,"1,740,085",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"28,633",0.4%,"1,363,416",,
CVX,CHEVRON CORP NEW,COM,166764100,"12,423",0.2%,"114,232",,
XOM,EXXON MOBIL CORP,COM,30231G102,"11,600",0.2%,"170,131",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"10,310",0.2%,"1,467,226",,
ECL,ECOLAB INC,COM,278865100,"7,473",0.1%,"50,733",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"7,404",0.1%,"2,446,585",,
SHV,ISHARES TR,SHORT TREAS BD,464288679,"5,476",0.1%,"49,651",,
CSX,CSX CORP,COM,126408103,"4,865",0.1%,"78,316",,
TA.TO,TRANSALTA CORP,COM,89346D107,"4,517",0.1%,"1,106,794",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"4,384",0.1%,"173,367",,
OVV,ENCANA CORP,COM,292505104,"4,087",0.1%,"708,716",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"3,510",0.1%,"228,344",,
COP,CONOCOPHILLIPS,COM,20825C104,"3,308",0.0%,"53,066",,
EOG,EOG RES INC,COM,26875P101,"2,786",0.0%,"31,946",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"2,056",0.0%,"11,830",,
ERF.TO,ENERPLUS CORP,COM,292766102,"2,017",0.0%,"259,978",,
KAR,KAR AUCTION SVCS INC,COM,48238T109,"1,752",0.0%,"36,705",,
SCI,SERVICE CORP INTL,COM,817565104,"1,286",0.0%,"31,950",,
SLB,SCHLUMBERGER LTD,COM,806857108,"1,141",0.0%,"31,634",,
BHP,BHP GROUP LIMITED,SPONSORED ADS,088606108,"1,117",0.0%,"23,143",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,924,0.0%,"38,550",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,912,0.0%,"10,573",,
WMB,WILLIAMS COS INC DEL,COM,969457100,861,0.0%,"39,070",,
SQ,SQUARE INC,CL A,852234103,705,0.0%,"12,563",,
PGR,PROGRESSIVE CORP OHIO,COM,743315103,537,0.0%,"8,901",,
SO,SOUTHERN CO,COM,842587107,490,0.0%,"11,147",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,489,0.0%,"5,274",,
CMS,CMS ENERGY CORP,COM,125896100,463,0.0%,"9,334",,
STX,SEAGATE TECHNOLOGY PLC,SHS,G7945M107,457,0.0%,"11,836",,
HUN,HUNTSMAN CORP,COM,447011107,453,0.0%,"23,500",,
EL,LAUDER ESTEE COS INC,CL A,518439104,336,0.0%,"2,586",,
AES,AES CORP,COM,00130H105,301,0.0%,"20,825",,
APA,APACHE CORP,COM,037411105,200,0.0%,"7,631",,
