Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"331,055",3.7%,"8,326,064",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"231,573",2.6%,"4,360,454",,
FTS.TO,FORTIS INC,COM,349553107,"185,759",2.1%,"4,490,082",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"139,936",1.6%,"3,776,113",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"137,591",1.5%,"4,211,632",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"57,621",0.6%,"1,784,836",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"17,531",0.2%,"1,073,254",,
CVX,CHEVRON CORP NEW,COM,166764100,"13,322",0.1%,"110,528",,
ECL,ECOLAB INC,COM,278865100,"10,558",0.1%,"54,651",,
XOM,EXXON MOBIL CORP,COM,30231G102,"9,206",0.1%,"131,911",,
SHV,ISHARES TR,SHORT TREAS BD,464288679,"8,561",0.1%,"77,498",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"8,561",0.1%,"1,923,137",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"6,505",0.1%,"26,852",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"5,637",0.1%,"59,640",,
TA.TO,TRANSALTA CORP,COM,89346D107,"5,086",0.1%,"715,492",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"4,897",0.1%,"23,711",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"4,835",0.1%,"227,857",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"4,552",0.1%,"449,145",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"4,176",0.0%,"158,294",,
CSX,CSX CORP,COM,126408103,"2,521",0.0%,"34,832",,
EOG,EOG RES INC,COM,26875P101,"2,316",0.0%,"27,649",,
OVV,ENCANA CORP,COM,292505104,"2,206",0.0%,"471,139",,
BHP,BHP GROUP LTD,SPONSORED ADS,088606108,"2,130",0.0%,"38,926",,
SQ,SQUARE INC,CL A,852234103,"2,025",0.0%,"32,358",,
SLB,SCHLUMBERGER LTD,COM,806857108,"1,662",0.0%,"41,344",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"1,523",0.0%,"16,679",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"1,519",0.0%,"53,827",,
COP,CONOCOPHILLIPS,COM,20825C104,"1,456",0.0%,"22,383",,
AVA,AVISTA CORP,COM,05379B107,"1,438",0.0%,"29,875",,
SCI,SERVICE CORP INTL,COM,817565104,"1,432",0.0%,"31,102",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"1,382",0.0%,"46,232",,
WMB,WILLIAMS COS INC DEL,COM,969457100,"1,181",0.0%,"49,802",,
FE,FIRSTENERGY CORP,COM,337932107,738,0.0%,"15,195",,
ERF.TO,ENERPLUS CORP,COM,292766102,679,0.0%,"95,627",,
SO,SOUTHERN CO,COM,842587107,666,0.0%,"10,454",,
STX,SEAGATE TECHNOLOGY PLC,SHS,G7945M107,614,0.0%,"10,323",,
HUN,HUNTSMAN CORP,COM,447011107,568,0.0%,"23,500",,
CMS,CMS ENERGY CORP,COM,125896100,521,0.0%,"8,284",,
TER,TERADYNE INC,COM,880770102,489,0.0%,"7,175",,
IVZ,INVESCO LTD,SHS,G491BT108,386,0.0%,"21,470",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,355,0.0%,"13,662",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,320,0.0%,"3,471",,
VEA,VANGUARD TAX MANAGED INTL FD,FTSE DEV MKT ETF,921943858,256,0.0%,"5,810",,
ET,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,246,0.0%,"19,146",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,221,0.0%,"2,382",,
OKE,ONEOK INC NEW,COM,682680103,211,0.0%,"2,788",,
OBE.TO,OBSIDIAN ENERGY LTD,COM,674482203,25,0.0%,"35,281",,
