Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"478,373",3.1%,"13,287,726",,
FTS.TO,FORTIS INC,COM,349553107,"322,244",2.1%,"7,848,435",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"309,564",2.0%,"7,933,309",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"170,467",1.1%,"4,954,179",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"146,632",0.9%,"2,239,515",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"142,195",0.9%,"4,439,214",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"24,120",0.2%,"1,449,371",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"23,377",0.2%,"3,374,125",,
XOM,EXXON MOBIL CORP,COM,30231G102,"15,716",0.1%,"157,194",,
TA.TO,TRANSALTA CORP,COM,89346D107,"15,525",0.1%,"1,882,014",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"14,271",0.1%,"175,716",,
CVX,CHEVRON CORP NEW,COM,166764100,"11,589",0.1%,"77,702",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"10,967",0.1%,"192,845",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"9,769",0.1%,"160,855",,
ECL,ECOLAB INC,COM,278865100,"8,150",0.1%,"41,094",,
ERF.TO,ENERPLUS CORP,COM,292766102,"6,000",0.0%,"392,954",,
OVV.TO,OVINTIV INC,COM,69047Q102,"4,681",0.0%,"106,731",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"4,498",0.0%,"86,439",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"3,810",0.0%,"22,320",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"3,443",0.0%,"57,671",,
EOG,EOG RES INC,COM,26875P101,"2,908",0.0%,"24,044",,
CSX,CSX CORP,COM,126408103,"2,578",0.0%,"74,367",,
IVZ,INVESCO LTD,SHS,G491BT108,"2,484",0.0%,"139,245",,
OKE,ONEOK INC NEW,COM,682680103,"2,461",0.0%,"35,058",,
SHV,ISHARES TR,SHORT TREAS BD,464288679,"2,430",0.0%,"22,068",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"1,877",0.0%,"12,105",,
CHK,CHESAPEAKE ENERGY CORP,COM,165167735,"1,777",0.0%,"23,107",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"1,649",0.0%,"44,979",,
AVA,AVISTA CORP,COM,05379B107,"1,564",0.0%,"43,773",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"1,327",0.0%,"110,116",,
CTRA,COTERRA ENERGY INC,COM,127097103,"1,264",0.0%,"49,547",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"1,204",0.0%,"68,283",,
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV MKT,921943858,"1,023",0.0%,"21,365",,
BHP,BHP GROUP LTD,SPONSORED ADS,088606108,938,0.0%,"13,732",,
COP,CONOCOPHILLIPS,COM,20825C104,826,0.0%,"7,117",,
WMB,WILLIAMS COS INC,COM,969457100,814,0.0%,"23,374",,
APA,APA CORPORATION,COM,03743Q108,796,0.0%,"22,203",,
CNX,CNX RES CORP,COM,12653C108,633,0.0%,"31,680",,
EL,LAUDER ESTEE COS INC,CL A,518439104,620,0.0%,"4,242",,
FE,FIRSTENERGY CORP,COM,337932107,604,0.0%,"16,485",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,594,0.0%,"13,129",,
HUN,HUNTSMAN CORP,COM,447011107,590,0.0%,"23,500",,
SQ,BLOCK INC,CL A,852234103,521,0.0%,"6,742",,
PPL,PPL CORP,COM,69351T106,384,0.0%,"14,188",,
PGR,PROGRESSIVE CORP,COM,743315103,373,0.0%,"2,346",,
SO,SOUTHERN CO,COM,842587107,336,0.0%,"4,804",,
METC,RAMACO RES INC,COM CL A,75134P600,239,0.0%,"13,948",,
GFR,GREENFIRE RES LTD NEW,COM SHS,39525U107,221,0.0%,"45,600",,
