"Manager","Report Date","Value ($000)","Shares","Option Type"
"GROUP ONE TRADING, L.P.","12/31/2019","252","12,400","put"
"SIMPLEX TRADING, LLC","12/31/2019","1,333","657","put"
"PROEQUITIES, INC.","12/31/2019","0","0","put"
