"Manager","Report Date","Value ($000)","Shares","Option Type"
"JPMORGAN CHASE & CO","12/31/2021","515","27,000","put"
"SIMPLEX TRADING, LLC","12/31/2021","221","11,600","put"
"GROUP ONE TRADING, L.P.","12/31/2021","88","4,600","put"
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2021","0","0","put"
