"Manager","Report Date","Value ($000)","Shares","Option Type"
"JANE STREET GROUP, LLC","12/31/2023","16,354","740,000","put"
"SIMPLEX TRADING, LLC","12/31/2023","362","16,400","put"
"GROUP ONE TRADING, L.P.","12/31/2023","110","5,000","put"
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2023","0","0","put"
