"Manager","Report Date","Value ($000)","Shares","Option Type"
"GROUP ONE TRADING, L.P.","12/31/2018","214","15,100","put"
"SIMPLEX TRADING, LLC","12/31/2018","381","269","put"
"PROEQUITIES, INC.","12/31/2018","0","0","put"
