Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
BABA,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,"6,305",57%,"46,000",,
0A2X.IL,TAL ED GROUP,SPONSORED ADS,874080104,"1,761",16%,"66,000",,
0A2I.IL,HUAZHU GROUP LTD,SPONSORED ADR,44332N106,"1,174",11%,"41,000",,
BIDU,BAIDU INC,SPON ADR REP A,056752108,"1,174",11%,"7,400",,
0XWG.IL,IQIYI INC,SPONSORED ADS,46267X108,625,5.7%,"42,000",,
