Manager,Report Date,Value ($000),Shares,Option Type
"Fieldpoint Private Securities, LLC",12/31/2021,43,"2,275",
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,12/31/2021,43,"2,232",
"GPS Wealth Strategies Group, LLC",12/31/2021,41,"2,135",
"Center for Financial Planning, Inc.",12/31/2021,40,"2,074",
Spire Wealth Management,12/31/2021,37,"1,966",
"FourThought Financial, LLC",12/31/2021,37,"1,964",
BENJAMIN EDWARDS INC,12/31/2021,37,"1,938",
"IFP Advisors, Inc",12/31/2021,36,"1,918",
"Castleview Partners, LLC",12/31/2021,100,"1,907",
WHITTIER TRUST CO OF NEVADA INC,12/31/2021,36,"1,875",
"Legacy Bridge, LLC",12/31/2021,35,"1,860",
Addison Advisors LLC,12/31/2021,35,"1,812",
"Financial Perspectives, Inc",12/31/2021,33,"1,766",
"Widmann Financial Services, Inc.",12/31/2021,33,"1,760",
CAROLINAS WEALTH CONSULTING LLC,12/31/2021,33,"1,735",
"BELLEVUE ASSET MANAGEMENT, LLC",12/31/2021,32,"1,696",
"Costello Asset Management, INC",12/31/2021,32,"1,688",
"PFS Partners, LLC",12/31/2021,31,"1,648",
Sargent Bickham Lagudis LLC,12/31/2021,31,"1,641",
Rosenberg Matthew Hamilton,12/31/2021,31,"1,603",
"CULLEN/FROST BANKERS, INC.",12/31/2021,30,"1,597",
WFA Asset Management Corp,12/31/2021,30,"1,584",
"Carmichael Hill & Associates, Inc.",12/31/2021,29,"1,527",
"Hudock, Inc.",12/31/2021,29,"1,526",
"PSI Advisors, LLC",12/31/2021,28,"1,485",
Riggs Asset Managment Co. Inc.,12/31/2021,28,"1,480",
Stonehage Fleming Financial Services Holdings Ltd,12/31/2021,28,"1,475",
"Anchor Investment Management, LLC",12/31/2021,27,"1,437",
"HARBOUR INVESTMENTS, INC.",12/31/2021,27,"1,433",
Enterprise Trust & Investment Co,12/31/2021,27,"1,400",
"REILLY FINANCIAL ADVISORS, LLC",12/31/2021,27,"1,398",
CoreFirst Bank & Trust,12/31/2021,27,"1,390",
Cutler Group LP,12/31/2021,2,"1,300",call
"First Horizon Advisors, Inc.",12/31/2021,24,"1,245",
"Sawyer & Company, Inc",12/31/2021,23,"1,206",
"TRUSTCORE FINANCIAL SERVICES, LLC",12/31/2021,23,"1,200",
FIRST COMMUNITY TRUST NA,12/31/2021,22,"1,199",
"Charter Oak Capital Management, LLC",12/31/2021,23,"1,194",
"Oakworth Capital, Inc.",12/31/2021,20,"1,062",
"Asset Dedication, LLC",12/31/2021,19,"1,012",
"Plante Moran Financial Advisors, LLC",12/31/2021,18,954,
"Elmwood Wealth Management, Inc.",12/31/2021,18,950,
"EXCHANGE TRADED CONCEPTS, LLC",12/31/2021,18,933,
"Freedman Financial Associates, Inc.",12/31/2021,18,920,
Pacific Center for Financial Services,12/31/2021,16,817,
"Sugarloaf Wealth Management, LLC",12/31/2021,15,775,
First PREMIER Bank,12/31/2021,15,765,
"BDO Wealth Advisors, LLC",12/31/2021,14,760,
"O'Dell Group, LLC",12/31/2021,14,750,
"Focused Wealth Management, Inc",12/31/2021,14,737,
Larson Financial Group LLC,12/31/2021,14,734,
"Koshinski Asset Management, Inc.",12/31/2021,13,733,
"Tradition Wealth Management, LLC",12/31/2021,14,727,
AllSquare Wealth Management LLC,12/31/2021,14,724,
"TSFG, LLC",12/31/2021,13,689,
"Clearstead Advisors, LLC",12/31/2021,13,689,
"TimeScale Financial, Inc.",12/31/2021,13,672,
Farmers & Merchants Trust Co of Chambersburg PA,12/31/2021,13,661,
ADIRONDACK TRUST CO,12/31/2021,12,645,
HALL LAURIE J TRUSTEE,12/31/2021,11,600,
Missouri Trust & Investment Co,12/31/2021,11,600,
"Ellis Investment Partners, LLC",12/31/2021,11,581,
CNB Bank,12/31/2021,11,580,
City State Bank,12/31/2021,10,539,
Semmax Financial Advisors Inc.,12/31/2021,10,507,
Financial Enhancement Group LLC,12/31/2021,10,504,
"Wagner Wealth Management, LLC",12/31/2021,10,502,
"JFS WEALTH ADVISORS, LLC",12/31/2021,9,496,
LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA,12/31/2021,9,480,
Norway Savings Bank,12/31/2021,9,480,
WEST BANCORPORATION INC,12/31/2021,9,477,
"Shore Point Advisors, LLC",12/31/2021,9,474,
"Strategic Asset Management, LLC",12/31/2021,9,466,
"EverSource Wealth Advisors, LLC",12/31/2021,9,466,
VALLEY NATIONAL ADVISERS INC,12/31/2021,9,462,
"Harvest Fund Management Co., Ltd",12/31/2021,8,457,
SouthState Corp,12/31/2021,8,415,
"Vectors Research Management, LLC",12/31/2021,7,392,
"Versant Capital Management, Inc",12/31/2021,7,384,
BESSEMER GROUP INC,12/31/2021,7,375,
"Zions Bancorporation, N.A.",12/31/2021,7,373,
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC",12/31/2021,6,366,
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",12/31/2021,7,352,
Key Financial Inc,12/31/2021,7,350,
Savior LLC,12/31/2021,6,316,
OPTIMUM INVESTMENT ADVISORS,12/31/2021,6,312,
High Net Worth Advisory Group LLC,12/31/2021,6,308,
HM PAYSON & CO,12/31/2021,6,300,
American Research & Management Co.,12/31/2021,5,268,
Stonebridge Capital Advisors LLC,12/31/2021,5,260,
"BerganKDV Wealth Management, LLC",12/31/2021,5,247,
EARNEST PARTNERS LLC,12/31/2021,5,239,
ARROW FINANCIAL CORP,12/31/2021,5,236,
"Andrew Hill Investment Advisors, Inc.",12/31/2021,4,236,
Hexagon Capital Partners LLC,12/31/2021,5,236,
"Level Financial Advisors, Inc.",12/31/2021,4,234,
"Financial Management Professionals, Inc.",12/31/2021,4,215,
Accel Wealth Management,12/31/2021,4,205,
"PFG Private Wealth Management, LLC",12/31/2021,3,182,
"Leelyn Smith, LLC",12/31/2021,3,164,
Investmark Advisory Group LLC,12/31/2021,3,162,
"Providence Capital Advisors, LLC",12/31/2021,3,154,
"RE Dickinson Investment Advisors, LLC",12/31/2021,3,144,
FIRST MANHATTAN CO,12/31/2021,2,141,
COUNTRY TRUST BANK,12/31/2021,2,129,
"Private Capital Group, LLC",12/31/2021,2,114,
Fortitude Advisory Group L.L.C.,12/31/2021,2,109,
"Cribstone Capital Management, LLC",12/31/2021,2,100,
Prestige Wealth Management Group LLC,12/31/2021,2,100,
ARCADIA INVESTMENT MANAGEMENT CORP/MI,12/31/2021,2,85,
"HARBOR INVESTMENT ADVISORY, LLC",12/31/2021,2,83,
"Ford Financial Group, LLC",12/31/2021,1,81,
Gemmer Asset Management LLC,12/31/2021,1,75,
"Stephens Consulting, LLC",12/31/2021,1,68,
Dixon Hughes Goodman Wealth Advisors LLC,12/31/2021,1,61,
Eagle Bay Advisors LLC,12/31/2021,1,58,
"Cornerstone Advisory, LLC",12/31/2021,1,50,
"Rise Advisors, LLC",12/31/2021,0,46,
JJJ Advisors Inc.,12/31/2021,1,44,
"Retirement Planning Co of New England, Inc.",12/31/2021,0,42,
"Patriot Financial Group Insurance Agency, LLC",12/31/2021,1,40,
NOMURA ASSET MANAGEMENT CO LTD,12/31/2021,0,0,
