"Manager","Report Date","Value ($000)","Shares","Option Type"
"FIRST NATIONAL BANK & TRUST CO OF NEWTOWN","12/31/2023","240","10,892",""
"RNC CAPITAL MANAGEMENT LLC","12/31/2023","240","10,880",""
"Beacon Pointe Advisors, LLC","12/31/2023","238","10,805",""
"PRINCIPAL SECURITIES, INC.","12/31/2023","237","10,726",""
"COMMERCE BANK","12/31/2023","236","10,720",""
"Community Bank of Raymore","12/31/2023","235","10,656",""
"First Affirmative Financial Network","12/31/2023","234","10,604",""
"CIBC Private Wealth Group, LLC","12/31/2023","234","10,603",""
"Equitable Holdings, Inc.","12/31/2023","233","10,585",""
"NAPATREE CAPITAL LLC","12/31/2023","232","10,514",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2023","231","10,470",""
"Blue Trust, Inc.","12/31/2023","191","10,465",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2023","227","10,298",""
"SEVEN MILE ADVISORY","12/31/2023","225","10,198",""
"HB Wealth Management, LLC","12/31/2023","220","9,982",""
"BRANDES INVESTMENT PARTNERS, LP","12/31/2023","215","9,754",""
"Trust Co of the South","12/31/2023","214","9,712",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2023","213","9,668",""
"Peregrine Asset Advisers, Inc.","12/31/2023","212","9,600",""
"Forum Financial Management, LP","12/31/2023","210","9,536",""
"&PARTNERS","12/31/2023","209","9,483",""
"NewEdge Wealth, LLC","12/31/2023","208","9,452",""
"Baird Financial Group, Inc.","12/31/2023","206","9,359",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2023","206","9,343",""
"Aprio Wealth Management, LLC","12/31/2023","205","9,292",""
"AMERICAN NATIONAL BANK","12/31/2023","204","9,262",""
"Sanibel Captiva Trust Company, Inc.","12/31/2023","204","9,258",""
"PDS Planning, Inc","12/31/2023","203","9,223",""
"MITCHELL & PAHL PRIVATE WEALTH, LLC","12/31/2023","201","9,099",""
"HighPoint Advisor Group LLC","12/31/2023","221","9,099",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2023","198","8,980",""
"Pacifica Partners Inc.","12/31/2023","162","8,209",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2023","165","7,490",""
"IFP Advisors, Inc","12/31/2023","160","7,266",""
"Crewe Advisors LLC","12/31/2023","159","7,200",""
"Cullen/Frost Bankers, Inc.","12/31/2023","158","7,182",""
"Desjardins Global Asset Management Inc.","12/31/2023","158","7,158",""
"Advisory Services Network, LLC","12/31/2023","156","7,069",""
"Cutler Group LLC / CA","12/31/2023","10","6,900","call"
"EverSource Wealth Advisors, LLC","12/31/2023","148","6,723",""
"Estabrook Capital Management","12/31/2023","132","6,000",""
"JCIC Asset Management Inc.","12/31/2023","130","5,915",""
"Castleview Partners, LLC","12/31/2023","128","5,831",""
"Baystate Wealth Management LLC","12/31/2023","127","5,751",""
"New England Capital Financial Advisors LLC","12/31/2023","122","5,525",""
"First Horizon Advisors, Inc.","12/31/2023","119","5,425",""
"C M BIDWELL & ASSOCIATES LTD","12/31/2023","118","5,344",""
"TOBAM","12/31/2023","117","5,294",""
"Bank of New Hampshire","12/31/2023","115","5,223",""
"ROWLANDMILLER & PARTNERS.ADV","12/31/2023","111","5,063",""
"Parallel Advisors, LLC","12/31/2023","106","4,837",""
"UMB Bank, n.a.","12/31/2023","105","4,767",""
"Baird Financial Group, Inc.","12/31/2023","104","4,715",""
"Tacita Capital Inc","12/31/2023","103","4,664",""
"Global Retirement Partners, LLC","12/31/2023","95","4,478",""
"Larson Financial Group LLC","12/31/2023","97","4,403",""
"Key Financial Inc","12/31/2023","94","4,272",""
"ARMSTRONG ADVISORY GROUP, INC","12/31/2023","90","4,092",""
"WASHINGTON TRUST Co","12/31/2023","90","4,083",""
"Aspire Private Capital, LLC","12/31/2023","90","4,078",""
"Financial Perspectives, Inc","12/31/2023","87","3,972",""
"BFSG, LLC","12/31/2023","86","3,935",""
"Hexagon Capital Partners LLC","12/31/2023","84","3,831",""
"SALEM INVESTMENT COUNSELORS INC","12/31/2023","81","3,700",""
"Kelly Financial Services LLC","12/31/2023","77","3,487",""
"Optiver Holding B.V.","12/31/2023","76","3,482",""
"VOISARD ASSET MANAGEMENT GROUP, INC.","12/31/2023","76","3,458",""
"BALDWIN BROTHERS LLC/MA","12/31/2023","76","3,450",""
"Parkside Financial Bank & Trust","12/31/2023","75","3,420",""
"PRIVATE TRUST CO NA","12/31/2023","75","3,406",""
"PFS Partners, LLC","12/31/2023","72","3,296",""
"TUCKER ASSET MANAGEMENT LLC","12/31/2023","72","3,292",""
"ST GERMAIN D J CO INC","12/31/2023","69","3,160",""
"Colonial Trust Advisors","12/31/2023","68","3,081",""
"Grayhawk Investment Strategies Inc.","12/31/2023","89","3,071",""
"AdvisorNet Financial, Inc","12/31/2023","64","2,925",""
"BESSEMER GROUP INC","12/31/2023","64","2,874",""
"Clearstead Advisors, LLC","12/31/2023","63","2,863",""
"Capital Analysts, LLC","12/31/2023","59","2,654",""
"Allworth Financial LP","12/31/2023","57","2,613",""
"HM PAYSON & CO","12/31/2023","57","2,591",""
"Cutler Group LLC / CA","12/31/2023","0","2,500","put"
"Lindbrook Capital, LLC","12/31/2023","54","2,464",""
"GHP Investment Advisors, Inc.","12/31/2023","53","2,400",""
"CENTRAL TRUST Co","12/31/2023","52","2,371",""
"Salomon & Ludwin, LLC","12/31/2023","42","2,347",""
"Financial Freedom, LLC","12/31/2023","51","2,318",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2023","51","2,300",""
"Nemes Rush Group LLC","12/31/2023","50","2,294",""
"Glassman Wealth Services","12/31/2023","48","2,189",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2023","47","2,145",""
"Indiana Trust & Investment Management CO","12/31/2023","45","2,078",""
"Center for Financial Planning, Inc.","12/31/2023","45","2,074",""
"MCF Advisors LLC","12/31/2023","44","2,000",""
"Pinnacle Bancorp, Inc.","12/31/2023","43","1,954",""
"Northwest Financial Advisors","12/31/2023","41","1,880",""
"Legacy Bridge, LLC","12/31/2023","41","1,860",""
"Farther Finance Advisors, LLC","12/31/2023","39","1,793",""
"NBC SECURITIES, INC.","12/31/2023","39","1,780",""
"OLIVER LAGORE VANVALIN INVESTMENT GROUP","12/31/2023","38","1,759",""
"Spire Wealth Management","12/31/2023","37","1,749",""
"WealthCollab, LLC","12/31/2023","38","1,740",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2023","37","1,696",""
"Northwest Capital Management Inc","12/31/2023","36","1,650",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2023","36","1,632",""
"Russell Investments Group, Ltd.","12/31/2023","35","1,602",""
"FWL INVESTMENT MANAGEMENT, LLC","12/31/2023","34","1,580",""
"JFS WEALTH ADVISORS, LLC","12/31/2023","34","1,568",""
"BARRETT & COMPANY, INC.","12/31/2023","33","1,535",""
"TRUST CO OF VERMONT","12/31/2023","33","1,533",""
"JANICZEK WEALTH MANAGEMENT, LLC","12/31/2023","33","1,530",""
"Sanctuary Wealth Management, L.L.C.","12/31/2023","33","1,507",""
"Riggs Asset Managment Co. Inc.","12/31/2023","32","1,480",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2023","32","1,475",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2023","32","1,475",""
"Goodman Advisory Group, LLC","12/31/2023","32","1,450",""
"Centennial Bank/AR/","12/31/2023","31","1,443",""
"Plante Moran Financial Advisors, LLC","12/31/2023","31","1,434",""
"WFA Asset Management Corp","12/31/2023","31","1,434",""
"Creekmur Asset Management LLC","12/31/2023","29","1,343",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2023","29","1,325",""
"GPS Wealth Strategies Group, LLC","12/31/2023","28","1,309",""
"Clarity Asset Management, Inc.","12/31/2023","27","1,246",""
"Fortis Group Advisors, LLC","12/31/2023","26","1,210",""
"Sawyer & Company, Inc","12/31/2023","27","1,206",""
"Anchor Investment Management, LLC","12/31/2023","26","1,200",""
"PIN OAK INVESTMENT ADVISORS INC","12/31/2023","25","1,144",""
"Oakworth Capital, Inc.","12/31/2023","23","1,062",""
"Valued Wealth Advisors LLC","12/31/2023","19","1,040",""
"Rosenberg Matthew Hamilton","12/31/2023","22","1,004",""
"Daiwa Securities Group Inc.","12/31/2023","22","1,000",""
"BKM Wealth Management, LLC","12/31/2023","22","1,000",""
"Avior Wealth Management, LLC","12/31/2023","21","991",""
"Main Street Group, LTD","12/31/2023","21","980",""
"PSI Advisors, LLC","12/31/2023","21","958",""
"HARBOUR INVESTMENTS, INC.","12/31/2023","20","947",""
"Ancora Advisors LLC","12/31/2023","20","943",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2023","20","921",""
"Private Wealth Management Group, LLC","12/31/2023","19","896",""
"Geneos Wealth Management Inc.","12/31/2023","19","884",""
"Glen Eagle Advisors, LLC","12/31/2023","19","864",""
"CGC Financial Services, LLC","12/31/2023","18","850",""
"Asset Dedication, LLC","12/31/2023","18","842",""
"Arlington Trust Co LLC","12/31/2023","18","834",""
"Harvest Fund Management Co., Ltd","12/31/2023","18","821",""
"Pacific Center for Financial Services","12/31/2023","18","817",""
"Sound Income Strategies, LLC","12/31/2023","17","791",""
"CALDWELL SUTTER CAPITAL, INC.","12/31/2023","17","786",""
"O'Dell Group, LLC","12/31/2023","16","750",""
"Operose Advisors LLC","12/31/2023","16","744",""
"WETZEL INVESTMENT ADVISORS, INC.","12/31/2023","16","736",""
"AllSquare Wealth Management LLC","12/31/2023","16","724",""
"Keener Financial Planning LLC","12/31/2023","16","722",""
"Glass Jacobson Investment Advisors llc","12/31/2023","15","706",""
"TSFG, LLC","12/31/2023","15","689",""
"Tradition Wealth Management, LLC","12/31/2023","15","671",""
"Bruce G. Allen Investments, LLC","12/31/2023","14","666",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2023","14","645",""
"Carmichael Hill & Associates, Inc.","12/31/2023","14","637",""
"Tennessee Valley Asset Management Partners","12/31/2023","13","629",""
"Addison Advisors LLC","12/31/2023","13","605",""
"Livelsberger Financial Advisory","12/31/2023","13","602",""
"Missouri Trust & Investment Co","12/31/2023","13","600",""
"FinTrust Capital Advisors, LLC","12/31/2023","12","580",""
"HAZLETT, BURT & WATSON, INC.","12/31/2023","13","571",""
"Semmax Financial Advisors Inc.","12/31/2023","12","557",""
"Washington Trust Advisors, Inc.","12/31/2023","11","539",""
"PROVENCE WEALTH MANAGEMENT GROUP","12/31/2023","11","520",""
"HHM Wealth Advisors, LLC","12/31/2023","11","504",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2023","11","500",""
"MidAtlantic Capital Management, Inc.","12/31/2023","11","500",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2023","10","480",""
"Naples Money Management LLC","12/31/2023","10","480",""
"Cape Investment Advisory, Inc.","12/31/2023","10","476",""
"VALLEY NATIONAL ADVISERS INC","12/31/2023","10","462",""
"HALL LAURIE J TRUSTEE","12/31/2023","10","450",""
"BNP PARIBAS FINANCIAL MARKETS","12/31/2023","9","430",""
"Guardian Wealth Management, Inc.","12/31/2023","9","414",""
"Zions Bancorporation, N.A.","12/31/2023","8","404",""
"Cornerstone Planning Group LLC","12/31/2023","8","402",""
"Frazier Financial Advisors, LLC","12/31/2023","8","384",""
"Versant Capital Management, Inc","12/31/2023","8","384",""
"CAMBRIDGE TRUST CO","12/31/2023","8","378",""
"Sachetta, LLC","12/31/2023","8","378",""
"Focused Wealth Management, Inc","12/31/2023","8","372",""
"Tyler-Stone Wealth Management","12/31/2023","8","362",""
"Financial Management Professionals, Inc.","12/31/2023","8","356",""
"Field & Main Bank","12/31/2023","7","355",""
"Strategic Investment Solutions, Inc. /IL","12/31/2023","7","350",""
"FIRST COMMUNITY TRUST NA","12/31/2023","7","334",""
"FIRST UNITED BANK & TRUST","12/31/2023","7","327",""
"Smartleaf Asset Management LLC","12/31/2023","7","324",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2023","6","312",""
"Sandy Spring Bank","12/31/2023","6","286",""
"RFP Financial Group LLC","12/31/2023","6","279",""
"CKW FINANCIAL GROUP","12/31/2023","5","242",""
"RFP Financial Group LLC","12/31/2023","5","236",""
"Arrow Financial Corp","12/31/2023","5","236",""
"FSA Wealth Management LLC","12/31/2023","5","218",""
"Raleigh Capital Management Inc.","12/31/2023","4","214",""
"Legend Financial Advisors, Inc.","12/31/2023","4","200",""
"Nalls Sherbakoff Group, LLC","12/31/2023","3","180",""
"Princeton Global Asset Management LLC","12/31/2023","3","172",""
"CVA Family Office, LLC","12/31/2023","3","169",""
"Clear Point Advisors Inc.","12/31/2023","3","168",""
"Penserra Capital Management LLC","12/31/2023","3","147",""
"Impact Partnership Wealth, LLC","12/31/2023","3","145",""
"RE Dickinson Investment Advisors, LLC","12/31/2023","3","144",""
"Iron Horse Wealth Management, LLC","12/31/2023","3","139",""
"ADIRONDACK TRUST CO","12/31/2023","3","134",""
"COUNTRY TRUST BANK","12/31/2023","2","129",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2023","2","113",""
"Richard W. Paul & Associates, LLC","12/31/2023","2","101",""
"Prestige Wealth Management Group LLC","12/31/2023","2","100",""
"St. Johns Investment Management Company, LLC","12/31/2023","1","84",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2023","1","83",""
"Gradient Investments LLC","12/31/2023","1","80",""
"FIRST MANHATTAN CO. LLC.","12/31/2023","1","80",""
"Coston, McIsaac & Partners","12/31/2023","1","79",""
"INSTITUTIONAL & FAMILY ASSET MANAGEMENT, LLC","12/31/2023","1","70",""
"Stephens Consulting, LLC","12/31/2023","1","68",""
"Rise Advisors, LLC","12/31/2023","1","51",""
"Sunbelt Securities, Inc.","12/31/2023","1","50",""
"Bogart Wealth, LLC","12/31/2023","0","31",""
"Coppell Advisory Solutions LLC","12/31/2023","0","14",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2023","0","0",""
