"Manager","Report Date","Value ($000)","Shares","Option Type"
"Mn Services Vermogensbeheer B.V.","12/31/2023","12,227","159,626",""
"Canoe Financial LP","12/31/2023","2,943","38,615",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2023","428","5,622",""
"Coston, McIsaac & Partners","12/31/2023","20","275",""
"MOTCO","12/31/2023","1","26",""
