"Manager","Report Date","Value ($000)","Shares","Option Type"
"LSV ASSET MANAGEMENT","12/31/2019","5,591","100,900",""
"Schafer Cullen Capital Management Inc","12/31/2019","1,225","22,160",""
"Gulf International Bank (UK) Ltd","12/31/2019","311","5,606",""
