"Manager","Report Date","Value ($000)","Shares","Option Type"
"Mn Services Vermogensbeheer B.V.","12/31/2021","19,456","254,826",""
"Desjardins Global Asset Management Inc.","12/31/2021","1,360","17,818",""
"Cullen Capital Management, LLC","12/31/2021","1,099","14,418",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2021","398","5,217",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2021","12","150",""
"IFP Advisors, Inc","12/31/2021","1","9",""
