"Manager","Report Date","Value ($000)","Shares","Option Type"
"LSV ASSET MANAGEMENT","12/31/2020","2,724","48,400",""
"Schafer Cullen Capital Management Inc","12/31/2020","1,248","22,160",""
"Gulf International Bank (UK) Ltd","12/31/2020","376","6,679",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2020","11","200",""
"Bartlett & Co. LLC","12/31/2020","1","14",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2020","0","14",""
