"Manager","Report Date","Value ($000)","Shares","Option Type"
"D. E. Shaw & Co., Inc.","12/31/2024","93,284","774,100","call"
"Addenda Capital Inc.","12/31/2024","131,721","759,990",""
"D. E. Shaw & Co., Inc.","12/31/2024","89,175","740,000","put"
"BANK OF NOVA SCOTIA TRUST CO","12/31/2024","79,710","661,442",""
"Burgundy Asset Management Ltd.","12/31/2024","78,158","648,865",""
"SIG North Trading, ULC","12/31/2024","74,860","621,200","call"
"LINCLUDEN MANAGEMENT LTD","12/31/2024","71,324","591,555",""
"J. Safra Sarasin Holding AG","12/31/2024","71,026","589,360",""
"WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC","12/31/2024","70,429","584,867",""
"CIDEL ASSET MANAGEMENT INC","12/31/2024","69,331","575,309",""
"Clark Capital Management Group, Inc.","12/31/2024","67,682","561,637",""
"BANK OF MONTREAL /CAN/","12/31/2024","66,218","549,900","call"
"Pictet Asset Management Holding SA","12/31/2024","63,702","528,601",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2024","62,834","521,398",""
"MILLENNIUM MANAGEMENT LLC","12/31/2024","86,780","501,000","put"
"Royal Bank of Canada","12/31/2024","60,376","501,000","put"
"Guardian Partners Inc.","12/31/2024","60,962","500,978",""
"RAYMOND JAMES FINANCIAL INC","12/31/2024","60,034","498,167",""
"MILLER HOWARD INVESTMENTS INC /NY","12/31/2024","58,966","489,310",""
"CITIGROUP INC","12/31/2024","57,293","475,421",""
"UniSuper Management Pty Ltd","12/31/2024","80,801","466,200",""
"TORONTO DOMINION BANK","12/31/2024","54,661","453,580",""
"Nexus Investment Management ULC","12/31/2024","53,986","448,759",""
"Northwest & Ethical Investments L.P.","12/31/2024","52,257","434,184",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2024","52,183","433,017",""
"Fisher Asset Management, LLC","12/31/2024","52,072","432,103",""
"Royal Bank of Canada","12/31/2024","52,073","432,100","call"
"CIBC WORLD MARKET INC.","12/31/2024","51,831","430,100","put"
"BESSEMER GROUP INC","12/31/2024","50,217","417,008",""
"MARSHALL WACE, LLP","12/31/2024","50,181","416,409",""
"Cumberland Partners Ltd","12/31/2024","49,246","409,160",""
"FIRST TRUST ADVISORS LP","12/31/2024","49,273","408,865",""
"AXA S.A.","12/31/2024","47,950","397,898",""
"FORSTA AP-FONDEN","12/31/2024","44,095","365,900",""
"CITADEL ADVISORS LLC","12/31/2024","43,684","362,500","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","43,287","359,200","call"
"PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO","12/31/2024","43,271","359,017",""
"Capital Research Global Investors","12/31/2024","41,742","346,194",""
"Qube Research & Technologies Ltd","12/31/2024","41,308","342,988",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2024","40,733","338,009",""
"JANE STREET GROUP, LLC","12/31/2024","40,346","334,800","call"
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2024","40,336","334,585",""
"Parallax Volatility Advisers, L.P.","12/31/2024","40,033","332,200","call"
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2024","38,863","322,655",""
"Lansforsakringar Fondforvaltning AB (publ)","12/31/2024","38,341","318,159",""
"VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.","12/31/2024","54,240","312,948",""
"Mn Services Vermogensbeheer B.V.","12/31/2024","37,021","307,200",""
"Triasima Portfolio Management inc.","12/31/2024","36,802","305,386",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","33,260","276,000","put"
"Allianz Asset Management GmbH","12/31/2024","33,227","275,723",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2024","32,982","273,694",""
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC","12/31/2024","31,947","265,100",""
"SIG North Trading, ULC","12/31/2024","31,348","260,133",""
"Rathbones Group PLC","12/31/2024","30,274","251,216",""
"Rockefeller Capital Management L.P.","12/31/2024","29,918","248,289",""
"Varma Mutual Pension Insurance Co","12/31/2024","29,890","248,029",""
"NEUBERGER BERMAN GROUP LLC","12/31/2024","27,961","232,021",""
"Quadrature Capital Ltd","12/31/2024","27,722","229,500",""
"AMERICAN CENTURY COMPANIES INC","12/31/2024","27,120","224,931",""
"USS Investment Management Ltd","12/31/2024","26,892","223,082",""
"Focus Partners Wealth","12/31/2024","26,848","222,789",""
"Creative Planning","12/31/2024","26,773","222,167",""
"WELLS FARGO & COMPANY/MN","12/31/2024","26,473","219,679",""
"Focus Partners Wealth","12/31/2024","26,848","217,073",""
"Rempart Asset Management Inc.","12/31/2024","26,105","217,002",""
"AMERIPRISE FINANCIAL INC","12/31/2024","28,958","210,528",""
"Aviso Financial Inc.","12/31/2024","25,361","210,389",""
"Coleford Investment Management Ltd.","12/31/2024","24,730","205,568",""
"GODSEY & GIBB, INC","12/31/2024","24,106","200,036",""
"Federation des caisses Desjardins du Quebec","12/31/2024","24,031","199,663",""
"Pathstone Holdings, LLC","12/31/2024","23,156","192,280",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2024","32,776","189,391",""
"K.J. Harrison & Partners Inc","12/31/2024","21,382","178,956",""
"Americana Partners, LLC","12/31/2024","21,482","178,260",""
"BROWN ADVISORY INC","12/31/2024","21,304","176,789",""
"Genus Capital Management Inc.","12/31/2024","20,857","173,077","put"
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","12/31/2024","19,737","163,853",""
"CITADEL ADVISORS LLC","12/31/2024","19,455","161,447",""
"Utah Retirement Systems","12/31/2024","19,027","157,891",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2024","17,902","148,600",""
"PEAK6 LLC","12/31/2024","17,763","147,400","put"
"Unigestion Holding SA","12/31/2024","17,054","141,627",""
"Walleye Trading LLC","12/31/2024","16,823","139,600","call"
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2024","24,010","138,535",""
"LPL Financial LLC","12/31/2024","16,583","137,608",""
"Public Sector Pension Investment Board","12/31/2024","16,367","135,820",""
"JANUS HENDERSON GROUP PLC","12/31/2024","16,103","133,480",""
"Crossmark Global Holdings, Inc.","12/31/2024","16,054","133,218",""
"NATIXIS ADVISORS, LLC","12/31/2024","15,624","129,647",""
"Claret Asset Management Corp","12/31/2024","15,312","127,061",""
"JANE STREET GROUP, LLC","12/31/2024","15,063","125,000","put"
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2024","14,821","123,052",""
"JANE STREET GROUP, LLC","12/31/2024","14,756","122,447",""
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2024","14,476","120,128",""
"Waratah Capital Advisors Ltd.","12/31/2024","14,409","119,571",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2024","14,244","118,249",""
"TRUIST FINANCIAL CORP","12/31/2024","14,063","116,700",""
"Lorne Steinberg Wealth Management Inc.","12/31/2024","13,498","112,062",""
"American Assets Investment Management, LLC","12/31/2024","12,472","103,500",""
"INTECH INVESTMENT MANAGEMENT LLC","12/31/2024","12,460","103,393",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2024","12,411","102,995",""
"SHIKIAR ASSET MANAGEMENT INC","12/31/2024","12,371","102,657",""
"HighTower Advisors, LLC","12/31/2024","12,318","102,216",""
"Walleye Capital LLC","12/31/2024","12,255","101,700","put"
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2024","12,111","100,495",""
"MILLENNIUM MANAGEMENT LLC","12/31/2024","17,332","100,000","call"
"Bridgewater Associates, LP","12/31/2024","12,039","99,900",""
"OSSIAM","12/31/2024","11,713","97,195",""
"Bragg Financial Advisors, Inc","12/31/2024","11,589","96,169",""
"Ensign Peak Advisors, Inc","12/31/2024","11,205","92,981",""
"M. Kulyk & Associates, LLC","12/31/2024","11,180","92,777",""
"Avanza Fonder AB","12/31/2024","16,065","92,690",""
"Heathbridge Capital Management Ltd.","12/31/2024","10,997","91,300",""
"Walleye Trading LLC","12/31/2024","10,616","88,100","put"
"Vontobel Holding Ltd.","12/31/2024","10,592","87,964",""
"Palisade Asset Management, LLC","12/31/2024","10,562","87,649",""
"US BANCORP \DE\","12/31/2024","10,521","87,312",""
"Wealth High Governance Capital Ltda","12/31/2024","10,243","85,000",""
"Maryland State Retirement & Pension System","12/31/2024","10,036","83,277",""
"PNC Financial Services Group, Inc.","12/31/2024","9,989","82,894",""
"Onex Canada Asset Management Inc.","12/31/2024","9,616","79,796",""
"Bank Julius Baer & Co. Ltd, Zurich","12/31/2024","14,148","77,538",""
"PCJ Investment Counsel Ltd.","12/31/2024","9,293","77,180",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2024","12,525","72,881",""
"Erste Asset Management GmbH","12/31/2024","8,553","70,600",""
"FEDERATED HERMES, INC.","12/31/2024","7,845","65,099",""
"CANERECTOR INC","12/31/2024","15,431","65,000",""
"Altrius Capital Management Inc","12/31/2024","7,752","64,334",""
"Metis Global Partners, LLC","12/31/2024","7,715","63,993",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","7,544","62,608",""
"Mariner, LLC","12/31/2024","7,286","60,467",""
"PINNACLE ASSOCIATES LTD","12/31/2024","7,250","60,162",""
"Baskin Financial Services Inc.","12/31/2024","7,212","59,849",""
"Quantinno Capital Management LP","12/31/2024","7,128","59,153",""
"Summerhill Capital Management lnc.","12/31/2024","6,964","57,822",""
"PEAK6 LLC","12/31/2024","6,796","56,400","call"
"Live Oak Private Wealth LLC","12/31/2024","6,470","53,689",""
"BW Gestao de Investimentos Ltda.","12/31/2024","6,242","51,800",""
"Waratah Capital Advisors Ltd.","12/31/2024","6,146","51,000","put"
"Lombard Odier Asset Management (Switzerland) SA","12/31/2024","12,582","50,470",""
"COUNTRY CLUB BANK","12/31/2024","6,007","49,835",""
"HENNESSY ADVISORS INC","12/31/2024","5,977","49,600",""
"WOLVERINE TRADING, LLC","12/31/2024","5,858","48,600","call"
"Mitsubishi UFJ Trust & Banking Corp","12/31/2024","5,845","48,400",""
"M&T BANK CORP","12/31/2024","5,770","47,887",""
"Value Partners Investments Inc.","12/31/2024","8,299","47,884",""
"Value Partners Investments Inc.","12/31/2024","5,767","47,884",""
"Walleye Capital LLC","12/31/2024","5,748","47,700","call"
"PRINCIPAL FINANCIAL GROUP INC","12/31/2024","5,712","47,400",""
"Diversified Trust Co","12/31/2024","5,710","47,387",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2024","11,569","46,510",""
"Candriam S.C.A.","12/31/2024","5,519","45,803",""
"OSAIC HOLDINGS, INC.","12/31/2024","5,341","44,323",""
"Assenagon Asset Management S.A.","12/31/2024","5,317","44,126",""
"Gold Investment Management Ltd.","12/31/2024","5,311","44,066",""
"Cubist Systematic Strategies, LLC","12/31/2024","5,001","41,500","put"
"Summit Global Investments","12/31/2024","4,892","40,597",""
"Cetera Investment Advisers","12/31/2024","4,890","40,583",""
"Pacifica Partners Inc.","12/31/2024","4,775","39,993",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2024","4,811","39,925",""
"Mediolanum International Funds Ltd","12/31/2024","4,775","39,793",""
"UNITED CAPITAL FINANCIAL ADVISORS, LLC","12/31/2024","4,793","39,774",""
"Cerity Partners LLC","12/31/2024","4,738","39,036",""
"Cardinal Capital Management","12/31/2024","4,658","38,654",""
"Man Group plc","12/31/2024","4,588","38,076",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","4,458","37,000","call"
"Corient Private Wealth LLC","12/31/2024","4,390","36,429",""
"Vanguard Personalized Indexing Management, LLC","12/31/2024","4,382","36,369",""
"one8zero8, LLC","12/31/2024","4,378","36,335",""
"Cubist Systematic Strategies, LLC","12/31/2024","4,362","36,200","call"
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2024","4,316","35,822",""
"Counterweight Ventures, LLC","12/31/2024","4,245","35,227",""
"CITADEL ADVISORS LLC","12/31/2024","4,145","34,400","put"
"Twin Tree Management, LP","12/31/2024","4,129","34,267",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2024","4,044","33,565",""
"Aristotle Capital Management, LLC","12/31/2024","4,033","33,470",""
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC","12/31/2024","3,999","33,189",""
"Tacita Capital Inc","12/31/2024","3,915","32,545",""
"Ewing Morris & Co. Investment Partners Ltd.","12/31/2024","5,528","31,900",""
"LOUISBOURG INVESTMENTS INC.","12/31/2024","3,843","31,897",""
"Shilanski & Associates, Inc.","12/31/2024","3,842","31,888",""
"Credit Agricole S A","12/31/2024","3,829","31,779",""
"Te Ahumairangi Investment Management Ltd","12/31/2024","3,729","30,940",""
"ASPIRIANT, LLC","12/31/2024","3,706","30,756",""
"Knights of Columbus Asset Advisors LLC","12/31/2024","3,615","30,000",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","3,579","29,700","put"
"Quilter Plc","12/31/2024","3,471","28,826",""
"STIFEL FINANCIAL CORP","12/31/2024","3,421","28,393",""
"BASSWOOD CAPITAL MANAGEMENT, L.L.C.","12/31/2024","3,414","28,335",""
"TWO SIGMA ADVISERS, LP","12/31/2024","3,398","28,200",""
"Laird Norton Wetherby Wealth Management, LLC","12/31/2024","3,366","27,938",""
"Turn8 Private Wealth Inc.","12/31/2024","4,676","27,408",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2024","3,246","26,940",""
"SIGNATUREFD, LLC","12/31/2024","3,242","26,909",""
"Dynamic Technology Lab Private Ltd","12/31/2024","3,220","26,720",""
"Generali Asset Management SPA SGR","12/31/2024","4,600","26,541",""
"Aspen Grove Capital, LLC","12/31/2024","3,194","26,511",""
"CIGNA INVESTMENTS INC /NEW","12/31/2024","3,156","26,190",""
"C2P Capital Advisory Group, LLC d.b.a. Prosperity Capital Advisors","12/31/2024","3,056","25,365",""
"Trust Co of the South","12/31/2024","3,017","25,043",""
"Plato Investment Management Ltd","12/31/2024","3,010","24,887",""
"Ninepoint Partners LP","12/31/2024","2,967","24,623",""
"Exeter Financial, LLC","12/31/2024","2,949","24,478",""
"Harvest Portfolios Group Inc.","12/31/2024","2,940","24,389",""
"Zurich Insurance Group Ltd/FI","12/31/2024","2,903","24,100",""
"WOLVERINE TRADING, LLC","12/31/2024","2,868","23,800","put"
"D. E. Shaw & Co., Inc.","12/31/2024","2,843","23,600",""
"Generali Investments CEE, investicni spolecnost, a.s.","12/31/2024","2,771","23,000",""
"WHITENER CAPITAL MANAGEMENT, INC.","12/31/2024","2,749","22,819",""
"RNC CAPITAL MANAGEMENT LLC","12/31/2024","2,718","22,562",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2024","2,672","22,179",""
"CARY STREET PARTNERS FINANCIAL LLC","12/31/2024","2,670","22,162",""
"BLAIR WILLIAM & CO/IL","12/31/2024","2,669","22,150",""
"Qtron Investments LLC","12/31/2024","2,669","22,148",""
"TOWNSQUARE CAPITAL LLC","12/31/2024","2,661","22,082",""
"Wambolt & Associates, LLC","12/31/2024","2,642","21,924",""
"FAIRFIELD, BUSH & CO.","12/31/2024","2,630","21,824",""
"Caption Management, LLC","12/31/2024","2,627","21,800",""
"CFM WEALTH PARTNERS LLC","12/31/2024","2,579","21,401",""
"TREMBLANT CAPITAL GROUP","12/31/2024","2,526","20,960",""
"Cambridge Investment Research Advisors, Inc.","12/31/2024","2,460","20,410",""
"Walleye Capital LLC","12/31/2024","2,435","20,214",""
"Polar Asset Management Partners Inc.","12/31/2024","2,390","19,837",""
"Bogart Wealth, LLC","12/31/2024","2,377","19,732",""
"Verum Partners LLC","12/31/2024","2,352","19,525",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2024","2,347","19,476",""
"Orion Portfolio Solutions, LLC","12/31/2024","2,344","19,458",""
"Orion Porfolio Solutions, LLC","12/31/2024","2,344","19,458",""
"Kestra Advisory Services, LLC","12/31/2024","2,302","19,106",""
"DAVIS-REA LTD.","12/31/2024","2,239","18,618",""
"Capital Investment Advisory Services, LLC","12/31/2024","2,232","18,528",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2024","2,221","18,436",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2024","2,218","18,406",""
"Old Port Advisors","12/31/2024","2,152","17,862",""
"Forum Financial Management, LP","12/31/2024","2,119","17,589",""
"KMG FIDUCIARY PARTNERS, LLC","12/31/2024","2,118","17,576",""
"Prospera Financial Services Inc","12/31/2024","2,118","17,575",""
"Colonial Trust Advisors","12/31/2024","2,103","17,452",""
"Independent Advisor Alliance","12/31/2024","2,094","17,382",""
"PRUDENTIAL PLC","12/31/2024","2,076","17,247",""
"Applied Capital LLC/FL","12/31/2024","2,050","17,012",""
"Graham Capital Management, L.P.","12/31/2024","2,042","16,946",""
"PARK AVENUE SECURITIES LLC","12/31/2024","2,020","16,762",""
"Sanctuary Advisors, LLC","12/31/2024","2,064","16,729",""
"MUIRFIELD WEALTH ADVISORS LLC","12/31/2024","2,010","16,680",""
"Pinnacle Financial Partners Inc","12/31/2024","2,007","16,658",""
"SUMITOMO LIFE INSURANCE CO","12/31/2024","2,004","16,635",""
"Sumitomo Mitsui DS Asset Management Company, Ltd","12/31/2024","2,004","16,635",""
"AMG National Trust Bank","12/31/2024","1,988","16,494",""
"CIBC Private Wealth Group LLC","12/31/2024","1,982","16,295",""
"FRANKLIN STREET ADVISORS INC /NC","12/31/2024","1","16,030",""
"Squarepoint Ops LLC","12/31/2024","1,928","16,000","put"
"RFG Advisory, LLC","12/31/2024","1,923","15,962",""
"Voya Investment Management LLC","12/31/2024","1,908","15,833",""
"Blue Trust, Inc.","12/31/2024","1,873","15,543",""
"Sequoia Financial Advisors, LLC","12/31/2024","1,830","15,190",""
"Boston Trust Walden Corp","12/31/2024","1,828","15,170",""
"Richard P Slaughter Associates Inc","12/31/2024","1,811","15,036",""
"Clearstead Advisors, LLC","12/31/2024","1,778","14,760",""
"Atomi Financial Group, Inc.","12/31/2024","1,742","14,456",""
"Aull & Monroe Investment Management Corp","12/31/2024","1,717","14,249",""
"Vise Technologies, Inc.","12/31/2024","1,704","14,142",""
"XTX Topco Ltd","12/31/2024","1,691","14,038",""
"PRUDENTIAL FINANCIAL INC","12/31/2024","1,664","13,816",""
"CenterBook Partners LP","12/31/2024","1,653","13,718",""
"NATIXIS","12/31/2024","1,640","13,614",""
"Financial Engines Advisors L.L.C.","12/31/2024","1,611","13,374",""
"Prime Capital Investment Advisors, LLC","12/31/2024","1,568","13,018",""
"Entropy Technologies, LP","12/31/2024","1,563","12,972",""
"LEVEL FOUR ADVISORY SERVICES, LLC","12/31/2024","1,530","12,701",""
"DAVENPORT & Co LLC","12/31/2024","1,502","12,466",""
"Global Retirement Partners, LLC","12/31/2024","1,476","12,251",""
"Pacer Advisors, Inc.","12/31/2024","1,469","12,191",""
"Mayfair Advisory Group, LLC","12/31/2024","1,422","11,802",""
"TUDOR INVESTMENT CORP ET AL","12/31/2024","1,385","11,500","put"
"TIAA TRUST, NATIONAL ASSOCIATION","12/31/2024","1,380","11,458",""
"EDMP, INC.","12/31/2024","1,365","11,329",""
"Waverly Advisors, LLC","12/31/2024","1,365","11,328",""
"Ativo Capital Management LLC","12/31/2024","1,358","11,275",""
"Great Lakes Retirement, Inc.","12/31/2024","1,358","11,270",""
"Brown Shipley& Co Ltd","12/31/2024","1,327","11,099",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2024","1,302","10,810",""
"RHUMBLINE ADVISERS","12/31/2024","1,302","10,805",""
"Beacon Pointe Advisors, LLC","12/31/2024","1,295","10,751",""
"Independent Solutions Wealth Management, LLC","12/31/2024","1,284","10,662",""
"Pembroke Management, LTD","12/31/2024","1,818","10,492",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2024","1,258","10,444",""
"STEPHENS INC /AR/","12/31/2024","1,237","10,268",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2024","1,232","10,229",""
"DONALDSON CAPITAL MANAGEMENT, LLC","12/31/2024","1,229","10,198",""
"Achmea Investment Management B.V.","12/31/2024","1,224","10,157",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2024","1,216","10,097",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2024","1,198","9,947",""
"Founders Financial Alliance, LLC","12/31/2024","1,153","9,569",""
"WEDBUSH SECURITIES INC","12/31/2024","1,150","9,546",""
"PRINCIPAL SECURITIES, INC.","12/31/2024","1,141","9,474",""
"Midwest Professional Planners, LTD.","12/31/2024","1,129","9,372",""
"Leisure Capital Management","12/31/2024","1,127","9,357",""
"Aprio Wealth Management, LLC","12/31/2024","1,126","9,345",""
"SYON CAPITAL LLC","12/31/2024","1,122","9,318",""
"Modera Wealth Management, LLC","12/31/2024","1,073","8,907",""
"Focus Partners Advisor Solutions, LLC","12/31/2024","1,059","8,788",""
"FIRST CITIZENS BANK & TRUST CO","12/31/2024","1,054","8,750",""
"Merit Financial Group, LLC","12/31/2024","1,041","8,645",""
"Kovitz Investment Group Partners, LLC","12/31/2024","1,033","8,578",""
"Old North State Trust, LLC","12/31/2024","1,031","8,554",""
"Summit Financial, LLC","12/31/2024","1,026","8,519",""
"Cerro Pacific Wealth Advisors LLC","12/31/2024","1,056","8,469",""
"Advisory Resource Group","12/31/2024","1,012","8,403",""
"Moors & Cabot, Inc.","12/31/2024","1,005","8,346",""
"Arkadios Wealth Advisors","12/31/2024","997","8,276",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","995","8,262",""
"Tradewinds, LLC.","12/31/2024","973","8,235",""
"Sage Mountain Advisors LLC","12/31/2024","990","8,223",""
"Capital Investment Counsel, Inc","12/31/2024","983","8,157",""
"Farther Finance Advisors, LLC","12/31/2024","979","8,125",""
"Five Oceans Advisors","12/31/2024","976","8,103",""
