"Manager","Report Date","Value ($000)","Shares","Option Type"
"LETKO, BROSSEAU & ASSOCIATES INC","12/31/2023","210,886","2,075,188",""
"BANK OF AMERICA CORP /DE/","12/31/2023","197,252","1,950,483",""
"TORONTO DOMINION BANK","12/31/2023","193,512","1,913,500",""
"GUARDIAN CAPITAL LP","12/31/2023","188,697","1,856,844",""
"Clearbridge Investments, LLC","12/31/2023","181,140","1,791,165",""
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","12/31/2023","171,736","1,698,258",""
"Bank of New York Mellon Corp","12/31/2023","162,267","1,604,541",""
"CIBC WORLD MARKET INC.","12/31/2023","156,944","1,551,900","call"
"ALLIANCEBERNSTEIN L.P.","12/31/2023","153,576","1,518,601",""
"Royal Bank of Canada","12/31/2023","151,109","1,494,200","call"
"CIDEL ASSET MANAGEMENT INC","12/31/2023","148,707","1,463,334",""
"OMERS ADMINISTRATION Corp","12/31/2023","145,758","1,434,306",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2023","137,372","1,351,790",""
"Nuveen Asset Management, LLC","12/31/2023","135,336","1,331,755",""
"Canoe Financial LP","12/31/2023","132,539","1,310,603",""
"HSBC HOLDINGS PLC","12/31/2023","130,001","1,284,805",""
"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC","12/31/2023","1,257","1,220,441",""
"D. E. Shaw & Co., Inc.","12/31/2023","120,505","1,191,900","call"
"Cardinal Capital Management, Inc.","12/31/2023","119,676","1,179,658",""
"DEUTSCHE BANK AG\","12/31/2023","118,298","1,169,770",""
"BANK OF MONTREAL /CAN/","12/31/2023","116,865","1,153,200","put"
"Korea Investment CORP","12/31/2023","113,876","1,120,580",""
"AMUNDI","12/31/2023","111,413","1,103,218",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2023","109,911","1,086,800",""
"BlackRock Inc.","12/31/2023","109,120","1,079,007",""
"Triasima Portfolio Management inc.","12/31/2023","99,784","984,891",""
"Public Sector Pension Investment Board","12/31/2023","98,406","968,346",""
"Russell Investments Group, Ltd.","12/31/2023","97,041","954,892",""
"GREAT WEST LIFE ASSURANCE CO /CAN/","12/31/2023","90,920","900,386",""
"TWO SIGMA INVESTMENTS, LP","12/31/2023","87,489","865,120",""
"DekaBank Deutsche Girozentrale","12/31/2023","85,543","848,699",""
"Addenda Capital Inc.","12/31/2023","112,026","836,019",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2023","84,086","831,470",""
"REGIONS FINANCIAL CORP","12/31/2023","80,360","794,621",""
"State of Tennessee, Treasury Department","12/31/2023","80,728","794,392",""
"MILLENNIUM MANAGEMENT LLC","12/31/2023","103,850","775,000","call"
"Dixon Mitchell Investment Counsel Inc.","12/31/2023","78,740","774,552",""
"Value Partners Investments Inc.","12/31/2023","76,922","759,232",""
"CIBC WORLD MARKET INC.","12/31/2023","70,710","699,200","put"
"FIRST TRUST ADVISORS LP","12/31/2023","69,651","688,711",""
"Burgundy Asset Management Ltd.","12/31/2023","69,173","682,751",""
"Value Partners Investments Inc.","12/31/2023","64,972","675,045",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2023","68,018","672,589",""
"FRANKLIN RESOURCES INC","12/31/2023","65,796","650,597",""
"NORTHERN TRUST CORP","12/31/2023","65,760","650,254",""
"LINCLUDEN MANAGEMENT LTD","12/31/2023","65,672","649,472",""
"D. E. Shaw & Co., Inc.","12/31/2023","62,177","615,000","put"
"QV Investors Inc.","12/31/2023","59,709","587,553",""
"AVIVA PLC","12/31/2023","59,547","586,794",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2023","59,258","577,649",""
"Royal Bank of Canada","12/31/2023","55,116","545,000","put"
"Pictet Asset Management Holding SA","12/31/2023","52,851","520,070",""
"Northwest & Ethical Investments L.P.","12/31/2023","51,934","513,548",""
"TORONTO DOMINION BANK","12/31/2023","51,636","510,597",""
"MILLENNIUM MANAGEMENT LLC","12/31/2023","67,000","500,000","put"
"Nexus Investment Management ULC","12/31/2023","50,521","497,989",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2023","48,862","480,825",""
"MILLER HOWARD INVESTMENTS INC /NY","12/31/2023","48,379","478,392",""
"UBS Group AG","12/31/2023","47,493","469,632",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2023","45,807","452,950",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2023","41,149","406,900","call"
"FORSTA AP-FONDEN","12/31/2023","40,659","400,100",""
"Twin Tree Management, LP","12/31/2023","40,246","397,966",""
"AXA S.A.","12/31/2023","38,745","383,130",""
"AXA S.A.","12/31/2023","38,745","383,130",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2023","36,929","364,008",""
"NBC SECURITIES, INC.","12/31/2023","36,626","362,174",""
"Cumberland Partners Ltd","12/31/2023","32,006","357,428",""
"Capital Research Global Investors","12/31/2023","34,537","341,517",""
"VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.","12/31/2023","45,715","341,162",""
"RAYMOND JAMES & ASSOCIATES","12/31/2023","34,255","338,725",""
"Galibier Capital Management Ltd.","12/31/2023","32,659","321,376",""
"CITADEL ADVISORS LLC","12/31/2023","32,422","320,600","call"
"Rathbones Group PLC","12/31/2023","30,605","301,173",""
"Waratah Capital Advisors Ltd.","12/31/2023","28,860","285,410",""
"WELLS FARGO & COMPANY/MN","12/31/2023","27,642","273,336",""
"Pathstone Holdings, LLC","12/31/2023","27,033","267,211",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2023","26,992","266,901",""
"Hillsdale Investment Management Inc.","12/31/2023","26,770","264,599",""
"NEUBERGER BERMAN GROUP LLC","12/31/2023","26,092","256,767",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2023","24,474","241,754",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2023","23,082","229,483",""
"Allianz Asset Management GmbH","12/31/2023","22,811","224,472",""
"CITIGROUP INC","12/31/2023","22,453","220,952",""
"AMERIPRISE FINANCIAL INC","12/31/2023","24,299","216,206",""
"USS Investment Management Ltd","12/31/2023","21,153","209,099",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2023","27,890","208,135",""
"Investment Management Corp of Ontario","12/31/2023","21,024","207,891",""
"TWO SIGMA ADVISERS, LP","12/31/2023","20,344","201,174",""
"K.J. Harrison & Partners Inc","12/31/2023","20,312","200,486",""
"GODSEY & GIBB, INC","12/31/2023","19,976","197,528",""
"WADE G W & INC","12/31/2023","19,099","188,853",""
"MARSHALL WACE, LLP","12/31/2023","18,812","186,026",""
"Credential Qtrade Securities Inc.","12/31/2023","18,565","183,550",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2023","18,489","182,826",""
"Crossmark Global Holdings, Inc.","12/31/2023","18,277","180,724",""
"Creative Planning","12/31/2023","18,201","179,982",""
"Candriam S.C.A.","12/31/2023","18,165","178,751",""
"Genus Capital Management Inc.","12/31/2023","18,128","178,389","put"
"AMERICAN CENTURY COMPANIES INC","12/31/2023","17,615","174,193",""
"Utah Retirement Systems","12/31/2023","16,848","165,791",""
"Assenagon Asset Management S.A.","12/31/2023","16,270","160,595",""
"CITADEL ADVISORS LLC","12/31/2023","16,089","159,100","put"
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2023","15,908","156,581",""
"Rempart Asset Management Inc.","12/31/2023","15,749","155,237",""
"SHIKIAR ASSET MANAGEMENT INC","12/31/2023","15,691","155,157",""
"Onex Canada Asset Management Inc.","12/31/2023","15,268","150,984",""
"BARCLAYS PLC","12/31/2023","14,765","146,025",""
"JANUS HENDERSON GROUP PLC","12/31/2023","14,767","145,272",""
"Rockefeller Capital Management L.P.","12/31/2023","14,457","142,964",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2023","14,144","139,400",""
"Claret Asset Management Corp","12/31/2023","13,385","132,287",""
"Raymond James Financial Services Advisors, Inc.","12/31/2023","13,348","131,998",""
"BANK OF MONTREAL /CAN/","12/31/2023","13,174","130,000","call"
"Vontobel Holding Ltd.","12/31/2023","12,802","126,594",""
"M. Kulyk & Associates, LLC","12/31/2023","12,306","121,688",""
"JANE STREET GROUP, LLC","12/31/2023","12,264","121,276",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2023","12,090","119,558",""
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2023","12,020","118,862",""
"TRUIST FINANCIAL CORP","12/31/2023","11,493","113,654",""
"Polar Capital Holdings Plc","12/31/2023","13,129","109,836",""
"LPL Financial LLC","12/31/2023","11,082","109,587",""
"OSSIAM","12/31/2023","11,068","108,918",""
"Lorne Steinberg Wealth Management Inc.","12/31/2023","10,769","106,474",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2023","10,676","105,573",""
"HighTower Advisors, LLC","12/31/2023","10,567","104,535",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2023","10,493","103,755",""
"American Assets Investment Management, LLC","12/31/2023","10,466","103,500",""
"NATIXIS ADVISORS, L.P.","12/31/2023","10,269","101,544",""
"LOUISBOURG INVESTMENTS INC.","12/31/2023","10,194","100,318",""
"abrdn plc","12/31/2023","10,113","100,000",""
"Palisade Asset Management, LLC","12/31/2023","9,926","98,157",""
"Bragg Financial Advisors, Inc","12/31/2023","9,921","98,102",""
"Boston Trust Walden Corp","12/31/2023","9,373","92,690",""
"Heathbridge Capital Management Ltd.","12/31/2023","9,334","92,137",""
"PCJ Investment Counsel Ltd.","12/31/2023","9,223","91,199",""
"COUNTRY CLUB BANK /GFN","12/31/2023","9,052","89,338",""
"US BANCORP \DE\","12/31/2023","9,024","89,236",""
"Cubist Systematic Strategies, LLC","12/31/2023","8,980","88,800","call"
"Ensign Peak Advisors, Inc","12/31/2023","8,575","86,481",""
"Unigestion Holding SA","12/31/2023","8,400","83,063",""
"FEDERATED HERMES, INC.","12/31/2023","8,217","81,253",""
"JCIC Asset Management Inc.","12/31/2023","8,213","81,177",""
"Baskin Financial Services Inc.","12/31/2023","8,162","80,744",""
"PNC FINANCIAL SERVICES GROUP, INC.","12/31/2023","8,070","79,806",""
"Walter Public Investments Inc.","12/31/2023","8,025","79,393",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2023","7,989","79,000","put"
"Walleye Trading LLC","12/31/2023","7,807","77,200","put"
"GTS SECURITIES LLC","12/31/2023","7,372","72,900","put"
"Janney Montgomery Scott LLC","12/31/2023","7,024","69,453",""
"Metis Global Partners, LLC","12/31/2023","6,914","68,370",""
"Altrius Capital Management Inc","12/31/2023","6,855","67,790",""
"PRINCIPAL FINANCIAL GROUP INC","12/31/2023","6,605","65,000",""
"Live Oak Private Wealth LLC","12/31/2023","6,359","62,888",""
"PINNACLE ASSOCIATES LTD","12/31/2023","6,132","60,645",""
"Belmont Capital, LLC","12/31/2023","6,030","59,631",""
"Trexquant Investment LP","12/31/2023","5,913","58,478",""
"Mariner, LLC","12/31/2023","5,797","57,332",""
"M&T Bank Corp","12/31/2023","5,605","55,436",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2023","5,228","51,700","put"
"HENNESSY ADVISORS INC","12/31/2023","5,218","51,600",""
"APG Asset Management N.V.","12/31/2023","4,668","50,747",""
"BANK OF AMERICA CORP /DE/","12/31/2023","5,056","50,000","put"
"Gold Investment Management Ltd.","12/31/2023","5,018","49,618",""
"DUALITY ADVISERS, LP","12/31/2023","4,941","48,862",""
"UNITED CAPITAL FINANCIAL ADVISORS, LLC","12/31/2023","4,902","48,479",""
"Power Corp of Canada","12/31/2023","4,859","47,979",""
"Maryland State Retirement & Pension System","12/31/2023","4,830","47,737",""
"Balyasny Asset Management L.P.","12/31/2023","4,496","44,458",""
"Walleye Trading LLC","12/31/2023","4,492","44,420",""
"Walleye Capital LLC","12/31/2023","4,348","43,000","put"
"GTS SECURITIES LLC","12/31/2023","4,328","42,800","call"
"CITADEL ADVISORS LLC","12/31/2023","4,133","40,878",""
"Pacifica Partners Inc.","12/31/2023","3,723","40,822",""
"Quilter Plc","12/31/2023","4,096","40,480",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2023","3,741","37,000",""
"BFSG, LLC","12/31/2023","3,688","36,476",""
"Cardinal Capital Management","12/31/2023","3,653","36,126",""
"Corient Private Wealth LLC","12/31/2023","3,639","35,993",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2023","3,573","35,317",""
"Counterweight Ventures, LLC","12/31/2023","3,562","35,227",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2023","3,519","34,800","call"
"DAVIS-REA LTD.","12/31/2023","3,454","34,048",""
"Aristotle Capital Management, LLC","12/31/2023","3,384","33,470",""
"Tacita Capital Inc","12/31/2023","3,324","32,771",""
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC","12/31/2023","3,293","32,564",""
"ASPIRIANT, LLC","12/31/2023","3,268","32,315",""
"Shilanski & Associates, Inc.","12/31/2023","3,247","32,117",""
"Quantbot Technologies LP","12/31/2023","3,097","30,628",""
"Laird Norton Wetherby Wealth Management, LLC","12/31/2023","3,030","29,964",""
"FRANKLIN STREET ADVISORS INC /NC","12/31/2023","3,018","29,840",""
"D. E. Shaw & Co., Inc.","12/31/2023","2,992","29,600",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2023","2,986","29,533",""
"Harvest Portfolios Group Inc.","12/31/2023","2,934","29,019",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2023","2,813","27,819",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2023","2,764","27,219",""
"Man Group plc","12/31/2023","2,739","27,092",""
"OLD POINT TRUST & FINANCIAL SERVICES N A","12/31/2023","2,732","27,015",""
"Exeter Financial, LLC","12/31/2023","2,714","26,883",""
"OSAIC HOLDINGS, INC.","12/31/2023","2,714","26,832",""
"Aspen Grove Capital, LLC","12/31/2023","2,673","26,437",""
"CIGNA INVESTMENTS INC /NEW","12/31/2023","2,661","26,187",""
"FAIRFIELD, BUSH & CO.","12/31/2023","2,644","26,153",""
"BLAIR WILLIAM & CO/IL","12/31/2023","2,639","26,102",""
"Walleye Capital LLC","12/31/2023","2,563","25,345",""
"Cox Capital Mgt LLC","12/31/2023","2,541","25,130",""
"Americana Partners, LLC","12/31/2023","2,513","24,854",""
"Wambolt & Associates, LLC","12/31/2023","2,511","24,838",""
"Trust Co of the South","12/31/2023","2,509","24,818",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2023","2,472","24,445",""
"Cerity Partners LLC","12/31/2023","2,464","24,368",""
"Cambridge Investment Research Advisors, Inc.","12/31/2023","2,451","24,231",""
"Independent Advisor Alliance","12/31/2023","2,421","23,948",""
"LORD, ABBETT & CO. LLC","12/31/2023","2,407","23,800",""
"Squarepoint Ops LLC","12/31/2023","2,396","23,700","put"
"Mitsubishi UFJ Trust & Banking Corp","12/31/2023","2,385","23,600",""
"WHITENER CAPITAL MANAGEMENT, INC.","12/31/2023","2,340","23,147",""
"AXQ CAPITAL, LP","12/31/2023","2,326","23,006",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2023","2,314","22,882",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2023","2,298","22,728",""
"STIFEL FINANCIAL CORP","12/31/2023","2,286","22,605",""
"RNC CAPITAL MANAGEMENT LLC","12/31/2023","2,281","22,562",""
"CFM WEALTH PARTNERS LLC","12/31/2023","2,199","21,746",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2023","2,121","20,974",""
"HSBC HOLDINGS PLC","12/31/2023","2,103","20,800","call"
"BRIDGEWAY CAPITAL MANAGEMENT, LLC","12/31/2023","2,073","20,500",""
"SIGNATUREFD, LLC","12/31/2023","2,053","20,305",""
"Cetera Advisor Networks LLC","12/31/2023","2,049","20,266",""
"Bogart Wealth, LLC","12/31/2023","1,995","19,732",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2023","2,601","19,620",""
"Walleye Trading LLC","12/31/2023","1,982","19,600","call"
"Mission Creek Capital Partners, Inc.","12/31/2023","1,978","19,569",""
"DONALDSON CAPITAL MANAGEMENT, LLC","12/31/2023","1,947","19,258",""
"Kestra Advisory Services, LLC","12/31/2023","1,945","19,242",""
"Prospera Financial Services Inc","12/31/2023","1,903","18,825",""
"Quantinno Capital Management LP","12/31/2023","1,882","18,605",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2023","1,880","18,592",""
"Pinnacle Financial Partners Inc","12/31/2023","1,875","18,543",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2023","1,865","18,445",""
"MILLENNIUM MANAGEMENT LLC","12/31/2023","1,862","18,420",""
"Capital Investment Advisory Services, LLC","12/31/2023","1,855","18,348",""
"Vanguard Personalized Indexing Management, LLC","12/31/2023","1,848","18,282",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2023","1,844","18,231",""
"Arnhold LLC","12/31/2023","1,830","18,100",""
"Financial Engines Advisors L.L.C.","12/31/2023","1,821","18,012",""
"Aprio Wealth Management, LLC","12/31/2023","1,810","17,904",""
"MUIRFIELD WEALTH ADVISORS LLC","12/31/2023","1,786","17,664",""
"Colonial Trust Advisors","12/31/2023","1,780","17,602",""
"AMG National Trust Bank","12/31/2023","1,760","17,411",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2023","1,752","17,330",""
"Old Port Advisors","12/31/2023","1,728","17,097",""
"Applied Capital LLC/FL","12/31/2023","1,719","17,006",""
"AJOVista, LLC","12/31/2023","1,688","16,700",""
"Forum Financial Management, LP","12/31/2023","1,667","16,486",""
"Global Retirement Partners, LLC","12/31/2023","1,596","16,233",""
"RFG Advisory, LLC","12/31/2023","1,639","16,214",""
"Colony Group, LLC","12/31/2023","1,628","16,094",""
"BESSEMER GROUP INC","12/31/2023","1,613","15,899",""
"Richard P Slaughter Associates Inc","12/31/2023","1,592","15,750",""
"Baird Financial Group, Inc.","12/31/2023","1,578","15,607",""
"Blue Trust, Inc.","12/31/2023","1,362","15,588",""
"TOWNSQUARE CAPITAL LLC","12/31/2023","1,560","15,434",""
"LEVEL FOUR ADVISORY SERVICES, LLC","12/31/2023","1,545","15,283",""
"OAK HARBOR WEALTH PARTNERS, LLC","12/31/2023","1,518","15,019",""
"Aull & Monroe Investment Management Corp","12/31/2023","1,511","14,949",""
"KMG FIDUCIARY PARTNERS, LLC","12/31/2023","1,459","14,436",""
"WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC","12/31/2023","1,393","13,776",""
"Independent Solutions Wealth Management, LLC","12/31/2023","1,373","13,584",""
"Squarepoint Ops LLC","12/31/2023","1,346","13,312",""
"TIAA TRUST, NATIONAL ASSOCIATION","12/31/2023","1,318","13,035",""
"Pacer Advisors, Inc.","12/31/2023","1,315","13,008",""
"Prime Capital Investment Advisors, LLC","12/31/2023","1,313","12,985",""
"Western Wealth Management, LLC","12/31/2023","1,312","12,977",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2023","1,312","12,977",""
"Moors & Cabot, Inc.","12/31/2023","1,293","12,786",""
"First Trust Direct Indexing L.P.","12/31/2023","1,277","12,635",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2023","1,266","12,521",""
"Boomfish Wealth Group, LLC","12/31/2023","1,265","12,511",""
"DAVENPORT & Co LLC","12/31/2023","1,262","12,488",""
"Bayesian Capital Management, LP","12/31/2023","1,261","12,474",""
"Beacon Pointe Advisors, LLC","12/31/2023","1,261","12,471",""
"BANK OF AMERICA CORP /DE/","12/31/2023","1,243","12,300","call"
"Qtron Investments LLC","12/31/2023","1,244","12,247",""
"Great Lakes Retirement, Inc.","12/31/2023","1,225","12,119",""
"RHUMBLINE ADVISERS","12/31/2023","1,219","12,062",""
"Mayfair Advisory Group, LLC","12/31/2023","1,185","11,802",""
"Ativo Capital Management LLC","12/31/2023","1,176","11,630",""
"EDMP, INC.","12/31/2023","1,175","11,622",""
"Brown Shipley& Co Ltd","12/31/2023","1,171","11,527",""
"Point72 Asset Management, L.P.","12/31/2023","1,152","11,400",""
"Integrated Wealth Concepts LLC","12/31/2023","1,144","11,315",""
"Banque Cantonale Vaudoise","12/31/2023","1,145","11,263",""
"Orion Porfolio Solutions, LLC","12/31/2023","1,133","11,192",""
"Orion Portfolio Solutions, LLC","12/31/2023","1,133","11,192",""
"Founders Financial Alliance, LLC","12/31/2023","1,119","11,075",""
"Walleye Capital LLC","12/31/2023","1,092","10,800","call"
"Pembroke Management, LTD","12/31/2023","1,438","10,737",""
"Sowell Financial Services LLC","12/31/2023","1,070","10,576",""
"Cipher Capital LP","12/31/2023","1,065","10,534",""
"PEAK6 Investments LLC","12/31/2023","1,061","10,500","call"
"River Wealth Advisors LLC","12/31/2023","1,059","10,476",""
"LBP AM SA","12/31/2023","1,062","10,452",""
"UniSuper Management Pty Ltd","12/31/2023","1,393","10,400",""
"VICTORY CAPITAL MANAGEMENT INC","12/31/2023","1,042","10,313",""
"EXECUTIVE WEALTH GROUP LLC","12/31/2023","1,011","10,005",""
"Tower Research Capital LLC (TRC)","12/31/2023","1,010","9,992",""
"Cresset Asset Management, LLC","12/31/2023","1,008","9,976",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2023","1,005","9,947",""
"Cubist Systematic Strategies, LLC","12/31/2023","991","9,800","put"
"STEPHENS INC /AR/","12/31/2023","988","9,774",""
"Midwest Professional Planners, LTD.","12/31/2023","968","9,579",""
"SYON CAPITAL LLC","12/31/2023","967","9,571",""
"SYON CAPITAL LLC","12/31/2023","967","9,571",""
"Waverly Advisors, LLC","12/31/2023","959","9,492",""
"FIRST CITIZENS BANK & TRUST CO","12/31/2023","944","9,335",""
"Merit Financial Group, LLC","12/31/2023","943","9,326",""
"JTC Employer Solutions Trustee Ltd","12/31/2023","939","9,287",""
"Bank Julius Baer & Co. Ltd, Zurich","12/31/2023","943","9,283",""
"Leisure Capital Management","12/31/2023","918","9,087",""
"Modera Wealth Management, LLC","12/31/2023","918","9,082",""
"Tandem Investment Advisors, Inc.","12/31/2023","910","9,000",""
"Community Bank, N.A.","12/31/2023","908","8,988",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2023","908","8,984",""
"WEDBUSH SECURITIES INC","12/31/2023","903","8,925",""
"Gulf International Bank (UK) Ltd","12/31/2023","872","8,622",""
"Pathway Financial Advisers, LLC","12/31/2023","827","8,180",""
"Connectus Wealth, LLC","12/31/2023","824","8,130",""
"SHEETS SMITH WEALTH MANAGEMENT","12/31/2023","820","8,110",""
"BURNEY CO/","12/31/2023","815","8,064",""
"CIBC Private Wealth Group, LLC","12/31/2023","811","8,020",""
"OPPENHEIMER & CO INC","12/31/2023","798","7,891",""
"RAYMOND JAMES TRUST N.A.","12/31/2023","791","7,830",""
"TREMBLANT CAPITAL GROUP","12/31/2023","790","7,817",""
"Sage Mountain Advisors LLC","12/31/2023","779","7,709",""
"HRT FINANCIAL LP","12/31/2023","779","7,704",""
"OBERMEYER WOOD INVESTMENT COUNSEL, LLLP","12/31/2023","769","7,611",""
"MML INVESTORS SERVICES, LLC","12/31/2023","762","7,531",""
"TWO SIGMA SECURITIES, LLC","12/31/2023","748","7,400","put"
"BRADY FAMILY WEALTH, LLC","12/31/2023","737","7,289",""
"Capital Investment Counsel, Inc","12/31/2023","736","7,283",""
"FIRST MANHATTAN CO. LLC.","12/31/2023","736","7,280",""
"Arkadios Wealth Advisors","12/31/2023","722","7,141",""
"Sequoia Financial Advisors, LLC","12/31/2023","714","7,062",""
"PINEBRIDGE INVESTMENTS, L.P.","12/31/2023","933","6,966",""
"BUCKINGHAM STRATEGIC PARTNERS, LLC","12/31/2023","702","6,950",""
"Advisory Resource Group","12/31/2023","702","6,946",""
"V-Square Quantitative Management LLC","12/31/2023","926","6,914",""
"EPG Wealth Management LLC","12/31/2023","649","6,860",""
"Advisory Services Network, LLC","12/31/2023","689","6,822",""
"Glassman Wealth Services","12/31/2023","684","6,764",""
"Kingfisher Capital LLC","12/31/2023","673","6,655",""
"Voya Investment Management LLC","12/31/2023","662","6,552",""
"WOODARD & CO ASSET MANAGEMENT GROUP INC /ADV","12/31/2023","648","6,415",""
"Welch Group, LLC","12/31/2023","646","6,390",""
"Checchi Capital Advisers, LLC","12/31/2023","644","6,376",""
"PATTEN & PATTEN INC/TN","12/31/2023","640","6,330",""
