"Manager","Report Date","Value ($000)","Shares","Option Type"
"Landmark Bank","12/31/2019","349","4,415",""
"Walleye Trading LLC","12/31/2019","348","4,400","put"
"Abbrea Capital, LLC","12/31/2019","348","4,400",""
"Smith, Salley & Associates","12/31/2019","345","4,353",""
"Stratos Wealth Partners, LTD.","12/31/2019","342","4,324",""
"Regal Investment Advisors LLC","12/31/2019","342","4,319",""
"Parallel Advisors, LLC","12/31/2019","339","4,276",""
"BANK OZK","12/31/2019","337","4,254",""
"Hilltop Holdings Inc.","12/31/2019","332","4,186",""
"Capital Investment Counsel, Inc","12/31/2019","329","4,148",""
"ASSETMARK, INC","12/31/2019","325","4,108",""
"Aptus Capital Advisors, LLC","12/31/2019","325","4,108",""
"SEVEN EIGHT CAPITAL, LP","12/31/2019","325","4,104",""
"Gotham Asset Management, LLC","12/31/2019","319","4,024",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2019","315","3,986",""
"TRUE Private Wealth Advisors","12/31/2019","315","3,985",""
"Riverview Trust Co","12/31/2019","313","3,948",""
"KANAWHA CAPITAL MANAGEMENT LLC","12/31/2019","308","3,895",""
"CONNING INC.","12/31/2019","308","3,885",""
"Compagnie Lombard Odier SCmA","12/31/2019","307","3,875",""
"Haafor (Singapore) Pte. Ltd.","12/31/2019","303","3,821",""
"Marathon Trading Investment Management LLC","12/31/2019","301","3,800",""
"WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC","12/31/2019","299","3,773",""
"Guggenheim Capital LLC","12/31/2019","297","3,755",""
"GLENMEDE TRUST CO NA","12/31/2019","295","3,730",""
"FIRST CITIZENS BANK & TRUST CO","12/31/2019","294","3,708",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2019","292","3,680",""
"American Asset Management Inc.","12/31/2019","289","3,650",""
"PALLADIUM PARTNERS LLC","12/31/2019","288","3,640",""
"Good Life Advisors, LLC","12/31/2019","285","3,589",""
"Archford Capital Strategies, LLC","12/31/2019","283","3,573",""
"Campbell & CO Investment Adviser LLC","12/31/2019","282","3,561",""
"Landsberg, Bennett, & Dubbaneh LLC","12/31/2019","280","3,547",""
"Voya Financial Advisors, Inc.","12/31/2019","278","3,521",""
"CARY STREET PARTNER INVESTMENT ADVISORY LLC","12/31/2019","274","3,462",""
"Aviance Capital Partners, LLC","12/31/2019","268","3,383",""
"BAXTER BROS INC","12/31/2019","264","3,334",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2019","261","3,300",""
"Jolley Asset Management, LLC","12/31/2019","261","3,300",""
"LexAurum Advisors, LLC","12/31/2019","259","3,272",""
"Ethic Inc.","12/31/2019","257","3,250",""
"BBVA USA Bancshares, Inc.","12/31/2019","254","3,204",""
"Clarius Group, LLC","12/31/2019","258","3,193",""
"NOVARE CAPITAL MANAGEMENT LLC","12/31/2019","251","3,175",""
"Emerald Investment Partners, LLC","12/31/2019","250","3,168",""
"Global Retirement Partners, LLC","12/31/2019","248","3,129",""
"SG Americas Securities, LLC","12/31/2019","247","3,118",""
"EXCALIBUR MANAGEMENT CORP","12/31/2019","247","3,116",""
"Epoch Investment Partners, Inc.","12/31/2019","242","3,060",""
"Pensionmark Financial Group, LLC","12/31/2019","242","3,057",""
"KLINGENSTEIN FIELDS & CO LLC","12/31/2019","242","3,050",""
"Argent Trust Co","12/31/2019","241","3,048",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2019","239","3,017",""
"Lakeview Capital Partners, LLC","12/31/2019","238","3,001",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2019","237","3,000",""
"Graves-Light Private Wealth Management, Inc.","12/31/2019","238","3,000",""
"TWO SIGMA INVESTMENTS, LP","12/31/2019","238","3,000","put"
"MML INVESTORS SERVICES, LLC","12/31/2019","235","2,964",""
"Orgel Wealth Management, LLC","12/31/2019","233","2,940",""
"FIDUCIARY TRUST CO","12/31/2019","230","2,895",""
"CENTRAL TRUST Co","12/31/2019","226","2,860",""
"ExodusPoint Capital Management, LP","12/31/2019","226","2,856",""
"BANK OF THE WEST","12/31/2019","225","2,840",""
"Ashfield Capital Partners, LLC","12/31/2019","222","2,800",""
"ATRIA INVESTMENTS LLC","12/31/2019","218","2,755",""
"Ategra Capital Management, LLC","12/31/2019","216","2,736",""
"LOWE BROCKENBROUGH & CO INC","12/31/2019","215","2,715",""
"Nicholas Hoffman & Company, LLC.","12/31/2019","211","2,668",""
"GSA CAPITAL PARTNERS LLP","12/31/2019","208","2,620",""
"Patriot Investment Management Inc.","12/31/2019","207","2,619",""
"Certified Advisory Corp","12/31/2019","207","2,612",""
"Cetera Advisors LLC","12/31/2019","205","2,600",""
"COLONY GROUP LLC","12/31/2019","206","2,597",""
"Bray Capital Advisors","12/31/2019","202","2,550",""
"First Allied Advisory Services, Inc.","12/31/2019","201","2,517",""
"West Oak Capital, LLC","12/31/2019","195","2,464",""
"BREWIN DOLPHIN WEALTH MANAGEMENT LTD","12/31/2019","194","2,450",""
"Steward Partners Investment Advisory, LLC","12/31/2019","191","2,423",""
"Intercontinental Wealth Advisors, LLC","12/31/2019","190","2,367",""
"Lindbrook Capital, LLC","12/31/2019","182","2,302",""
"Capital International Investors","12/31/2019","174","2,200",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2019","173","2,179",""
"Advisors Asset Management, Inc.","12/31/2019","170","2,142",""
"Firestone Capital Management","12/31/2019","169","2,134",""
"Total Clarity Wealth Management, Inc.","12/31/2019","162","2,050",""
"PANAGORA ASSET MANAGEMENT INC","12/31/2019","158","1,994",""
"Welch Group, LLC","12/31/2019","155","1,954",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2019","154","1,950",""
"AdvisorNet Financial, Inc","12/31/2019","152","1,920",""
"First Command Bank","12/31/2019","144","1,822",""
"First Command Financial Services, Inc.","12/31/2019","144","1,822",""
"Investors Research Corp","12/31/2019","143","1,800",""
"Ashburton (Jersey) Ltd","12/31/2019","140","1,763",""
"Sargent Bickham Lagudis LLC","12/31/2019","129","1,630",""
"AlphaMark Advisors, LLC","12/31/2019","126","1,585",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2019","123","1,548",""
"WHITTIER TRUST CO","12/31/2019","120","1,523",""
"American Portfolios Advisors","12/31/2019","115","1,463",""
"BESSEMER GROUP INC","12/31/2019","115","1,449",""
"Laurel Wealth Advisors LLC","12/31/2019","110","1,388",""
"OSSIAM","12/31/2019","107","1,350",""
"FSA Wealth Management LLC","12/31/2019","102","1,282",""
"PROEQUITIES, INC.","12/31/2019","101","1,278",""
"IFP Advisors, Inc","12/31/2019","100","1,270",""
"Jacobi Capital Management LLC","12/31/2019","96","1,207",""
"HUNTINGTON NATIONAL BANK","12/31/2019","95","1,200",""
"Cutler Group LP","12/31/2019","0","1,200","call"
"HM PAYSON & CO","12/31/2019","90","1,132",""
"Advisory Alpha, LLC","12/31/2019","84","1,048",""
"Tower Research Capital LLC (TRC)","12/31/2019","82","1,046",""
"Cornerstone Advisors, Inc.","12/31/2019","82","1,033",""
"Ropes Wealth Advisors LLC","12/31/2019","79","1,000",""
"SAN FRANCISCO SENTRY INVESTMENT GROUP (CA)","12/31/2019","76","956",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2019","73","916",""
"EPG Wealth Management LLC","12/31/2019","70","879",""
"Zions Bancorporation, N.A.","12/31/2019","66","835",""
"Atlas Private Wealth Management","12/31/2019","66","827",""
"Winslow, Evans & Crocker, Inc.","12/31/2019","64","808",""
"Covington Capital Management","12/31/2019","63","800",""
"EXANE DERIVATIVES","12/31/2019","56","695",""
"CWM, LLC","12/31/2019","64","633",""
"Boston Partners","12/31/2019","50","632",""
"Boston Partners","12/31/2019","50","632",""
"Cutler Group LP","12/31/2019","1","600","put"
"Ameritas Investment Company, LLC","12/31/2019","48","600",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2019","47","600",""
"GABLES CAPITAL MANAGEMENT INC.","12/31/2019","46","575",""
"Balentine LLC","12/31/2019","43","549",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2019","40","502",""
"NorthRock Partners, LLC","12/31/2019","45","438",""
"Eudaimonia Partners, LLC","12/31/2019","34","430",""
"Mercer Capital Advisers, Inc.","12/31/2019","34","427",""
"OGOREK ANTHONY JOSEPH /NY/ /ADV","12/31/2019","33","425",""
"FIRST FINANCIAL CORP /IN/","12/31/2019","33","415",""
"Capital Advisors, Ltd. LLC","12/31/2019","32","404",""
"Pacific Center for Financial Services","12/31/2019","32","400",""
"AIGEN INVESTMENT MANAGEMENT, LP","12/31/2019","31","387",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2019","31","386",""
"Coastal Capital Group, Inc.","12/31/2019","28","356",""
"Kore Private Wealth LLC","12/31/2019","27","344",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2019","27","336",""
"Providence Capital Advisors, LLC","12/31/2019","27","336",""
"Squar Milner Financial Services LLC","12/31/2019","25","326",""
"Pacitti Group Inc.","12/31/2019","25","320",""
"American Research & Management Co.","12/31/2019","24","300",""
"CITY HOLDING CO","12/31/2019","24","300",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2019","23","285",""
"Private Capital Group, LLC","12/31/2019","21","270",""
"FTB Advisors, Inc.","12/31/2019","20","258",""
"Anchor Investment Management, LLC","12/31/2019","19","252",""
"Holloway Wealth Management, LLC","12/31/2019","19","234",""
"Focused Wealth Management, Inc","12/31/2019","17","215",""
"Mondrian Investment Partners LTD","12/31/2019","22","212",""
"M&R CAPITAL MANAGEMENT INC","12/31/2019","16","203",""
"Asset Dedication, LLC","12/31/2019","16","200",""
"Financial Architects, Inc","12/31/2019","16","200",""
"Oakworth Capital, Inc.","12/31/2019","16","200",""
"Weaver Consulting Group","12/31/2019","16","191",""
"EARNEST PARTNERS LLC","12/31/2019","15","190",""
"Berman Capital Advisors, LLC","12/31/2019","14","187",""
"TOTH FINANCIAL ADVISORY CORP","12/31/2019","15","184",""
"FinTrust Capital Advisors, LLC","12/31/2019","14","182",""
"Prestige Wealth Management Group LLC","12/31/2019","14","182",""
"Wealthcare Advisory Partners LLC","12/31/2019","13","167",""
"JNBA Financial Advisors","12/31/2019","13","160",""
"Glen Eagle Advisors, LLC","12/31/2019","12","160",""
"TSFG, LLC","12/31/2019","12","157",""
"Versant Capital Management, Inc","12/31/2019","12","154",""
"Financial Perspectives, Inc","12/31/2019","10","135",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2019","10","123",""
"Thomas J. Herzfeld Advisors, Inc.","12/31/2019","9","118",""
"MONETARY MANAGEMENT GROUP INC","12/31/2019","9","116",""
"Cribstone Capital Management, LLC","12/31/2019","9","110",""
"WALLED LAKE PLANNING & WEALTH MANAGEMENT, LLC","12/31/2019","8","103",""
"ARROW FINANCIAL CORP","12/31/2019","8","100",""
"tru Independence LLC","12/31/2019","6","100",""
"WEALTHCARE CAPITAL MANAGEMENT LLC","12/31/2019","8","99",""
"Gemmer Asset Management LLC","12/31/2019","8","98",""
"Lake Point Wealth Management","12/31/2019","8","95",""
"MANCHESTER FINANCIAL INC","12/31/2019","7","85",""
"TRUEWEALTH LLC","12/31/2019","6","72",""
"Carmichael Hill & Associates, Inc.","12/31/2019","5","64",""
"Allred Capital Management, LLC","12/31/2019","4","61",""
"PNC Financial Services Group, Inc.","12/31/2019","5","57",""
"Taylor Hoffman Wealth Management","12/31/2019","4","50",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2019","3","43",""
"Sofos Investments, Inc.","12/31/2019","79","39",""
"MACROVIEW INVESTMENT MANAGEMENT LLC","12/31/2019","3","37",""
"Larson Financial Group LLC","12/31/2019","3","37",""
"Stonebridge Capital Advisors LLC","12/31/2019","2","31",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2019","2","25",""
"TCI Wealth Advisors, Inc.","12/31/2019","2","22",""
"PSI Advisors, LLC","12/31/2019","1","20",""
"Capital Wealth Alliance, LLC","12/31/2019","2","20",""
"Valeo Financial Advisors, LLC","12/31/2019","1","15",""
"QCI ASSET MANAGEMENT INC/NY","12/31/2019","1","14",""
"Liberty Wealth Management LLC","12/31/2019","1","10",""
"Orion Portfolio Solutions, LLC","12/31/2019","0","4",""
