"Manager","Report Date","Value ($000)","Shares","Option Type"
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2021","309,027","2,911,506",""
"OMERS ADMINISTRATION Corp","12/31/2021","304,959","2,869,339",""
"GOLDMAN SACHS GROUP INC","12/31/2021","299,846","2,825,000","call"
"CIBC World Markets Inc.","12/31/2021","271,018","2,553,400","put"
"CANADA PENSION PLAN INVESTMENT BOARD","12/31/2021","271,019","2,550,000",""
"Jarislowsky, Fraser Ltd","12/31/2021","257,248","2,450,267",""
"LETKO, BROSSEAU & ASSOCIATES INC","12/31/2021","237,322","2,232,952",""
"DIMENSIONAL FUND ADVISORS LP","12/31/2021","225,494","2,124,497",""
"CREDIT SUISSE AG/","12/31/2021","221,597","2,087,788",""
"AGF INVESTMENTS INC.","12/31/2021","213,321","2,009,987",""
"ALLIANCEBERNSTEIN L.P.","12/31/2021","209,441","1,973,256",""
"MORGAN STANLEY","12/31/2021","201,423","1,897,721",""
"CIDEL ASSET MANAGEMENT INC","12/31/2021","198,186","1,864,724",""
"Triasima Portfolio Management inc.","12/31/2021","194,745","1,839,087",""
"HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND","12/31/2021","184,450","1,736,293",""
"Bank of New York Mellon Corp","12/31/2021","170,756","1,608,778",""
"HSBC HOLDINGS PLC","12/31/2021","169,391","1,597,016",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2021","166,731","1,568,758",""
"BANK OF NOVA SCOTIA","12/31/2021","159,210","1,500,000","put"
"DEUTSCHE BANK AG\","12/31/2021","145,164","1,367,666",""
"GOLDMAN SACHS GROUP INC","12/31/2021","139,262","1,312,065",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2021","168,495","1,256,491",""
"Cardinal Capital Management, Inc.","12/31/2021","132,629","1,250,535",""
"Russell Investments Group, Ltd.","12/31/2021","131,586","1,238,111",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2021","120,110","1,131,618",""
"SIG North Trading, ULC","12/31/2021","118,184","1,111,800","put"
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2021","117,159","1,102,342",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2021","145,901","1,086,782",""
"GREAT WEST LIFE ASSURANCE CO /CAN/","12/31/2021","108,858","1,028,078",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2021","102,162","961,871",""
"Candriam Luxembourg S.C.A.","12/31/2021","101,149","951,781",""
"LINCLUDEN MANAGEMENT LTD","12/31/2021","100,358","945,609",""
"Addenda Capital Inc.","12/31/2021","123,467","919,677",""
"MILLENNIUM MANAGEMENT LLC","12/31/2021","113,798","900,000","put"
"DekaBank Deutsche Girozentrale","12/31/2021","88,303","840,524",""
"AMUNDI","12/31/2021","96,863","833,157",""
"Burgundy Asset Management Ltd.","12/31/2021","87,396","825,333",""
"Korea Investment CORP","12/31/2021","86,148","810,559",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2021","84,645","804,654",""
"REGIONS FINANCIAL CORP","12/31/2021","84,606","797,118",""
"BlackRock Inc.","12/31/2021","82,379","776,136",""
"TWO SIGMA INVESTMENTS, LP","12/31/2021","82,314","775,520",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2021","80,884","761,294",""
"M&G INVESTMENT MANAGEMENT LTD","12/31/2021","71,714","676,462",""
"NORTHERN TRUST CORP","12/31/2021","71,707","675,585",""
"Parametric Portfolio Associates LLC","12/31/2021","69,547","655,241",""
"QV Investors Inc.","12/31/2021","68,502","644,529",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2021","67,874","639,494",""
"Value Partners Investments Inc.","12/31/2021","67,354","636,061",""
"FIRST TRUST ADVISORS LP","12/31/2021","67,356","634,596",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2021","65,994","622,256",""
"CIBC World Markets Inc.","12/31/2021","63,684","600,000","call"
"Cumberland Partners Ltd","12/31/2021","61,879","582,922",""
"TORONTO DOMINION BANK","12/31/2021","61,668","581,053",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2021","61,318","578,267",""
"UBS Group AG","12/31/2021","59,455","560,149",""
"Parallax Volatility Advisers, L.P.","12/31/2021","59,438","560,000","put"
"JANE STREET GROUP, LLC","12/31/2021","56,941","536,473",""
"USS Investment Management Ltd","12/31/2021","56,506","532,208",""
"MARSHALL WACE, LLP","12/31/2021","56,486","531,948",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2021","60,339","525,579",""
"NN Investment Partners Holdings N.V.","12/31/2021","54,816","516,451",""
"Northwest & Ethical Investments L.P.","12/31/2021","52,608","495,696",""
"Nexus Investment Management ULC","12/31/2021","52,213","492,306",""
"CITADEL ADVISORS LLC","12/31/2021","51,510","485,300","put"
"AXA S.A.","12/31/2021","50,247","473,394",""
"AMERICAN CENTURY COMPANIES INC","12/31/2021","49,363","465,118",""
"PICTET ASSET MANAGEMENT SA","12/31/2021","49,283","463,708",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","47,827","450,600","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","47,827","450,600","put"
"Ensign Peak Advisors, Inc","12/31/2021","47,737","449,667",""
"AVIVA PLC","12/31/2021","47,120","444,202",""
"Man Group plc","12/31/2021","46,580","438,313",""
"AMERIPRISE FINANCIAL INC","12/31/2021","40,943","395,188",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2021","41,024","391,964",""
"Unigestion Holding SA","12/31/2021","40,780","384,010",""
"Neuberger Berman Group LLC","12/31/2021","40,084","371,985",""
"WOLVERINE TRADING, LLC","12/31/2021","36,721","348,100","put"
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2021","36,542","344,074",""
"BARCLAYS PLC","12/31/2021","35,824","337,506",""
"BARCLAYS PLC","12/31/2021","35,824","337,506",""
"FORSTA AP-FONDEN","12/31/2021","35,838","337,200",""
"Clark Capital Management Group, Inc.","12/31/2021","35,309","332,665",""
"JANUS HENDERSON GROUP PLC","12/31/2021","32,671","307,475",""
"Fullerton Fund Management Co Ltd.","12/31/2021","32,572","306,649",""
"STRS OHIO","12/31/2021","32,532","306,100",""
"Pendal Group Ltd","12/31/2021","32,469","305,705",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2021","31,577","300,235",""
"BANK OF MONTREAL /CAN/","12/31/2021","32,044","300,000","put"
"MILLENNIUM MANAGEMENT LLC","12/31/2021","40,275","300,000","call"
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2021","31,275","294,390",""
"Hillsdale Investment Management Inc.","12/31/2021","29,967","281,980",""
"BANK OF AMERICA CORP /DE/","12/31/2021","29,188","275,000","call"
"RAYMOND JAMES & ASSOCIATES","12/31/2021","29,033","273,209",""
"WELLS FARGO & COMPANY/MN","12/31/2021","27,607","260,094",""
"WESTPAC BANKING CORP","12/31/2021","33,624","250,462",""
"DONALDSON CAPITAL MANAGEMENT, LLC","12/31/2021","26,244","247,253",""
"Manitou Investment Management Ltd.","12/31/2021","26,077","246,259",""
"CITADEL ADVISORS LLC","12/31/2021","25,442","239,700","call"
"KEMPEN CAPITAL MANAGEMENT N.V.","12/31/2021","31,387","233,804",""
"ROYAL BANK OF CANADA","12/31/2021","23,882","225,000","put"
"BI Asset Management Fondsmaeglerselskab A/S","12/31/2021","23,908","224,946",""
"CITIGROUP INC","12/31/2021","23,751","223,466",""
"Credential Qtrade Securities Inc.","12/31/2021","23,343","219,868",""
"APG Asset Management N.V.","12/31/2021","20,472","219,056",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","22,353","210,600","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","22,353","210,600","call"
"MILLENNIUM MANAGEMENT LLC","12/31/2021","22,027","207,489",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2021","21,699","204,912",""
"Walleye Trading LLC","12/31/2021","21,239","200,100","put"
"D. E. Shaw & Co., Inc.","12/31/2021","21,239","200,000","put"
"SIG North Trading, ULC","12/31/2021","20,665","194,400","call"
"Crossmark Global Holdings, Inc.","12/31/2021","19,808","186,620",""
"ClariVest Asset Management LLC","12/31/2021","19,214","180,790",""
"WADE G W & INC","12/31/2021","18,755","176,704",""
"Allianz Asset Management GmbH","12/31/2021","18,503","174,099",""
"K.J. Harrison & Partners Inc","12/31/2021","18,102","170,682",""
"TWO SIGMA ADVISERS, LP","12/31/2021","17,882","168,474",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2021","17,797","168,467",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2021","17,876","168,422",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2021","22,086","165,910",""
"Rathbones Group PLC","12/31/2021","17,359","163,334",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2021","16,942","159,632",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2021","16,934","159,396",""
"NATIXIS","12/31/2021","16,613","156,289",""
"JANE STREET GROUP, LLC","12/31/2021","16,558","156,000","call"
"Rempart Asset Management Inc.","12/31/2021","15,441","145,586",""
"CITADEL ADVISORS LLC","12/31/2021","15,051","141,802",""
"AlphaCrest Capital Management LLC","12/31/2021","14,789","139,334",""
"Erste Asset Management GmbH","12/31/2021","14,357","136,297",""
"PCJ Investment Counsel Ltd.","12/31/2021","14,318","134,806",""
"CLARET ASSET MANAGEMENT Corp","12/31/2021","14,070","132,464",""
"Heathbridge Capital Management Ltd.","12/31/2021","13,731","129,673",""
"JCIC Asset Management Inc.","12/31/2021","13,717","129,122",""
"FEDERATED HERMES, INC.","12/31/2021","13,037","122,824",""
"EATON VANCE MANAGEMENT","12/31/2021","12,792","120,514",""
"Creative Planning","12/31/2021","12,673","119,397",""
"Raymond James Financial Services Advisors, Inc.","12/31/2021","12,233","115,117",""
"WOLVERINE TRADING, LLC","12/31/2021","12,028","114,019",""
"Voya Investment Management LLC","12/31/2021","11,601","109,157",""
"Walleye Trading LLC","12/31/2021","11,346","106,900","call"
"Country Club Trust Company, n.a.","12/31/2021","11,117","105,381",""
"American Assets Investment Management, LLC","12/31/2021","10,985","103,500",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2021","17,701","103,493",""
"Waratah Capital Advisors Ltd.","12/31/2021","10,866","102,370",""
"CITIGROUP INC","12/31/2021","10,628","100,000","call"
"HSBC HOLDINGS PLC","12/31/2021","13,399","100,000","call"
"Palisade Asset Management, LLC","12/31/2021","10,598","99,852",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2021","10,400","97,987",""
"HighTower Advisors, LLC","12/31/2021","10,260","96,888",""
"TRUIST FINANCIAL CORP","12/31/2021","10,248","96,555",""
"D. E. Shaw & Co., Inc.","12/31/2021","10,175","95,818",""
"Baskin Financial Services Inc.","12/31/2021","10,098","95,201",""
"Bragg Financial Advisors, Inc","12/31/2021","9,310","93,583",""
"US BANCORP \DE\","12/31/2021","9,751","91,856",""
"M. Kulyk & Associates, LLC","12/31/2021","9,318","87,786",""
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2021","9,300","87,500",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2021","9,242","87,059",""
"HAP Trading, LLC","12/31/2021","20","86,400","put"
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2021","9,120","85,929",""
"PNC Financial Services Group, Inc.","12/31/2021","8,742","82,359",""
"Investment Management Corp of Ontario","12/31/2021","8,636","81,360",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2021","8,446","80,030",""
"SHELL ASSET MANAGEMENT CO","12/31/2021","8,399","79,027",""
"Lorne Steinberg Wealth Management Inc.","12/31/2021","8,166","77,112",""
"Vontobel Holding Ltd.","12/31/2021","8,050","76,303",""
"NATIXIS ADVISORS, L.P.","12/31/2021","7,771","73,211",""
"Parallax Volatility Advisers, L.P.","12/31/2021","7,711","72,646",""
"Te Ahumairangi Investment Management Ltd","12/31/2021","7,493","70,500",""
"Edgestream Partners, L.P.","12/31/2021","7,254","68,339",""
"Live Oak Private Wealth LLC","12/31/2021","7,226","68,080",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2021","6,878","64,803",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2021","6,559","61,799",""
"LPL Financial LLC","12/31/2021","6,490","61,148",""
"DAVIS-REA LTD.","12/31/2021","6,399","60,338",""
"Rockefeller Capital Management L.P.","12/31/2021","6,288","59,254",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2021","5,965","56,129",""
"Janney Montgomery Scott LLC","12/31/2021","5,921","55,789",""
"VAN ECK ASSOCIATES CORP","12/31/2021","5,920","55,732",""
"Summit Global Investments","12/31/2021","5,680","53,517",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2021","5,587","52,639",""
"HENNESSY ADVISORS INC","12/31/2021","5,477","51,600",""
"CHEMUNG CANAL TRUST CO","12/31/2021","5,467","51,504",""
"BREWIN DOLPHIN LTD","12/31/2021","5,459","51,428",""
"WOLVERINE TRADING, LLC","12/31/2021","5,412","51,300","call"
"Cutler Group LP","12/31/2021","412","50,300","put"
"SCOTIA CAPITAL INC.","12/31/2021","5,302","50,000","call"
"Boston Trust Walden Corp","12/31/2021","4,967","46,800",""
"M&T Bank Corp","12/31/2021","4,914","46,301",""
"JANE STREET GROUP, LLC","12/31/2021","4,744","44,700","put"
"Andrew Hill Investment Advisors, Inc.","12/31/2021","4,521","42,596",""
"Quilter Plc","12/31/2021","4,493","42,298",""
"PEAK6 Investments LLC","12/31/2021","4,352","41,000","call"
"Tacita Capital Inc","12/31/2021","4,320","40,737",""
"FAIRFIELD, BUSH & CO.","12/31/2021","4,055","38,203",""
"Cubist Systematic Strategies, LLC","12/31/2021","3,946","37,172",""
"Cambridge Investment Research Advisors, Inc.","12/31/2021","3,905","36,793",""
"SEEYOND","12/31/2021","3,901","36,705",""
"Cardinal Capital Management","12/31/2021","3,837","36,153",""
"BFSG, LLC","12/31/2021","3,799","35,793",""
"Quantbot Technologies LP","12/31/2021","3,786","35,679",""
"TCWP LLC","12/31/2021","3,738","35,225",""
"EDMOND DE ROTHSCHILD HOLDING S.A.","12/31/2021","3,672","34,757",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2021","3,674","34,602",""
"Twin Tree Management, LP","12/31/2021","3,638","34,278",""
"Aristotle Capital Management, LLC","12/31/2021","3,553","33,470",""
"ASPIRIANT, LLC","12/31/2021","3,459","32,582",""
"STIFEL FINANCIAL CORP","12/31/2021","3,448","32,484",""
"Carroll Financial Associates, Inc.","12/31/2021","3,328","31,523",""
"SIG North Trading, ULC","12/31/2021","3,321","31,400",""
"COMERICA BANK","12/31/2021","3,412","30,495",""
"Balentine LLC","12/31/2021","3,122","29,417",""
"Shilanski & Associates, Inc.","12/31/2021","3,110","29,301",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2021","3,921","29,204",""
"FIRST AMERICAN BANK","12/31/2021","3,069","28,913",""
"Integrated Wealth Concepts LLC","12/31/2021","2,991","28,183",""
"Varma Mutual Pension Insurance Co","12/31/2021","2,990","28,135",""
"Cetera Advisor Networks LLC","12/31/2021","2,909","27,411",""
"Pacifica Partners Inc.","12/31/2021","2,862","25,555",""
"Cutler Group LP","12/31/2021","96","25,100","call"
"WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC","12/31/2021","2,650","24,963",""
"WHITENER CAPITAL MANAGEMENT, INC.","12/31/2021","2,648","24,950",""
"Exeter Financial, LLC","12/31/2021","2,797","24,875",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2021","2,602","24,518",""
"River Wealth Advisors LLC","12/31/2021","2,590","24,402",""
"NFJ INVESTMENT GROUP, LLC","12/31/2021","2,521","23,752",""
"Mariner, LLC","12/31/2021","2,511","23,658",""
"Advisory Services Network, LLC","12/31/2021","2,466","23,229",""
"Cox Capital Mgt LLC","12/31/2021","2,452","23,098",""
"BLAIR WILLIAM & CO/IL","12/31/2021","2,445","23,040",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2021","2,354","22,180",""
"CFM WEALTH PARTNERS LLC","12/31/2021","2,289","21,746",""
"Brightworth","12/31/2021","2,287","21,551",""
"CIGNA INVESTMENTS INC /NEW","12/31/2021","2,237","21,049",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2021","2,202","20,743",""
"Wambolt & Associates, LLC","12/31/2021","2,182","20,556",""
"Baird Financial Group, Inc.","12/31/2021","2,126","20,034",""
"ROYAL BANK OF CANADA","12/31/2021","2,123","20,000","call"
"Bogart Wealth, LLC","12/31/2021","2,094","19,732",""
"DAVENPORT & Co LLC","12/31/2021","1,957","18,434",""
"ADVISOR PARTNERS LLC","12/31/2021","1,952","18,389",""
"BLUEFIN CAPITAL MANAGEMENT, LLC","12/31/2021","1,900","17,900",""
"Colonial Trust Advisors","12/31/2021","1,868","17,602",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2021","1,861","17,532",""
"CIBC Private Wealth Group, LLC","12/31/2021","1,848","17,414",""
"DIXON HUBARD FEINOUR & BROWN INC/VA","12/31/2021","1,843","17,365",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2021","1,840","17,338",""
"AMG National Trust Bank","12/31/2021","1,839","17,322",""
"Independent Solutions Wealth Management, LLC","12/31/2021","1,823","17,184",""
"Busey Wealth Management","12/31/2021","1,803","16,990",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2021","1,802","16,977",""
"RFG Advisory, LLC","12/31/2021","1,800","16,958",""
"BerganKDV Wealth Management, LLC","12/31/2021","1,787","16,832",""
"LEVEL FOUR ADVISORY SERVICES, LLC","12/31/2021","1,763","16,610",""
"HAP Trading, LLC","12/31/2021","90","16,500","call"
"Aull & Monroe Investment Management Corp","12/31/2021","1,743","16,413",""
"Forum Financial Management, LP","12/31/2021","1,742","16,412",""
"Thrivent Financial for Lutherans","12/31/2021","1,646","16,250",""
"Kestra Advisory Services, LLC","12/31/2021","1,714","16,146",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2021","1,711","16,100",""
"Ativo Capital Management LLC","12/31/2021","1,704","16,055",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2021","1,685","15,879",""
"OPPENHEIMER & CO INC","12/31/2021","1,677","15,801",""
"BLUEFIN CAPITAL MANAGEMENT, LLC","12/31/2021","1","15,600","put"
"OAK HARBOR WEALTH PARTNERS, LLC","12/31/2021","1,612","15,169",""
"Gulf International Bank (UK) Ltd","12/31/2021","1,610","15,156",""
"Cutler Group LP","12/31/2021","1,608","15,151",""
"THOMAS WHITE INTERNATIONAL LTD","12/31/2021","1,600","15,077",""
"DSM Capital Partners LLC","12/31/2021","1,582","14,910",""
"WEDBUSH SECURITIES INC","12/31/2021","1,513","14,256",""
"TIAA, FSB","12/31/2021","1,499","14,124",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2021","1,493","14,072",""
"Assenagon Asset Management S.A.","12/31/2021","1,484","13,963",""
"Baader Bank Aktiengesellschaft","12/31/2021","1,466","13,800",""
"INVESTMENT MANAGEMENT OF VIRGINIA LLC","12/31/2021","1,453","13,693",""
"Mission Creek Capital Partners, Inc.","12/31/2021","1,447","13,633",""
"BESSEMER GROUP INC","12/31/2021","1,377","12,987",""
"Veriti Management LLC","12/31/2021","1,359","12,807",""
"EDMP, INC.","12/31/2021","1,354","12,756",""
"Geneos Wealth Management Inc.","12/31/2021","1,336","12,591",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2021","1,327","12,499",""
"Americana Partners, LLC","12/31/2021","1,325","12,489",""
"Community Bank, N.A.","12/31/2021","1,326","12,488",""
"MML INVESTORS SERVICES, LLC","12/31/2021","1,320","12,432",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2021","1,667","12,420",""
"BOWEN HANES & CO INC","12/31/2021","1,318","12,413",""
"FRANKLIN STREET ADVISORS INC /NC","12/31/2021","1,317","12,409",""
"MBB PUBLIC MARKETS I LLC","12/31/2021","1,303","12,279",""
"SHEETS SMITH WEALTH MANAGEMENT","12/31/2021","1,292","12,172",""
"SIGNATUREFD, LLC","12/31/2021","1,283","12,087",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2021","1,278","12,037",""
"Richard P Slaughter Associates Inc","12/31/2021","1,265","11,925",""
"Connectus Wealth, LLC","12/31/2021","1,260","11,841",""
"Mayfair Advisory Group, LLC","12/31/2021","1,279","11,802",""
"Founders Financial Alliance, LLC","12/31/2021","1,253","11,801",""
"Arnhold LLC","12/31/2021","1,226","11,550",""
"Old Port Advisors","12/31/2021","1,265","11,511",""
"STEPHENS INC /AR/","12/31/2021","1,185","11,169",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2021","1,178","11,097",""
"Pacer Advisors, Inc.","12/31/2021","1,159","10,920",""
"BANQUE PICTET & CIE SA","12/31/2021","1,157","10,882",""
"Leisure Capital Management","12/31/2021","1,134","10,683",""
"Brinker Capital Investments, LLC","12/31/2021","1,126","10,608",""
"JTC Employer Solutions Trustee Ltd","12/31/2021","1,106","10,503",""
"Rodgers Brothers Inc.","12/31/2021","1,112","10,475",""
"Marathon Trading Investment Management LLC","12/31/2021","1,088","10,250",""
"MITCHELL CAPITAL MANAGEMENT CO","12/31/2021","1,074","10,119",""
"Capital Wealth Planning, LLC","12/31/2021","1,073","10,100",""
"Altavista Wealth Management, Inc.","12/31/2021","1,070","10,078",""
"Moors & Cabot, Inc.","12/31/2021","1,063","10,018",""
"Maven Securities LTD","12/31/2021","1,061","10,000",""
"Vident Investment Advisory, LLC","12/31/2021","1,045","9,830",""
"Wealthsimple Inc.","12/31/2021","1,035","9,743",""
"Nippon Life Global Investors Americas, Inc.","12/31/2021","1,012","9,530",""
"EXECUTIVE WEALTH GROUP LLC","12/31/2021","993","9,345",""
"Capital Investment Counsel, Inc","12/31/2021","951","8,961",""
"Evoke Wealth, LLC","12/31/2021","949","8,941",""
"Parsec Financial Management, Inc.","12/31/2021","947","8,926",""
"AIGEN INVESTMENT MANAGEMENT, LP","12/31/2021","927","8,846",""
"Avalon Investment & Advisory","12/31/2021","937","8,829",""
"BROWN ADVISORY INC","12/31/2021","937","8,824",""
"Moloney Securities Asset Management, LLC","12/31/2021","905","8,526",""
"FIRST CITIZENS BANK & TRUST CO","12/31/2021","881","8,305",""
"OSSIAM","12/31/2021","864","8,132",""
"Prospera Financial Services Inc","12/31/2021","845","7,950",""
"WOODARD & CO ASSET MANAGEMENT GROUP INC /ADV","12/31/2021","842","7,935",""
"PRUDENTIAL FINANCIAL INC","12/31/2021","831","7,815",""
"Merit Financial Group, LLC","12/31/2021","827","7,789",""
"JustInvest LLC","12/31/2021","824","7,761",""
"Old North State Trust, LLC","12/31/2021","817","7,700",""
"Westover Capital Advisors, LLC","12/31/2021","790","7,441",""
"KMG FIDUCIARY PARTNERS, LLC","12/31/2021","786","7,402",""
"Triangle Securities Wealth Management","12/31/2021","779","7,339",""
"OBERMEYER WOOD INVESTMENT COUNSEL, LLLP","12/31/2021","778","7,326",""
"Cerity Partners LLC","12/31/2021","777","7,310",""
"FIRST MANHATTAN CO","12/31/2021","772","7,280",""
"BURNEY CO/","12/31/2021","761","7,174",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","757","7,135",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","757","7,135",""
"Sage Mountain Advisors LLC","12/31/2021","743","7,003",""
"TWO SIGMA INVESTMENTS, LP","12/31/2021","743","7,000","call"
"People's United Financial, Inc.","12/31/2021","743","7,000",""
"BLUESTEIN R H & CO","12/31/2021","743","7,000",""
"Arkadios Wealth Advisors","12/31/2021","738","6,954",""
"Armor Investment Advisors, LLC","12/31/2021","738","6,953",""
"FIFTH THIRD BANCORP","12/31/2021","735","6,921",""
"Intercontinental Wealth Advisors, LLC","12/31/2021","729","6,867",""
"GSB Wealth Management, LLC","12/31/2021","727","6,850",""
"Stratos Wealth Partners, LTD.","12/31/2021","725","6,831",""
"CLEAR STREET MARKETS LLC","12/31/2021","711","6,700",""
"RAYMOND JAMES TRUST N.A.","12/31/2021","706","6,648",""
"Independent Advisor Alliance","12/31/2021","705","6,645",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2021","698","6,575",""
"Qtron Investments LLC","12/31/2021","695","6,540",""
"Cypress Capital Group","12/31/2021","693","6,527",""
"GLENMEDE TRUST CO NA","12/31/2021","687","6,490",""
"Glassman Wealth Services","12/31/2021","688","6,484",""
"Checchi Capital Advisers, LLC","12/31/2021","688","6,482",""
"H. L. Ormond & Company, LLC","12/31/2021","749","6,455",""
"QUADRANT CAPITAL GROUP LLC","12/31/2021","683","6,433",""
"Capital Investment Advisory Services, LLC","12/31/2021","681","6,419",""
"Welch Group, LLC","12/31/2021","681","6,415",""
"PATTEN & PATTEN INC/TN","12/31/2021","672","6,330",""
"Kingfisher Capital LLC","12/31/2021","670","6,309",""
