"Manager","Report Date","Value ($000)","Shares","Option Type"
"Midwest Professional Planners, LTD.","12/31/2022","538","5,728",""
"Cetera Investment Advisers","12/31/2022","537","5,719",""
"HOYLECOHEN, LLC","12/31/2022","535","5,700",""
"Enterprise Bank & Trust Co","12/31/2022","535","5,700",""
"FORA Capital, LLC","12/31/2022","531","5,657",""
"LINCOLN NATIONAL CORP","12/31/2022","529","5,629",""
"Pembroke Management, LTD","12/31/2022","716","5,625",""
"FORBES J M & CO LLP","12/31/2022","527","5,600",""
"Klingman & Associates, LLC","12/31/2022","524","5,579",""
"PARK CIRCLE Co","12/31/2022","517","5,500",""
"HOLDERNESS INVESTMENTS CO","12/31/2022","517","5,499",""
"Kula Investments, LLC","12/31/2022","693","5,448",""
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2022","507","5,394",""
"GUARDIAN WEALTH ADVISORS, LLC / NC","12/31/2022","505","5,377",""
"TWO SIGMA SECURITIES, LLC","12/31/2022","504","5,362",""
"Moloney Securities Asset Management, LLC","12/31/2022","500","5,326",""
"Cullen Capital Management, LLC","12/31/2022","498","5,305",""
"Kathmere Capital Management, LLC","12/31/2022","486","5,173",""
"SALEM INVESTMENT COUNSELORS INC","12/31/2022","482","5,135",""
"Chemistry Wealth Management LLC","12/31/2022","480","5,110",""
"Marble Harbor Investment Counsel, LLC","12/31/2022","470","5,006",""
"PEAK6 Investments LLC","12/31/2022","460","4,900","call"
"Triangle Securities Wealth Management","12/31/2022","449","4,784",""
"Stokes Family Office, LLC","12/31/2022","449","4,782",""
"Vise Technologies, Inc.","12/31/2022","446","4,750",""
"STRS OHIO","12/31/2022","442","4,711",""
"Principal Street Partners, LLC","12/31/2022","435","4,636",""
"BlackDiamond Wealth Management Inc.","12/31/2022","455","4,600",""
"Compagnie Lombard Odier SCmA","12/31/2022","427","4,540",""
"Argent Trust Co","12/31/2022","421","4,486",""
"Hemenway Trust Co LLC","12/31/2022","419","4,465",""
"Armor Investment Advisors, LLC","12/31/2022","417","4,437",""
"Rodgers Brothers Inc.","12/31/2022","413","4,400",""
"HB Wealth Management, LLC","12/31/2022","409","4,354",""
"Schechter Investment Advisors, LLC","12/31/2022","408","4,346",""
"GSB Wealth Management, LLC","12/31/2022","407","4,332",""
"Parallel Advisors, LLC","12/31/2022","406","4,322",""
"Smith, Salley & Associates","12/31/2022","399","4,251",""
"Waverly Advisors, LLC","12/31/2022","394","4,192",""
"First Personal Financial Services","12/31/2022","387","4,120",""
"Legacy Financial Advisors, Inc.","12/31/2022","382","4,068",""
"CULLINAN ASSOCIATES INC","12/31/2022","376","4,000",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2022","376","4,000",""
"Wedmont Private Capital","12/31/2022","383","3,950",""
"ROMAN BUTLER FULLERTON & CO","12/31/2022","397","3,929",""
"Galibier Capital Management Ltd.","12/31/2022","367","3,910",""
"EPG Wealth Management LLC","12/31/2022","365","3,885",""
"Gradient Investments LLC","12/31/2022","364","3,881",""
"Summit Asset Management, LLC","12/31/2022","361","3,845",""
"Wagner Wealth Management, LLC","12/31/2022","359","3,827",""
"CENTAURUS FINANCIAL, INC.","12/31/2022","357","3,792",""
"C2P Capital Advisory Group, LLC d.b.a. Prosperity Capital Advisors","12/31/2022","352","3,745",""
"PARK AVENUE SECURITIES LLC","12/31/2022","346","3,684",""
"BOKF, NA","12/31/2022","342","3,646",""
"Intelligence Driven Advisers, LLC","12/31/2022","350","3,616",""
"Bridgefront Capital, LLC","12/31/2022","339","3,613",""
"Certified Advisory Corp","12/31/2022","338","3,603",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2022","336","3,583",""
"QUADRANT CAPITAL GROUP LLC","12/31/2022","334","3,563",""
"Geneos Wealth Management Inc.","12/31/2022","332","3,536",""
"Laurel Wealth Advisors LLC","12/31/2022","329","3,503",""
"FIDUCIARY TRUST CO","12/31/2022","329","3,502",""
"Tower Research Capital LLC (TRC)","12/31/2022","328","3,500",""
"Eudaimonia Partners, LLC","12/31/2022","320","3,413",""
"Aviance Capital Partners, LLC","12/31/2022","318","3,383",""
"MAGNOLIA CAPITAL MANAGEMENT LTD","12/31/2022","317","3,370",""
"PRUDENTIAL FINANCIAL INC","12/31/2022","314","3,348",""
"TREMBLANT CAPITAL GROUP","12/31/2022","311","3,320",""
"Cetera Advisors LLC","12/31/2022","311","3,318",""
"Quadrant Private Wealth Management, LLC","12/31/2022","310","3,300",""
"Stiles Financial Services Inc","12/31/2022","301","3,212",""
"CALIBER WEALTH MANAGEMENT, LLC","12/31/2022","301","3,207",""
"Baird Financial Group, Inc.","12/31/2022","301","3,201",""
"MAI Capital Management","12/31/2022","300","3,199",""
"Cerro Pacific Wealth Advisors LLC","12/31/2022","300","3,191",""
"Good Life Advisors, LLC","12/31/2022","297","3,169",""
"RMB Capital Management, LLC","12/31/2022","296","3,151",""
"Nicholas Hoffman & Company, LLC.","12/31/2022","286","3,051",""
"EXCALIBUR MANAGEMENT CORP","12/31/2022","285","3,036",""
"Riverview Trust Co","12/31/2022","285","3,026",""
"Bleakley Financial Group, LLC","12/31/2022","284","3,022",""
"Capital Investment Advisors, LLC","12/31/2022","284","3,019",""
"Single Point Partners, LLC","12/31/2022","283","3,011",""
"Pensionmark Financial Group, LLC","12/31/2022","282","3,000",""
"Adviser Investments LLC","12/31/2022","296","3,000",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2022","282","3,000",""
"Moreno Evelyn V","12/31/2022","279","2,976",""
"West Family Investments, Inc.","12/31/2022","277","2,954",""
"Shoker Investment Counsel, Inc.","12/31/2022","276","2,938",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2022","275","2,925",""
"TOBAM","12/31/2022","274","2,912",""
"SCHNIEDERS CAPITAL MANAGEMENT LLC","12/31/2022","273","2,907",""
"PATRIOT INVESTMENT MANAGEMENT GROUP, INC.","12/31/2022","290","2,869",""
"NWAM LLC","12/31/2022","267","2,849",""
"WEXFORD CAPITAL LP","12/31/2022","262","2,791",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2022","260","2,770",""
"CENTRAL TRUST Co","12/31/2022","257","2,736",""
"Edgestream Partners, L.P.","12/31/2022","256","2,725",""
"Avalon Investment & Advisory","12/31/2022","254","2,703",""
"Peak Asset Management, LLC","12/31/2022","253","2,700",""
"SVB WEALTH LLC","12/31/2022","252","2,688",""
"Blueshift Asset Management, LLC","12/31/2022","251","2,680",""
"WHITTIER TRUST CO","12/31/2022","250","2,664",""
"AE Wealth Management LLC","12/31/2022","248","2,640",""
"Cannell & Co.","12/31/2022","245","2,611",""
"BAKER TILLY WEALTH MANAGEMENT, LLC","12/31/2022","245","2,610",""
"Sargent Bickham Lagudis LLC","12/31/2022","245","2,606",""
"DRW Securities, LLC","12/31/2022","245","2,604",""
"SILVER OAK SECURITIES, INCORPORATED","12/31/2022","243","2,588",""
"EP Wealth Advisors, LLC","12/31/2022","243","2,585",""
"Pinnacle Wealth Planning Services, Inc.","12/31/2022","242","2,583",""
"ALGERT GLOBAL LLC","12/31/2022","242","2,575",""
"Carlson Capital Management","12/31/2022","240","2,559",""
"Bray Capital Advisors","12/31/2022","239","2,550",""
"OmniStar Financial Group, Inc.","12/31/2022","238","2,538",""
"AlphaStar Capital Management, LLC","12/31/2022","237","2,522",""
"Beverly Hills Private Wealth, LLC","12/31/2022","236","2,515",""
"Stonebridge Capital Advisors LLC","12/31/2022","236","2,512",""
"J. L. Bainbridge & Co., Inc.","12/31/2022","235","2,500",""
"Robertson Stephens Wealth Management, LLC","12/31/2022","234","2,498",""
"KLINGENSTEIN FIELDS & CO LP","12/31/2022","234","2,495",""
"Resurgent Financial Advisors LLC","12/31/2022","232","2,470",""
"GUGGENHEIM CAPITAL LLC","12/31/2022","231","2,463",""
"DAYMARK WEALTH PARTNERS, LLC","12/31/2022","230","2,450",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2022","229","2,444",""
"Ascent Group, LLC","12/31/2022","228","2,432",""
"CreativeOne Wealth, LLC","12/31/2022","227","2,417",""
"D.A. DAVIDSON & CO.","12/31/2022","226","2,412",""
"TOMPKINS FINANCIAL CORP","12/31/2022","226","2,400",""
"CVA Family Office, LLC","12/31/2022","225","2,400",""
"Mount Yale Investment Advisors, LLC","12/31/2022","224","2,388",""
"HILLTOP WEALTH ADVISORS, LLC","12/31/2022","223","2,376",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2022","222","2,370",""
"LOWE BROCKENBROUGH & CO INC","12/31/2022","220","2,350",""
"Stratos Wealth Partners, LTD.","12/31/2022","220","2,341",""
"FIFTH THIRD BANCORP","12/31/2022","219","2,338",""
"KESTRA PRIVATE WEALTH SERVICES, LLC","12/31/2022","218","2,325",""
"FDx Advisors, Inc.","12/31/2022","218","2,323",""
"Prime Capital Investment Advisors, LLC","12/31/2022","218","2,322",""
"CARRET ASSET MANAGEMENT, LLC","12/31/2022","218","2,320",""
"Colonial Trust Co / SC","12/31/2022","217","2,313",""
"KANAWHA CAPITAL MANAGEMENT LLC","12/31/2022","217","2,305",""
"Galvin, Gaustad & Stein, LLC","12/31/2022","216","2,298",""
"Carson Advisory Inc.","12/31/2022","215","2,297",""
"SPINNAKER TRUST","12/31/2022","215","2,288",""
"Laurel Wealth Advisors, Inc.","12/31/2022","215","2,284",""
"Blueprint Investment Partners LLC","12/31/2022","212","2,263",""
"GLENMEDE TRUST CO NA","12/31/2022","208","2,222",""
"Firestone Capital Management","12/31/2022","207","2,206",""
"Clearstead Advisors, LLC","12/31/2022","207","2,205",""
"West Coast Financial LLC","12/31/2022","207","2,203",""
"Koshinski Asset Management, Inc.","12/31/2022","205","2,190",""
"Dynamic Advisor Solutions LLC","12/31/2022","205","2,181",""
"Ethic Inc.","12/31/2022","204","2,178",""
"Belpointe Asset Management LLC","12/31/2022","204","2,177",""
"First Affirmative Financial Network","12/31/2022","201","2,141",""
"BUCKINGHAM STRATEGIC WEALTH, LLC","12/31/2022","200","2,137",""
"M&R CAPITAL MANAGEMENT INC","12/31/2022","192","2,043",""
"CWM, LLC","12/31/2022","182","1,938",""
"Allworth Financial LP","12/31/2022","179","1,906",""
"Investors Research Corp","12/31/2022","169","1,800",""
"PINEBRIDGE INVESTMENTS, L.P.","12/31/2022","213","1,679",""
"Addison Advisors LLC","12/31/2022","154","1,647",""
"Accel Wealth Management","12/31/2022","144","1,542",""
"Lindbrook Capital, LLC","12/31/2022","144","1,536",""
"IFP Advisors, Inc","12/31/2022","103","1,522",""
"TRUST CO OF VERMONT","12/31/2022","142","1,511",""
"UMB Bank, n.a.","12/31/2022","139","1,480",""
"SOA Wealth Advisors, LLC.","12/31/2022","138","1,475",""
"BNP PARIBAS ARBITRAGE, SNC","12/31/2022","135","1,440",""
"Advisors Asset Management, Inc.","12/31/2022","132","1,414",""
"HARBOUR INVESTMENTS, INC.","12/31/2022","124","1,321",""
"NewEdge Advisors, LLC","12/31/2022","76","1,260",""
"CarsonAllaria Wealth Management, Ltd.","12/31/2022","109","1,164",""
"Garde Capital, Inc.","12/31/2022","104","1,107",""
"TILIA FIDUCIARY PARTNERS, INC.","12/31/2022","102","1,089",""
"Spire Wealth Management","12/31/2022","97","1,029",""
"HM PAYSON & CO","12/31/2022","94","1,006",""
"Steward Partners Investment Advisory, LLC","12/31/2022","94","1,000",""
"Westside Investment Management, Inc.","12/31/2022","94","1,000",""
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.","12/31/2022","91","977",""
"Concord Wealth Partners","12/31/2022","91","975",""
"Hoese & Co LLP","12/31/2022","97","970",""
"PFG Private Wealth Management, LLC","12/31/2022","91","965",""
"Focused Wealth Management, Inc","12/31/2022","86","915",""
"Ancora Advisors, LLC","12/31/2022","85","906",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2022","83","892",""
"Rosenberg Matthew Hamilton","12/31/2022","83","890",""
"BESSEMER GROUP INC","12/31/2022","82","873",""
"Harvest Fund Management Co., Ltd","12/31/2022","80","852",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2022","74","790",""
"3Chopt Investment Partners, LLC","12/31/2022","71","758",""
"PNC Financial Services Group, Inc.","12/31/2022","70","754",""
"Kozak & Associates, Inc.","12/31/2022","69","737",""
"TFC Financial Management, Inc.","12/31/2022","62","663",""
"ROMANO BROTHERS AND COMPANY","12/31/2022","58","625",""
"Plante Moran Financial Advisors, LLC","12/31/2022","58","624",""
"DIVIDEND ASSETS CAPITAL, LLC","12/31/2022","57","610",""
"Parkside Financial Bank & Trust","12/31/2022","56","600",""
"JANICZEK WEALTH MANAGEMENT, LLC","12/31/2022","54","550",""
"PRIVATE TRUST CO NA","12/31/2022","48","507",""
"PEAK6 Investments LLC","12/31/2022","47","500","put"
"Johnson Midwest Financial, LLC","12/31/2022","47","500",""
"CULLEN/FROST BANKERS, INC.","12/31/2022","47","500",""
"Hexagon Capital Partners LLC","12/31/2022","44","478",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2022","45","478",""
"Providence Capital Advisors, LLC","12/31/2022","43","463",""
"First Horizon Advisors, Inc.","12/31/2022","43","458",""
"Baker Avenue Asset Management, LP","12/31/2022","40","430",""
"OGOREK ANTHONY JOSEPH /NY/ /ADV","12/31/2022","39","425",""
"FIRST FINANCIAL CORP /IN/","12/31/2022","39","415",""
"Grey Fox Wealth Advisors, LLC","12/31/2022","38","410",""
"Tradition Wealth Management, LLC","12/31/2022","38","406",""
"Zions Bancorporation, N.A.","12/31/2022","38","405",""
"Capital Advisors, Ltd. LLC","12/31/2022","38","404",""
"MONEY CONCEPTS CAPITAL CORP","12/31/2022","37","403",""
"Goodwin Investment Advisory","12/31/2022","36","393",""
"ASSETMARK, INC","12/31/2022","35","375",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2022","35","374",""
"AdvisorNet Financial, Inc","12/31/2022","34","364",""
"WIN ADVISORS, INC","12/31/2022","33","354",""
"JFS WEALTH ADVISORS, LLC","12/31/2022","32","348",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2022","32","345",""
"Park Place Capital Corp","12/31/2022","32","344",""
"Financial Management Professionals, Inc.","12/31/2022","30","324",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2022","29","312",""
"BALDWIN BROTHERS LLC/MA","12/31/2022","28","300",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2022","28","300",""
"Bartlett & Co. LLC","12/31/2022","28","300",""
"BDO Wealth Advisors, LLC","12/31/2022","24","265",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2022","24","265",""
"Destiny Wealth Partners, LLC","12/31/2022","24","260",""
"Anchor Investment Management, LLC","12/31/2022","23","252",""
"Capital Analysts, LLC","12/31/2022","23","242",""
"EverSource Wealth Advisors, LLC","12/31/2022","21","229",""
"Global Financial Private Client, LLC","12/31/2022","21","224",""
"Newbridge Financial Services Group, Inc.","12/31/2022","18","200",""
"Oakworth Capital, Inc.","12/31/2022","18","200",""
"Ritter Daniher Financial Advisory LLC / DE","12/31/2022","18","200",""
"Antonetti Capital Management LLC","12/31/2022","18","200",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2022","18","195",""
"EARNEST PARTNERS LLC","12/31/2022","24","190",""
"SRS Capital Advisors, Inc.","12/31/2022","17","186",""
"FinTrust Capital Advisors, LLC","12/31/2022","17","182",""
"Cutler Group LLC / CA","12/31/2022","16","180",""
"JNBA Financial Advisors","12/31/2022","15","160",""
"TSFG, LLC","12/31/2022","15","159",""
"JPMORGAN CHASE & CO","12/31/2022","15","156",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2022","14","155",""
"Daiwa Securities Group Inc.","12/31/2022","14","150",""
"CITY HOLDING CO","12/31/2022","14","150",""
"Financial Perspectives, Inc","12/31/2022","12","135",""
"Bell Investment Advisors, Inc","12/31/2022","12","135",""
"CoreFirst Bank & Trust","12/31/2022","12","133",""
"NISA INVESTMENT ADVISORS, LLC","12/31/2022","12","130",""
"Schubert & Co","12/31/2022","12","130",""
"ICA Group Wealth Management, LLC","12/31/2022","9","105",""
"Retirement Group, LLC","12/31/2022","9","100",""
"AlphaMark Advisors, LLC","12/31/2022","9","100",""
"ARROW FINANCIAL CORP","12/31/2022","9","100",""
"High Net Worth Advisory Group LLC","12/31/2022","9","100",""
"Key Financial Inc","12/31/2022","9","100",""
"THOMAS WHITE INTERNATIONAL LTD","12/31/2022","9","98",""
"Zullo Investment Group, Inc.","12/31/2022","9","97",""
"Glen Eagle Advisors, LLC","12/31/2022","8","94",""
"Financial Gravity Asset Management, Inc.","12/31/2022","0","94",""
"Larson Financial Group LLC","12/31/2022","8","92",""
"Horan Securities, Inc.","12/31/2022","8","91",""
"MCF Advisors LLC","12/31/2022","8","90",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2022","8","87",""
"Laurel Wealth Planning LLC","12/31/2022","7","78",""
"My Personal CFO, LLC","12/31/2022","7","77",""
"Penserra Capital Management LLC","12/31/2022","7","76",""
"WOLFF WIESE MAGANA LLC","12/31/2022","7","75",""
"CARY STREET PARTNERS ASSET MANAGEMENT LLC","12/31/2022","6","68",""
"CLEAR INVESTMENT RESEARCH, LLC","12/31/2022","6","68",""
"CAROLINAS WEALTH CONSULTING LLC","12/31/2022","5","57",""
"Carmichael Hill & Associates, Inc.","12/31/2022","5","54",""
"GRAYHAWK INVESTMENT STRATEGIES INC.","12/31/2022","334","53",""
"Annapolis Financial Services, LLC","12/31/2022","4","53",""
"Coston, McIsaac & Partners","12/31/2022","4","50",""
"Bellwether Advisors, LLC","12/31/2022","4","48",""
"Mascoma Wealth Management LLC","12/31/2022","3","40",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2022","3","37",""
"DecisionPoint Financial, LLC","12/31/2022","3","36",""
"Versant Capital Management, Inc","12/31/2022","3","35",""
"Western Pacific Wealth Management, LP","12/31/2022","3","33",""
"D.A. DAVIDSON & CO.","12/31/2022","53","31","put"
"Baystate Wealth Management LLC","12/31/2022","3","29",""
"First Horizon Advisors, Inc.","12/31/2022","2","28",""
"Baird Financial Group, Inc.","12/31/2022","3","28",""
"MARYLAND CAPITAL ADVISORS INC.","12/31/2022","2","25",""
"Fortis Capital Advisors, LLC","12/31/2022","2","25",""
"Mine & Arao Wealth Creation & Management, LLC.","12/31/2022","2","23",""
"FWL INVESTMENT MANAGEMENT, LLC","12/31/2022","2","22",""
"TCI Wealth Advisors, Inc.","12/31/2022","2","22",""
"New England Capital Financial Advisors LLC","12/31/2022","1","17",""
"Quantbot Technologies LP","12/31/2022","1","12",""
"Moisand Fitzgerald Tamayo, LLC","12/31/2022","0","1",""
