Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
VST,VISTRA CORP,COMMON STOCK,92840M102,"379,220",1.7%,"19,288,903",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"285,984",1.3%,"8,939,791",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"262,000",1.2%,"3,395,975",,
TA.TO,TRANSALTA CORP,COMMON STOCK,89346D107,"254,491",1.1%,"33,512,585",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"180,995",0.8%,"13,240,287",,
NI,NISOURCE INC,COM,65473P105,"171,889",0.8%,"7,492,979",,
FE,FIRSTENERGY CORP,COM,337932107,"161,231",0.7%,"5,267,255",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"159,059",0.7%,"8,119,398",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"140,645",0.6%,"1,536,101",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"138,376",0.6%,"1,661,771",,
AEE,AMEREN CORP,COM,023608102,"137,472",0.6%,"1,761,105",,
SRE,SEMPRA ENERGY,COM,816851109,"137,420",0.6%,"1,078,565",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"124,194",0.6%,"2,068,859",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"121,856",0.5%,"5,150,290",,
CMS,CMS ENERGY CORP,COM,125896100,"119,353",0.5%,"1,956,292",,
WMB,WILLIAMS COS INC,COM,969457100,"102,799",0.5%,"5,127,108",,
OKE,ONEOK INC NEW,COM,682680103,"92,707",0.4%,"2,415,511",,
ET,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,"83,375",0.4%,"13,491,161",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"58,963",0.3%,"1,448,021",,
CSX,CSX CORP,COM,126408103,"50,292",0.2%,"554,187",,
OGE,OGE ENERGY CORP,COM,670837103,"46,716",0.2%,"1,466,300",,
XEL,XCEL ENERGY INC,COM,98389B100,"4,220",0.0%,"63,300",,
EQT,EQT CORP,COM,26884L109,"3,559",0.0%,"280,000",,
FTS.TO,FORTIS INC,COM,349553107,"2,860",0.0%,"70,215",,
CNX,CNX RES CORP,COM,12653C108,"2,700",0.0%,"250,000",,
APA,APACHE CORP,COM,037411105,"2,341",0.0%,"164,965",,
AES,AES CORP,COM,00130H105,"2,332",0.0%,"99,255",,
PDCE,PDC ENERGY INC,COM,69327R101,"1,896",0.0%,"92,345",,
COP,CONOCOPHILLIPS,COM,20825C104,"1,854",0.0%,"46,352",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"1,816",0.0%,"108,196",,
BHF,BRIGHTHOUSE FINL INC,COM,10922N103,"1,581",0.0%,"43,673",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,"1,421",0.0%,"6,681",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"1,119",0.0%,"185,299",,
NCR,NCR CORP NEW,COM,62886E108,"1,097",0.0%,"29,200",,
PGR,PROGRESSIVE CORP,COM,743315103,"1,031",0.0%,"10,424",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,013",0.0%,"42,136",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"1,010",0.0%,"63,889",,
PXD,PIONEER NAT RES CO,COM,723787107,996,0.0%,"8,744",,
VST,VISTRA CORP,COM,92840M102,508,0.0%,"25,848",,
PPC,PILGRIMS PRIDE CORP,COM,72147K108,471,0.0%,"24,000",,
