Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CQP,CHENIERE ENERGY PARTNERS LP,PARTNERSHIP SHARES,16411Q101,"5,779,150",22%,"101,620,376",,
TA.TO,TRANSALTA CORP,COMMON STOCK,89346D107,"316,430",1.2%,"35,456,023",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"287,071",1.1%,"1,914,323",,
VST,VISTRA CORP,COMMON STOCK,92840M102,"263,680",1.0%,"11,365,536",,
CNP,CENTERPOINT ENERGY INC,COM,15189T107,"209,386",0.8%,"6,981,882",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"192,089",0.7%,"2,023,063",,
FE,FIRSTENERGY CORP,COM,337932107,"175,275",0.7%,"4,179,189",,
XEL,XCEL ENERGY INC,COM,98389B100,"172,296",0.6%,"2,457,511",,
NI,NISOURCE INC,COM,65473P105,"165,248",0.6%,"6,026,560",,
ET,ENERGY TRANSFER L P,COM UT LTD PTN,29273V100,"159,837",0.6%,"13,465,649",,
WMB,WILLIAMS COS INC,COM,969457100,"154,524",0.6%,"4,696,791",,
AEE,AMEREN CORP,COM,023608102,"121,418",0.5%,"1,365,478",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"98,701",0.4%,"4,092,096",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"98,475",0.4%,"1,177,941",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"63,312",0.2%,"1,619,234",,
PNM,PNM RES INC,COM,69349H107,"57,630",0.2%,"1,181,200",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"56,997",0.2%,"1,429,943",,
SRE,SEMPRA,COM,816851109,"54,419",0.2%,"352,137",,
OKE,ONEOK INC NEW,COM,682680103,"30,332",0.1%,"461,685",,
CSX,CSX CORP,COM,126408103,"25,365",0.1%,"818,784",,
ENLC,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,"13,181",0.0%,"1,071,681",,
PGR,PROGRESSIVE CORP,COM,743315103,"9,301",0.0%,"71,711",,
PKI,PERKINELMER INC,COM,714046109,"8,311",0.0%,"59,276",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"6,586",0.0%,"26,548",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"5,721",0.0%,"316,437",,
SQ,BLOCK INC,CL A,852234103,"5,690",0.0%,"90,554",,
IVZ,INVESCO LTD,SHS,G491BT108,"5,577",0.0%,"310,017",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"5,258",0.0%,"154,880",,
SO,SOUTHERN CO,COM,842587107,"2,822",0.0%,"39,522",,
MDC,M D C HLDGS INC,COM,552676108,"1,309",0.0%,"41,445",,
CIVI,CIVITAS RESOURCES INC,COMMON STOCK,17888H103,"1,279",0.0%,"22,080",,
