Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CVX,CHEVRON CORP NEW,COM,166764100,"388,473",0.8%,"2,682,085",,
EOG,EOG RES INC,COM,26875P101,"242,095",0.5%,"1,975,000",,
XOM,EXXON MOBIL CORP,COM,30231G102,"191,933",0.4%,"1,784,270",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"169,990",0.4%,"3,650,018",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"121,283",0.3%,"3,400,000",,
PSX,PHILLIPS 66,COM,718546104,"113,246",0.2%,"994,000",,
VLO,VALERO ENERGY CORP,COM,91913Y100,"102,345",0.2%,"834,862",,
BP,BP PLC,SPONSORED ADR,055622104,"73,900",0.2%,"2,500,000",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"67,878",0.1%,"2,200,000",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"57,809",0.1%,"1,170,000",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"49,941",0.1%,"1,302,607",,
OKE,ONEOK INC NEW,COM,682680103,"43,172",0.1%,"430,000",,
CHX,CHAMPIONX CORPORATION,COM,15872M104,"37,962",0.1%,"1,396,205",,
HES,HESS CORP,COM,42809H107,"21,717",0.0%,"163,279",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"20,966",0.0%,"127,977",,
PBF,PBF ENERGY INC,CL A,69318G106,"18,627",0.0%,"701,600",,
VAL,VALARIS LTD,CL A,G9460G101,"16,567",0.0%,"374,500",,
PAGP,PLAINS GP HLDGS L P,LTD PARTNR INT A,72651A207,"14,941",0.0%,"812,900",,
HAL,HALLIBURTON CO,COM,406216101,"14,409",0.0%,"529,953",,
BKR,BAKER HUGHES COMPANY,CL A,05722G100,"12,940",0.0%,"315,456",,
