"Manager","Report Date","Value ($000)","Shares","Option Type"
"PRINCIPAL FINANCIAL GROUP INC","12/31/2022","3,625","89,684",""
"ClariVest Asset Management LLC","12/31/2022","3,597","89,000",""
"Varma Mutual Pension Insurance Co","12/31/2022","3,534","87,429",""
"VAN ECK ASSOCIATES CORP","12/31/2022","3,379","83,621",""
"Allianz Asset Management GmbH","12/31/2022","3,379","83,602",""
"TWO SIGMA ADVISERS, LP","12/31/2022","3,312","81,900",""
"AMERIPRISE FINANCIAL INC","12/31/2022","3,978","78,250",""
"Candriam S.C.A.","12/31/2022","3,162","78,236",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2022","3,168","77,216",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2022","3,104","76,714",""
"DEAN INVESTMENT ASSOCIATES, LLC","12/31/2022","2,997","74,092",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2022","2,874","71,123",""
"Nexus Investment Management ULC","12/31/2022","2,756","68,140",""
"ALLIANCEBERNSTEIN L.P.","12/31/2022","2,753","68,068",""
"AE Wealth Management LLC","12/31/2022","2,594","64,142",""
"Assenagon Asset Management S.A.","12/31/2022","2,505","61,963",""
"Janney Montgomery Scott LLC","12/31/2022","2,503","61,888",""
"Qube Research & Technologies Ltd","12/31/2022","2,436","60,234",""
"SIG North Trading, ULC","12/31/2022","2,416","59,778",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2022","2,277","56,300",""
"Cubist Systematic Strategies, LLC","12/31/2022","2,273","56,200","call"
"OSSIAM","12/31/2022","2,095","51,833",""
"Cubist Systematic Strategies, LLC","12/31/2022","2,095","51,800","put"
"Andra AP-fonden","12/31/2022","2,711","49,500",""
"Ensign Peak Advisors, Inc","12/31/2022","2,071","48,200",""
"Metis Global Partners, LLC","12/31/2022","1,901","47,006",""
"Fiera Capital Corp","12/31/2022","1,824","45,083",""
"PEAK6 Investments LLC","12/31/2022","1,795","44,400","call"
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2022","1,773","43,920",""
"CIBC Private Wealth Group, LLC","12/31/2022","1","42,228",""
"Advisory Services Network, LLC","12/31/2022","1,694","41,896",""
"K.J. Harrison & Partners Inc","12/31/2022","2,281","41,655",""
"D. E. Shaw & Co., Inc.","12/31/2022","1,665","41,186",""
"Zions Bancorporation, N.A.","12/31/2022","1,648","40,745",""
"Power Corp of Canada","12/31/2022","1,631","40,364",""
"SHUFRO ROSE & CO LLC","12/31/2022","1,615","39,930",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2022","1,595","39,445",""
"TOBAM","12/31/2022","1,596","39,369",""
"HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND","12/31/2022","1,527","37,800","call"
"JARISLOWSKY, FRASER Ltd","12/31/2022","1,511","37,402",""
"HighTower Advisors, LLC","12/31/2022","1,490","36,783",""
"Rodgers Brothers Inc.","12/31/2022","1,484","36,700",""
"Walleye Trading LLC","12/31/2022","1,379","34,101",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2022","1,350","33,380",""
"MML INVESTORS SERVICES, LLC","12/31/2022","1,338","33,085",""
"COMERICA BANK","12/31/2022","1,396","31,763",""
"THOMAS WHITE INTERNATIONAL LTD","12/31/2022","1,244","30,771",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2022","1,243","30,753",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2022","1,235","30,585",""
"Hillsdale Investment Management Inc.","12/31/2022","1,233","30,526",""
"American Assets Investment Management, LLC","12/31/2022","1,213","30,000",""
"DAVENPORT & Co LLC","12/31/2022","1,189","29,404",""
"Y-Intercept (Hong Kong) Ltd","12/31/2022","1,156","28,585",""
"PARK CIRCLE Co","12/31/2022","1,132","28,000",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2022","1,085","26,848",""
"STEPHENS INC /AR/","12/31/2022","1,047","25,885",""
"Octavia Wealth Advisors, LLC","12/31/2022","1,058","25,760",""
"Walleye Trading LLC","12/31/2022","1,027","25,400","put"
"First Bank & Trust","12/31/2022","1,013","25,033",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2022","1,012","24,977",""
"AGF MANAGEMENT LTD","12/31/2022","994","24,583",""
"Cubist Systematic Strategies, LLC","12/31/2022","884","21,875",""
"Investors Research Corp","12/31/2022","881","21,800",""
"NATIXIS ADVISORS, L.P.","12/31/2022","880","21,745",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2022","875","21,638",""
"K2 PRINCIPAL FUND, L.P.","12/31/2022","1,183","21,600","call"
"OPPENHEIMER & CO INC","12/31/2022","871","21,554",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2022","858","21,216",""
"PNC Financial Services Group, Inc.","12/31/2022","858","21,215",""
"La Banque Postale Asset Management SA","12/31/2022","852","21,089",""
"GUARDIAN CAPITAL LP","12/31/2022","840","20,800",""
"Achmea Investment Management B.V.","12/31/2022","783","20,676",""
"First County Bank /CT/","12/31/2022","826","20,433",""
"PINNACLE ASSOCIATES LTD","12/31/2022","806","19,949",""
"Fulton Bank, N.A.","12/31/2022","767","18,951",""
"Intrua Financial, LLC","12/31/2022","804","18,690",""
"FORA Capital, LLC","12/31/2022","753","18,620",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2022","753","18,616",""
"Cetera Investment Advisers","12/31/2022","721","17,828",""
"PNC Financial Services Group, Inc.","12/31/2022","702","17,364",""
"Mariner, LLC","12/31/2022","700","17,311",""
"CIGNA INVESTMENTS INC /NEW","12/31/2022","696","17,227",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2022","695","17,203",""
"M&T Bank Corp","12/31/2022","695","17,194",""
"True Wealth Design, LLC","12/31/2022","681","16,858",""
"Dynamic Technology Lab Private Ltd","12/31/2022","672","16,621",""
"Creative Planning","12/31/2022","670","16,587",""
"Raymond James Financial Services Advisors, Inc.","12/31/2022","665","16,464",""
"Raleigh Capital Management Inc.","12/31/2022","657","16,252",""
"Engineers Gate Manager LP","12/31/2022","641","15,857",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2022","626","15,500","put"
"Sowell Financial Services LLC","12/31/2022","628","15,275",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2022","610","15,086",""
"Brinker Capital Investments, LLC","12/31/2022","582","14,402",""
"VAUGHAN & Co SECURITIES, INC.","12/31/2022","557","13,772",""
"Keudell/Morrison Wealth Management","12/31/2022","554","13,696",""
"Vident Investment Advisory, LLC","12/31/2022","553","13,684",""
"Meridian Wealth Management, LLC","12/31/2022","553","13,676",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2022","547","13,543",""
"XTX Topco Ltd","12/31/2022","543","13,443",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2022","538","13,310",""
"Quantinno Capital Management LP","12/31/2022","526","12,998",""
"Laurel Wealth Advisors, Inc.","12/31/2022","518","12,811",""
"Cetera Advisor Networks LLC","12/31/2022","517","12,799",""
"BANK OF HAWAII","12/31/2022","504","12,465",""
"Hilltop Holdings Inc.","12/31/2022","501","12,387",""
"CASCADE INVESTMENT GROUP, INC.","12/31/2022","479","11,850",""
"Aull & Monroe Investment Management Corp","12/31/2022","477","11,800",""
"ADVISOR PARTNERS II, LLC","12/31/2022","476","11,780",""
"Vanguard Personalized Indexing Management, LLC","12/31/2022","467","11,551",""
"SHELL ASSET MANAGEMENT CO","12/31/2022","463","11,456",""
"Jump Financial, LLC","12/31/2022","462","11,446",""
"SIGNATUREFD, LLC","12/31/2022","456","11,291",""
"Grove Bank & Trust","12/31/2022","452","11,184",""
"Crestwood Advisors Group LLC","12/31/2022","441","10,920",""
"NOMURA HOLDINGS INC","12/31/2022","441","10,900","put"
"Berger Financial Group, Inc","12/31/2022","427","10,572",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2022","412","10,210",""
"MAIRS & POWER INC","12/31/2022","411","10,176",""
"Cambridge Investment Research Advisors, Inc.","12/31/2022","407","10,057",""
"Polar Asset Management Partners Inc.","12/31/2022","404","10,000",""
"RAYMOND JAMES TRUST N.A.","12/31/2022","404","9,989",""
"Hennion & Walsh Asset Management, Inc.","12/31/2022","399","9,861",""
"PRUDENTIAL FINANCIAL INC","12/31/2022","397","9,838",""
"Arkos Global Advisors","12/31/2022","397","9,806",""
"Cerity Partners LLC","12/31/2022","392","9,714",""
"Geneos Wealth Management Inc.","12/31/2022","373","9,239",""
"Mutual Advisors, LLC","12/31/2022","372","9,212",""
"Kestra Advisory Services, LLC","12/31/2022","362","8,966",""
"Bartlett & Co. LLC","12/31/2022","360","8,896",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2022","365","8,896",""
"Advisors Asset Management, Inc.","12/31/2022","351","8,702",""
"Gradient Investments LLC","12/31/2022","349","8,629",""
"Chesley Taft & Associates LLC","12/31/2022","345","8,547",""
"BLAIR WILLIAM & CO/IL","12/31/2022","344","8,509",""
"Verdence Capital Advisors LLC","12/31/2022","343","8,498",""
"Hendershot Investments Inc.","12/31/2022","332","8,214",""
"Procyon Advisors, LLC","12/31/2022","328","8,125",""
"Park Place Capital Corp","12/31/2022","328","8,121",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2022","328","8,024",""
"Gulf International Bank (UK) Ltd","12/31/2022","323","8,004",""
"FDx Advisors, Inc.","12/31/2022","320","7,902",""
"Tower Research Capital LLC (TRC)","12/31/2022","318","7,858",""
"TOWER BRIDGE ADVISORS","12/31/2022","307","7,614",""
"Veriti Management LLC","12/31/2022","307","7,590",""
"Center For Asset Management LLC","12/31/2022","304","7,535",""
"Tacita Capital Inc","12/31/2022","292","7,216",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2022","283","7,000",""
"Avidian Wealth Solutions, LLC","12/31/2022","281","6,956",""
"REUTER JAMES WEALTH MANAGEMENT, LLC","12/31/2022","276","6,842",""
"Wealth Alliance","12/31/2022","274","6,787",""
"Pacer Advisors, Inc.","12/31/2022","273","6,773",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2022","273","6,751",""
"NOMURA HOLDINGS INC","12/31/2022","269","6,657",""
"Baskin Financial Services Inc.","12/31/2022","264","6,526",""
"SG Americas Securities, LLC","12/31/2022","255","6,309",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2022","250","6,194",""
"MIRABELLA FINANCIAL SERVICES LLP","12/31/2022","249","6,179",""
"EUDAIMONIA ADVISORS LLC","12/31/2022","249","6,168",""
"Credential Qtrade Securities Inc.","12/31/2022","246","6,090",""
"Cumberland Partners Ltd","12/31/2022","243","6,008",""
"GUGGENHEIM CAPITAL LLC","12/31/2022","240","5,948",""
"FIFTH THIRD BANCORP","12/31/2022","239","5,922",""
"Triumph Capital Management","12/31/2022","237","5,868",""
"SILVERLAKE WEALTH MANAGEMENT LLC","12/31/2022","234","5,802",""
"Atria Wealth Solutions, Inc.","12/31/2022","230","5,706",""
"WRAPMANAGER INC","12/31/2022","225","5,574",""
"Principal Street Partners, LLC","12/31/2022","228","5,565",""
"Americana Partners, LLC","12/31/2022","224","5,558",""
"WEXFORD CAPITAL LP","12/31/2022","217","5,372",""
"COZAD ASSET MANAGEMENT INC","12/31/2022","216","5,349",""
"TWO SIGMA SECURITIES, LLC","12/31/2022","214","5,291",""
"US BANCORP \DE\","12/31/2022","205","5,073",""
"Forum Financial Management, LP","12/31/2022","202","4,996",""
"LSV ASSET MANAGEMENT","12/31/2022","178","4,400",""
"Resurgent Financial Advisors LLC","12/31/2022","170","4,206",""
"Rockefeller Capital Management L.P.","12/31/2022","165","4,112",""
"BESSEMER GROUP INC","12/31/2022","143","3,535",""
"Walleye Trading LLC","12/31/2022","137","3,400","call"
"COMERICA SECURITIES,INC.","12/31/2022","123","3,011",""
"CLEAR STREET MARKETS LLC","12/31/2022","110","2,716",""
"Independence Bank of Kentucky","12/31/2022","107","2,646",""
"BALDWIN BROTHERS LLC/MA","12/31/2022","106","2,638",""
"QUADRANT CAPITAL GROUP LLC","12/31/2022","104","2,582",""
"UMB Bank, n.a.","12/31/2022","101","2,498",""
"PEAK6 Investments LLC","12/31/2022","97","2,400","put"
"McIlrath & Eck, LLC","12/31/2022","91","2,260",""
"Credit Agricole S A","12/31/2022","91","2,254",""
"Colonial Trust Advisors","12/31/2022","91","2,250",""
"Compagnie Lombard Odier SCmA","12/31/2022","82","2,040",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2022","81","2,004",""
"BANK OF NOVA SCOTIA","12/31/2022","81","2,000","call"
"TOMPKINS FINANCIAL CORP","12/31/2022","81","2,000",""
"ASSETMARK, INC","12/31/2022","80","1,998",""
"Parallel Advisors, LLC","12/31/2022","80","1,995",""
"CENTRAL TRUST Co","12/31/2022","64","1,600",""
"NATIXIS","12/31/2022","62","1,549",""
"Beutel, Goodman & Co Ltd.","12/31/2022","62","1,540",""
"Clearstead Advisors, LLC","12/31/2022","53","1,332",""
"JANICZEK WEALTH MANAGEMENT, LLC","12/31/2022","56","1,299",""
"BDO Wealth Advisors, LLC","12/31/2022","51","1,280",""
"Aspire Private Capital, LLC","12/31/2022","48","1,196",""
"Plante Moran Financial Advisors, LLC","12/31/2022","44","1,104",""
"JCIC Asset Management Inc.","12/31/2022","44","1,100",""
"Cutler Group LLC / CA","12/31/2022","5","1,000","put"
"US BANCORP \DE\","12/31/2022","40","997",""
"Spire Wealth Management","12/31/2022","39","962",""
"Ronald Blue Trust, Inc.","12/31/2022","41","931",""
"Global Retirement Partners, LLC","12/31/2022","37","930",""
"Lindbrook Capital, LLC","12/31/2022","37","917",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2022","35","870",""
"CWM, LLC","12/31/2022","32","789",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2022","31","761",""
"Banque Cantonale Vaudoise","12/31/2022","30","744",""
"Cutler Group LLC / CA","12/31/2022","28","700",""
"Glassman Wealth Services","12/31/2022","26","659",""
"AdvisorNet Financial, Inc","12/31/2022","24","614",""
"Tower View Investment Management & Research LLC","12/31/2022","24","600",""
"PRIVATE TRUST CO NA","12/31/2022","23","578",""
"Steward Partners Investment Advisory, LLC","12/31/2022","22","551",""
"IFP Advisors, Inc","12/31/2022","45","531",""
"Capital Analysts, LLC","12/31/2022","21","512",""
"Pacifica Partners Inc.","12/31/2022","20","510",""
"First Horizon Advisors, Inc.","12/31/2022","19","485",""
"Newbridge Financial Services Group, Inc.","12/31/2022","19","479",""
"Grey Fox Wealth Advisors, LLC","12/31/2022","17","426",""
"North Star Investment Management Corp.","12/31/2022","16","400",""
"Hexagon Capital Partners LLC","12/31/2022","14","364",""
"Core Alternative Capital","12/31/2022","14","358",""
"Intelligent Financial Strategies","12/31/2022","13","334",""
"CITADEL ADVISORS LLC","12/31/2022","12","306",""
"NewEdge Advisors, LLC","12/31/2022","12","298",""
"Asset Dedication, LLC","12/31/2022","12","294",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2022","11","288",""
"RETIREMENT FINANCIAL SOLUTIONS, LLC","12/31/2022","11","272",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2022","11","268",""
"JFS WEALTH ADVISORS, LLC","12/31/2022","10","261",""
"ROMANO BROTHERS AND COMPANY","12/31/2022","9","246",""
"Laurel Wealth Planning LLC","12/31/2022","8","214",""
"Ritter Daniher Financial Advisory LLC / DE","12/31/2022","8","200",""
"Leelyn Smith, LLC","12/31/2022","8","200",""
"Richard W. Paul & Associates, LLC","12/31/2022","7","184",""
"MONEY CONCEPTS CAPITAL CORP","12/31/2022","7","182",""
"FIRST MANHATTAN CO","12/31/2022","7","180",""
"OLD SECOND NATIONAL BANK OF AURORA","12/31/2022","6","170",""
"Capital Directions Investment Advisors, LLC","12/31/2022","6","170",""
"ADIRONDACK TRUST CO","12/31/2022","6","150",""
"Manchester Capital Management LLC","12/31/2022","5","146",""
"VALLEY NATIONAL ADVISERS INC","12/31/2022","6","146",""
"Glen Eagle Advisors, LLC","12/31/2022","5","142",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2022","5","125",""
"Schubert & Co","12/31/2022","4","123",""
"BESSEMER GROUP INC","12/31/2022","5","121",""
"Baker Avenue Asset Management, LP","12/31/2022","4","120",""
"Farther Finance Advisors, LLC","12/31/2022","4","116",""
"JNBA Financial Advisors","12/31/2022","4","102",""
"Mascoma Wealth Management LLC","12/31/2022","3","85",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2022","3","74",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2022","2","70",""
"Versant Capital Management, Inc","12/31/2022","2","62",""
"PFG Private Wealth Management, LLC","12/31/2022","2","58",""
"EARNEST PARTNERS LLC","12/31/2022","2","54",""
"JPMORGAN CHASE & CO","12/31/2022","2","50",""
"Penserra Capital Management LLC","12/31/2022","1","48",""
"ICA Group Wealth Management, LLC","12/31/2022","1","47",""
"Bell Investment Advisors, Inc","12/31/2022","1","39",""
"Colonial Trust Co / SC","12/31/2022","0","20",""
"CAROLINAS WEALTH CONSULTING LLC","12/31/2022","0","20",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2022","0","0",""
"Erste Asset Management GmbH","12/31/2022","0","0",""
