"Manager","Report Date","Value ($000)","Shares","Option Type"
"EARNEST PARTNERS LLC","12/31/2019","5","61",""
"Gemmer Asset Management LLC","12/31/2019","4","46",""
"WEALTHCARE CAPITAL MANAGEMENT LLC","12/31/2019","4","46",""
"Capital Wealth Alliance, LLC","12/31/2019","4","45",""
"Total Clarity Wealth Management, Inc.","12/31/2019","3","41",""
"FinTrust Capital Advisors, LLC","12/31/2019","3","38",""
"WEST BANCORPORATION INC","12/31/2019","3","37",""
"Gradient Investments LLC","12/31/2019","3","35",""
"MACROVIEW INVESTMENT MANAGEMENT LLC","12/31/2019","3","32",""
"Versant Capital Management, Inc","12/31/2019","2","31",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2019","2","30",""
"Personal Wealth Partners","12/31/2019","2","25",""
"EPG Wealth Management LLC","12/31/2019","2","25",""
"Sofos Investments, Inc.","12/31/2019","83","22",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2019","2","21",""
"Global Wealth Management Investment Advisory, Inc.","12/31/2019","1","17",""
"Orion Portfolio Solutions, LLC","12/31/2019","1","10",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2019","1","8",""
"Glassman Wealth Services","12/31/2019","1","7",""
"Silicon Hills Wealth Management, LLC","12/31/2019","0","1",""
