Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
VLO,VALERO ENERGY CORP NEW,COM,91913Y100,"9,991",0.2%,"133,270",,
UGI,UGI CORP NEW,COM,902681105,"9,230",0.2%,"173,010",,
PSX,PHILLIPS 66,COM,718546104,"9,217",0.2%,"106,989",,
MPC,MARATHON PETE CORP,COM,56585A102,"8,682",0.2%,"147,129",,
PBF,PBF ENERGY INC,CL A,69318G106,"3,779",0.1%,"115,674",,
COP,CONOCOPHILLIPS,COM,20825C104,"2,335",0.1%,"37,444",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"2,225",0.1%,"87,769",,
OKE,ONEOK INC NEW,COM,682680103,"1,742",0.0%,"32,280",,
OXY,OCCIDENTAL PETE CORP DEL,COM,674599105,"1,554",0.0%,"25,324",,
NOV,NATIONAL OILWELL VARCO INC,COM,637071101,"1,514",0.0%,"58,912",,
CVX,CHEVRON CORP NEW,COM,166764100,"1,241",0.0%,"11,407",,
XOM,EXXON MOBIL CORP,COM,30231G102,"1,220",0.0%,"17,884",,
EOG,EOG RES INC,COM,26875P101,"1,051",0.0%,"12,055",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"1,048",0.0%,"68,137",,
CTRA,CABOT OIL & GAS CORP,COM,127097103,437,0.0%,"19,534",,
ATO,ATMOS ENERGY CORP,COM,049560105,362,0.0%,"3,904",,
HAL,HALLIBURTON CO,COM,406216101,356,0.0%,"13,388",,
HP,HELMERICH & PAYNE INC,COM,423452101,288,0.0%,"6,001",,
WMB,WILLIAMS COS INC DEL,COM,969457100,245,0.0%,"11,094",,
RIG,TRANSOCEAN LTD,REG SHS,H8817H100,166,0.0%,"23,923",,
