Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"2,309,231",1.0%,"58,397,154",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"1,420,315",0.6%,"35,624,984",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,416,390",0.6%,"25,433,977",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"1,268,161",0.5%,"39,958,734",,
FTS.TO,FORTIS INC,COM,349553107,"910,101",0.4%,"22,580,753",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"716,819",0.3%,"20,955,152",,
XOM,EXXON MOBIL CORP,COM,30231G102,"612,525",0.3%,"5,420,097",,
CVX,CHEVRON CORP NEW,COM,166764100,"486,133",0.2%,"2,625,760",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"387,674",0.2%,"4,597,111",,
PXD,PIONEER NAT RES CO,COM,723787107,"288,213",0.1%,"1,261,935",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"276,972",0.1%,"5,631,585",,
COP,CONOCOPHILLIPS,COM,20825C104,"264,247",0.1%,"2,059,766",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"258,101",0.1%,"13,284,771",,
EOG,EOG RES INC,COM,26875P101,"154,948",0.1%,"1,086,594",,
SO,SOUTHERN CO,COM,842587107,"154,202",0.1%,"2,134,292",,
FE,FIRSTENERGY CORP,COM,337932107,"149,852",0.1%,"3,560,630",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"143,457",0.1%,"1,375,434",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"133,474",0.1%,"7,343,837",,
PPL,PPL CORP,COM,69351T106,"129,597",0.1%,"4,362,085",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"118,390",0.1%,"1,904,616",,
CMS,CMS ENERGY CORP,COM,125896100,"112,516",0.0%,"1,750,954",,
CSX,CSX CORP,COM,126408103,"110,508",0.0%,"3,536,259",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"107,677",0.0%,"1,667,867",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"107,163",0.0%,"2,710,000",,put
TA.TO,TRANSALTA CORP,COM,89346D107,"104,473",0.0%,"11,012,082",,
PGR,PROGRESSIVE CORP,COM,743315103,"98,017",0.0%,"743,236",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"90,498",0.0%,"12,658,119",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"86,421",0.0%,"344,215",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"81,184",0.0%,"845,755",,
WMB,WILLIAMS COS INC,COM,969457100,"79,746",0.0%,"2,411,800",,
SRE,SEMPRA,COM,816851109,"70,994",0.0%,"447,634",,
