Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"2,296,031",1.5%,"69,074,331",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"1,211,652",0.8%,"28,732,575",,
FTS.TO,FORTIS INC,COM,349553107,"799,927",0.5%,"20,053,338",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"713,256",0.5%,"26,945,870",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"668,032",0.4%,"36,464,658",,
CVX,CHEVRON CORP NEW,COM,166764100,"463,856",0.3%,"5,063,926",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"421,557",0.3%,"15,937,858",,
XOM,EXXON MOBIL CORP,COM,30231G102,"318,793",0.2%,"6,805,996",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"283,038",0.2%,"3,551,737",,
EOG,EOG RES INC,COM,26875P101,"205,872",0.1%,"3,453,669",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"195,711",0.1%,"2,918,016",,
PXD,PIONEER NAT RES CO,COM,723787107,"160,720",0.1%,"1,222,945",,
FE,FIRSTENERGY CORP,COM,337932107,"151,570",0.1%,"5,018,891",,
AES,AES CORP,COM,00130H105,"148,519",0.1%,"5,833,478",,
TA.TO,TRANSALTA CORP,COM,89346D107,"145,398",0.1%,"17,247,739",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"131,319",0.1%,"508,769",,
CSX,CSX CORP,COM,126408103,"125,246",0.1%,"1,304,789",,
SO,SOUTHERN CO,COM,842587107,"118,980",0.1%,"1,943,800",,
COP,CONOCOPHILLIPS,COM,20825C104,"118,379",0.1%,"2,609,780",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"118,080",0.1%,"5,466,693",,
ECL,ECOLAB INC,COM,278865100,"114,914",0.1%,"519,834",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"113,460",0.1%,"7,697,398",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"102,547",0.1%,"1,148,462",,
SLB,SCHLUMBERGER LTD,COM,806857108,"101,388",0.1%,"4,057,163",,
PGR,PROGRESSIVE CORP,COM,743315103,"88,012",0.1%,"925,561",,
HES,HESS CORP,COM,42809H107,"87,162",0.1%,"1,430,275",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"81,880",0.1%,"12,714,335",,
PPL,PPL CORP,COM,69351T106,"81,362",0.1%,"2,929,840",,
VEA,VANGUARD TAX-MANAGED INTL FD,FTSE DEV MKT ETF,921943858,"74,580",0.0%,"1,537,737",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"73,144",0.0%,"3,642,667",,
CMS,CMS ENERGY CORP,COM,125896100,"68,592",0.0%,"1,200,665",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"58,027",0.0%,"736,604",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"54,614",0.0%,"2,508,737",,
XEL,XCEL ENERGY INC,COM,98389B100,"53,699",0.0%,"833,830",,
OVV.TO,OVINTIV INC,COM,69047Q102,"50,432",0.0%,"2,945,738",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"47,655",0.0%,"548,018",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"43,932",0.0%,"16,332,095",,
SRE,SEMPRA ENERGY,COM,816851109,"41,569",0.0%,"351,059",,
NRG,NRG ENERGY INC,COM NEW,629377508,"39,820",0.0%,"1,002,518",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,"35,518",0.0%,"146,884",,
AEE,AMEREN CORP,COM,023608102,"32,672",0.0%,"435,393",,
PGR,PROGRESSIVE CORP,COM,743315103,"32,483",0.0%,"341,600",,put
WMB,WILLIAMS COS INC,COM,969457100,"32,086",0.0%,"1,491,713",,
