BKH US 2023,4096.89,#N/A N/A,909.809,#N/A N/A,#N/A N/A,909.809,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8077.9265,2331.3,3679.2265,BLACK HILLS CORP,67,53.95,4401.2,86.6,9620.4
BKH US 2022,3902.56,#N/A N/A,1080.46,#N/A N/A,#N/A N/A,1080.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9385.6691,2551.8,4649.7321,BLACK HILLS CORP,64.858,70.34,4667.94,21.43,9618.23
BKH US 2021,3777.79,#N/A N/A,1259.8,#N/A N/A,#N/A N/A,1259.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9201.9544,1949.1,4568.6324,BLACK HILLS CORP,63.219,70.57,4547.103,8.921,9131.896
BKH US 2020,4036.59,#N/A N/A,1001.59,#N/A N/A,#N/A N/A,1001.59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7724.3755,1696.9,3858.7335,BLACK HILLS CORP,62.378,61.45,3775.119,6.356,8088.786
BKH US 2019,3963.12,#N/A N/A,1326.02,#N/A N/A,#N/A N/A,1326.02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8417.4802,1734.9,4828.3802,BLACK HILLS CORP,60.662,78.54,3500.812,9.777,7558.457
BKH US 2018,4063.14,#N/A N/A,1333.37,#N/A N/A,#N/A N/A,1333.37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6990.9588,1754.3,3767.0708,BLACK HILLS CORP,54.42,62.78,3142.198,20.776,6963.327
