BIPC US 2023,0.363,2.334,21.758,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.063,21.695,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20637.9946,2503,#N/A N/A,BROOKFIELD INFRASTRUCTURE-A,#N/A N/A,35.28,12043,539,23909
BIPC US 2022,0.454,2.184,10.945,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.945,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9194.2127,#N/A N/A,#N/A N/A,BROOKFIELD INFRASTRUCTURE-A,#N/A N/A,38.9,4577,445,10178
BIPC US 2021,0.365,2.109,2.646,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.646,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4016.7179,11537,#N/A N/A,BROOKFIELD INFRASTRUCTURE-A,#N/A N/A,45.5067,3687,469,10086
BIPC US 2020,0.377,1.779,1.165,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.165,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5679.2625,1430,#N/A N/A,BROOKFIELD INFRASTRUCTURE-A,#N/A N/A,48.2,4620,192,9344
BIPC US 2019,0.358,1.805,4.527,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.527,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BROOKFIELD INFRASTRUCTURE-A,#N/A N/A,#N/A N/A,3526,204,9853
BIPC US 2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BROOKFIELD INFRASTRUCTURE-A,#N/A N/A,#N/A N/A,3246,99,9240
