DVN US 2023,4370,370,97000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34561.21,15258,28797.21,DEVON ENERGY CORP,639,45.3,6483,875,24490
DVN US 2022,4589.5,390,90000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,90000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,45559.03,19169,40166.03,DEVON ENERGY CORP,651,61.51,6718,1454,23721
DVN US 2021,3950,340,84000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,84000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33831.15,12206,29205.15,DEVON ENERGY CORP,663,44.05,6760,2271,21025
DVN US 2020,4980,320,49000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,49000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8489.42,4828,6039.42,DEVON ENERGY CORP,377,15.81,4553,2237,9912
DVN US 2019,4440,260,48048,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48000,48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13129.54,6220,9920.54,DEVON ENERGY CORP,401,25.97,4555,1464,13717
DVN US 2018,4720,330,43000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,43000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12183,10818,10143,DEVON ENERGY CORP,494,22.54,4454,2414,19566
