BP GB 2023,31100,2000,314900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,314900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,144352.257,210130,#N/A N/A,BP PLC,#N/A N/A,#N/A N/A,63075,34113,280294
BP GB 2022,30400,2100,306700,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,306700,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,144148.1685,241392,#N/A N/A,BP PLC,#N/A N/A,#N/A N/A,55493,30088,288120
BP GB 2021,33200,2400,303600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,303600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,141329.7613,157739,#N/A N/A,BP PLC,#N/A N/A,#N/A N/A,69787,31316,287272
BP GB 2020,41700,3800,327600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,327600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,134840.2672,180366,#N/A N/A,BP PLC,#N/A N/A,#N/A N/A,81926,31902,267654
BP GB 2019,49200,5200,360600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,360600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,183374.4245,278397,#N/A N/A,BP PLC,#N/A N/A,#N/A N/A,77446,22980,295194
BP GB 2018,48800,5400,437000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,437000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,171962.6545,298756,#N/A N/A,BP PLC,#N/A N/A,#N/A N/A,65799,23016,282176
