CQP US 2023,10869.3,224.169,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,39528.36,9664,24098.36,CHENIERE ENERGY PARTNERS LP,484,49.79,16005,575,18102
CQP US 2022,10913.9,239.445,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,42927.08,17206,27525.08,CHENIERE ENERGY PARTNERS LP,484,56.87,16306,904,19633
CQP US 2021,9002.78,233.667,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36842.16,9434,20444.16,CHENIERE ENERGY PARTNERS LP,484,42.24,17274,876,19358
CQP US 2020,6151.02,192.866,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33528,6167,17061,CHENIERE ENERGY PARTNERS LP,399.3,35.25,17677,1210,19145
CQP US 2019,6789.32,172.399,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35159.04,6838,19268.04,CHENIERE ENERGY PARTNERS LP,348.6,39.81,17672,1781,19384
CQP US 2018,4555.26,31.009,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33538.4,6426,17472.4,CHENIERE ENERGY PARTNERS LP,484,36.1,16066,0,17974
