CVX US 2023,52000,2000,576000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,576000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,297099.0264,200949,278280.0264,CHEVRON CORP,1873,149.16,26070,8223,261632
CVX US 2022,53000,#N/A N/A,592000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,592000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,354191.1814,246252,343762.1814,CHEVRON CORP,1931,179.49,27370,17901,257709
CVX US 2021,57000,#N/A N/A,621000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,621000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,256532.7408,#N/A N/A,226462.7408,CHEVRON CORP,1916,117.35,34872,5675,239535
CVX US 2020,56000,#N/A N/A,588000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,588000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,206213.9845,94692,162581.9845,CHEVRON CORP,1870,84.45,48221,5627,239790
CVX US 2019,63000,#N/A N/A,622000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,622000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,252924.0779,146516,226820.0779,CHEVRON CORP,1870,120.51,30858,5749,237428
CVX US 2018,68000,#N/A N/A,617000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,617000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,230913.0677,166339,204761.0677,CHEVRON CORP,1898,108.79,34459,9395,253863
