Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
FTS.TO,FORTIS INC,COM,349553107,"10,590",0.2%,"255,203",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"9,977",0.2%,"269,175",,
NRG,NRG ENERGY INC,COM NEW,629377508,"9,759",0.2%,"245,517",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"8,236",0.2%,"34,009",,
HRL,HORMEL FOODS CORP,COM,440452100,"8,096",0.2%,"179,467",,
AEE,AMEREN CORP,COM,023608102,"7,859",0.1%,"102,335",,
XEL,XCEL ENERGY INC,COM,98389B100,"7,477",0.1%,"117,761",,
SO,SOUTHERN CO,COM,842587107,"7,476",0.1%,"117,368",,
PNW,PINNACLE WEST CAP CORP,COM,723484101,"7,192",0.1%,"79,969",,
COP,CONOCOPHILLIPS,COM,20825C104,"7,139",0.1%,"109,780",,
CTRA,CABOT OIL & GAS CORP,COM,127097103,"6,919",0.1%,"397,432",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"6,628",0.1%,"71,861",,
PPL,PPL CORP,COM,69351T106,"6,245",0.1%,"174,052",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"5,299",0.1%,"250,316",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"5,103",0.1%,"192,880",,
FE,FIRSTENERGY CORP,COM,337932107,"4,930",0.1%,"101,443",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"4,909",0.1%,"119,112",,
PXD,PIONEER NAT RES CO,COM,723787107,"4,723",0.1%,"31,202",,
OKE,ONEOK INC NEW,COM,682680103,"4,540",0.1%,"59,994",,
CMS,CMS ENERGY CORP,COM,125896100,"4,499",0.1%,"71,593",,
