TRGP US 2023,9500,3700,32700,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32700,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34099.0401,16060.3,19338.2401,TARGA RESOURCES CORP,224.6,86.87,13032.2,141.7,20671.8
TRGP US 2022,8700,3300,32400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30291.0038,20929.8,16614.1038,TARGA RESOURCES CORP,227.3,73.5,11579.4,219,19560
TRGP US 2021,7200,2700,23700,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23700,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22493.3714,16949.8,11922.2714,TARGA RESOURCES CORP,228.6,52.24,6643.4,158.5,15208.2
TRGP US 2020,7700,2500,27100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,17755.9717,8260.3,6016.2717,TARGA RESOURCES CORP,232.2,26.38,7813.9,242.8,15875.7
TRGP US 2019,7405,#N/A N/A,25100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21540.5012,8671.1,9507.0012,TARGA RESOURCES CORP,232.5,40.83,7877.4,331.1,18815.1
TRGP US 2018,6600,#N/A N/A,37900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,37900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,17133.7949,10484,8349.0949,TARGA RESOURCES CORP,224.2,36.02,6660.3,232.1,16938.2
