CNX US 2023,559.769,310.903,29897.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,29897.9004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5452.2726,3465.745,3087.6576,CNX RESOURCES CORP,162.4902,20,2365.058,0.443,8626.657
CNX US 2022,580.013,391.944,31068.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31068.9004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5243.7712,2112,2876.9652,CNX RESOURCES CORP,189.5077,16.84,2388.127,21.321,8515.773
CNX US 2021,626.653,391.32,31646.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5067.4966,1850.792,2798.5556,CNX RESOURCES CORP,215.9714,13.75,2272.506,3.565,8100.751
CNX US 2020,562.825,388.459,27445.199,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4902.8897,1257.978,2380.7627,CNX RESOURCES CORP,199.2254,10.8,2537.744,15.617,8041.764
CNX US 2019,576.662,448.063,28911.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5378.7192,1616.124,1651.7902,CNX RESOURCES CORP,190.7271,8.85,2941.449,16.283,9060.806
CNX US 2018,478.751,501.65,27106.301,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5401.8234,1690.927,2268.7354,CNX RESOURCES CORP,212.3486,11.42,2398.501,17.198,8592.17
