GTE CA 2023,525.534,201.824,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,639.2563,636.957,181.8703,GRAN TIERRA ENERGY INC,33.4698,#N/A N/A,519.532,62.146,1326.289
GTE CA 2022,552.838,159.656,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,805.4096,711.388,342.6896,GRAN TIERRA ENERGY INC,36.4455,#N/A N/A,589.593,126.873,1335.61
GTE CA 2021,197.447,97.487,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,907.7157,473.722,279.4337,GRAN TIERRA ENERGY INC,36.7023,#N/A N/A,654.391,26.109,1189.111
GTE CA 2020,169.712,78.411,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,846.2679,237.838,133.5079,GRAN TIERRA ENERGY INC,36.6982,#N/A N/A,774.77,62.01,1201.725
GTE CA 2019,450.884,189.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1070.8232,570.983,473.4062,GRAN TIERRA ENERGY INC,37.6495,#N/A N/A,700.459,103.042,2044.664
GTE CA 2018,590.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1155.6125,613.431,839.9615,GRAN TIERRA ENERGY INC,39.093,#N/A N/A,399.415,83.764,1676.584
