SLB US 2023,1468.63,397.341,35091,7198.5801,113.022,74.369,1041.39,95.089,135.63,69.023,841.129,1,#N/A N/A,20406.8008,92.44,2741.27,#N/A N/A,2281.22,#N/A N/A,84237.6276,33135,74281.6276,#N/A Requesting Data...,1425,52.04,12775,3989,47957
SLB US 2022,1482.88,401.261,34849,6746.6099,93.713,90.133,927.6,64.78,122.918,58.179,743.128,1,0,19824.8008,122.493,3504.9399,0,2548.73,#N/A N/A,86248.2,28091,75913.2,#N/A Requesting Data...,1416,53.46,12925,2894,43135
SLB US 2021,1368.94,0,27375.4,4622.3198,61.248,48.839,498.958,49.687,67.769,50,524.852,1,0,16632.3008,190.998,3005.96,0,1621.5,0,54171.85,22929,42019.85,#N/A Requesting Data...,1400,29.95,15009,3139,41511
SLB US 2020,1423.82,447.798,30137.199,4581.5298,68.159,40.219,350.913,120,53.502,50,840.578,1,0.001,17457.4004,332.8,2937.45,#N/A N/A,3303.6399,#N/A N/A,45696.36,23601,30387.36,#N/A Requesting Data...,1390,21.83,17897,3006,42434
SLB US 2019,1667.96,401.261,44384.301,6279.5098,104.86,65.639,602.55,129.124,165.47,100,1055.6,2,0,28384.9004,640,3435.3799,0,3419.3,#N/A N/A,70631,32917,55677,#N/A Requesting Data...,1385,40.2,16705,2167,56312
SLB US 2018,1422,642,1185,1085,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,65372.64,32815,49898.64,#N/A Requesting Data...,1385,36.08,17827,2777,70507
