Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
TD,TORONTO DOMINION BK ONT,COM NEW,891160509,"277,860",3.6%,"3,619,091",,
ADI,ANALOG DEVICES INC,COM,032654105,"154,976",2.0%,"881,699",,
MA,MASTERCARD INCORPORATED,CL A,57636Q104,"110,540",1.4%,"307,638",,
MSFT,MICROSOFT CORP,COM,594918104,"88,049",1.1%,"261,802",,
V,VISA INC,COM CL A,92826C839,"80,071",1.0%,"369,485",,
WM,WASTE MGMT INC DEL,COM,94106L109,"65,737",0.9%,"393,872",,
VZ,VERIZON COMMUNICATIONS INC,COM,92343V104,"49,956",0.6%,"961,441",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"49,167",0.6%,"526,643",,
ETR,ENTERGY CORP NEW,COM,29364G103,"37,673",0.5%,"334,422",,
ATC,ATOTECH LTD,COM,G0625A105,"4,555",0.1%,"178,500",,
OPA,MAGNUM OPUS ACQUISITION LTD,SHS CL A,G5S70A104,844,0.0%,"85,131",,
NGC,NORTHERN GENESIS ACQU CORP I,COM,66516W107,729,0.0%,"75,000",,
ZT,ZIMMER ENERGY TRANSITION ACQ,COM CL A,989570106,213,0.0%,"21,963",,
