Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
MSFT,MICROSOFT CORP,COM,594918104,"557,020",7.0%,"1,481,280",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"151,494",1.9%,"2,301,125",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"145,842",1.8%,"2,401,103",,
PXD,PIONEER NAT RES CO,COM,723787107,"130,610",1.6%,"580,800",,
HES,HESS CORP,COM,42809H107,"122,305",1.5%,"848,400",,
FTS.TO,FORTIS INC,COM,349553107,"100,802",1.3%,"2,438,417",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"98,779",1.2%,"2,516,423",,
CVX,CHEVRON CORP NEW,COM,166764100,"98,415",1.2%,"659,800",,
BN.TO,BROOKFIELD CORP,CL A LTD VT SH,11271J107,"92,989",1.2%,"2,317,789",,
SQ,BLOCK INC,CL A,852234103,"14,859",0.2%,"192,108",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"9,137",0.1%,"252,600",,
PKI,REVVITY INC,COM,714046109,"8,925",0.1%,"81,654",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"8,878",0.1%,"155,100",,
CMS,CMS ENERGY CORP,COM,125896100,"8,855",0.1%,"152,500",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"8,804",0.1%,"104,600",,
CNX,CNX RES CORP,COM,12653C108,"1,512",0.0%,"75,600",,
MRO,MARATHON OIL CORP,COM,565849106,"1,278",0.0%,"52,900",,
IVZ,INVESCO LTD,SHS,G491BT108,"1,150",0.0%,"64,500",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"1,126",0.0%,"6,600",,
MTDR,MATADOR RES CO,COM,576485205,733,0.0%,"12,900",,
