Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"2,073,144",0.6%,"57,346,468",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"2,010,885",0.6%,"49,974,736",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"1,829,378",0.6%,"27,648,097",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"976,381",0.3%,"30,429,165",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"696,403",0.2%,"20,226,386",,
XOM,EXXON MOBIL CORP,COM,30231G102,"638,792",0.2%,"5,973,927",,
CVX,CHEVRON CORP NEW,COM,166764100,"626,534",0.2%,"3,428,367",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"365,715",0.1%,"21,493,407",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"258,773",0.1%,"4,500,234",,
COP,CONOCOPHILLIPS,COM,20825C104,"243,626",0.1%,"2,039,739",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"160,509",0.0%,"9,068,343",,
MPC,MARATHON PETE CORP,COM,56585A102,"148,629",0.0%,"998,384",,
EOG,EOG RES INC,COM,26875P101,"146,762",0.0%,"1,185,958",,
PSX,PHILLIPS 66,COM,718546104,"144,680",0.0%,"1,082,046",,
VLO,VALERO ENERGY CORP,COM,91913Y100,"143,112",0.0%,"1,092,465",,
BP,BP PLC,SPONSORED ADR,055622104,"141,152",0.0%,"3,975,017",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"129,147",0.0%,"752,830",,
BIPC,BROOKFIELD INFRASTRUCTURE CO,COM SB VTG SHS A,11275Q107,"129,015",0.0%,"3,617,878",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"124,415",0.0%,"2,051,366",,
WMB,WILLIAMS COS INC,COM,969457100,"113,914",0.0%,"3,260,299",,
