Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
OLA.TO,ORLA MINING LTD,COM,68634K106,"310,910",20%,"56,817,229",,
OXY,OCCIDENTAL PETROLEUM CORP,COM,674599105,"297,468",19%,"6,020,418",,
BB.TO,BLACKBERRY LTD,COM,09228F103,"176,619",11%,"46,724,700",,
KW,KENNEDY-WILSON HOLDINGS INC,COM,489398107,"133,220",8.6%,"13,322,009",,
CVS,CVS HEALTH CORP,COM,126650100,"121,741",7.8%,"2,712,000",,
KHC,KRAFT HEINZ CO,COM,500754106,"101,772",6.5%,"3,314,000",,
ATS.TO,ATS CORP,COM,00217Y104,"73,870",4.7%,"2,486,400",,
TAP,MOLSON COORS BEVERAGE CO,CL B,60871R209,"68,010",4.4%,"1,186,500",,
CLF,CLEVELAND-CLIFFS INC,COM,185899101,"55,453",3.6%,"5,899,273",,
UAA,UNDER ARMOUR INC,CL A,904311107,"52,261",3.4%,"6,311,800",,
TSM,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,874039100,"27,997",1.8%,"141,700",,
HP,HELMERICH & PAYNE INC,COM,423452101,"24,786",1.6%,"774,105",,
GM,GENERAL MTRS CO,COM,37045V100,"20,027",1.3%,"375,965",,
BNS.TO,BANK OF NOVA SCOTIA,COM,064149107,"19,271",1.2%,"359,100",,
PFE,PFIZER INC,COM,717081103,"17,274",1.1%,"650,900",,
MRK,MERCK & CO INC,COM,58933Y105,"17,201",1.1%,"172,900",,
JNJ,JOHNSON & JOHNSON,COM,478160104,"10,615",0.7%,"73,400",,
MU,MICRON TECHNOLOGY INC,COM,595112103,"6,732",0.4%,"80,000",,
KKR,KKR & CO INC,COM,48251W104,"3,479",0.2%,"23,500",,
CIGI.TO,COLLIERS INTL GROUP INC,SUB VTG SHS,194693107,"3,299",0.2%,"25,000",,
GTX,GARRETT MOTION INC,COM,366505105,"2,745",0.2%,"304,360",,
GNTX,GENTEX CORP,COM,371901109,"2,442",0.2%,"85,000",,
FNV.TO,FRANCO-NEVADA CORP,COM,351858105,"1,950",0.1%,"16,800",,
TFII.TO,TFI INTL INC,COM,87241L109,"1,787",0.1%,"13,300",,
CPRI,CAPRI HOLDINGS LTD,SHS,G1890L107,"1,644",0.1%,"78,100",,
ATHM,AUTOHOME INC,SP ADS RP CL A,05278C107,"1,399",0.1%,"54,000",,
MGM,MGM RESORTS INTERNATIONAL,COM,552953101,"1,021",0.1%,"29,500",,
BRK-A,BERKSHIRE HATHAWAY INC,CL A,084670108,679,0.0%,1,,
MX,MAGNACHIP SEMICONDUCTOR CORP,COM,55933J203,501,0.0%,"125,000",,
XERS,XERIS BIOPHARMA HOLDINGS INC,COM,98422E103,472,0.0%,"139,687",,
RVNC,REVANCE THERAPEUTICS INC,COM,761330109,64,0.0%,"21,158",,
