Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"716,821",2.3%,"22,407,653",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"505,083",1.6%,"12,403,797",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"313,419",1.0%,"13,031,985",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"245,619",0.8%,"14,637,623",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"190,699",0.6%,"8,059,981",,
XOM,EXXON MOBIL CORP,COM,30231G102,"83,996",0.3%,"2,037,742",,
WMB,WILLIAMS COS INC,COM,969457100,"81,442",0.3%,"4,061,954",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"63,444",0.2%,"4,641,139",,
CVX,CHEVRON CORP NEW,COM,166764100,"61,271",0.2%,"725,525",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"50,954",0.2%,"8,436,104",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"47,439",0.2%,"1,165,000",,put
ENB.TO,ENBRIDGE INC,COM,29250N105,"40,307",0.1%,"1,260,000",,put
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"36,634",0.1%,"1,925,071",,
SLB,SCHLUMBERGER LTD,COM,806857108,"26,447",0.1%,"1,211,512",,
ENB.TO,ENBRIDGE INC,COM,29250N105,"21,590",0.1%,"674,900",,call
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"13,417",0.0%,"799,600",,call
BIPC,BROOKFIELD INFRASTRUCTURE CO,COM SB VTG S,11275Q107,"9,764",0.0%,"135,054",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"7,887",0.0%,"470,000",,put
COP,CONOCOPHILLIPS,COM,20825C104,"6,971",0.0%,"174,322",,
BP,BP PLC,SPONSORED AD,055622104,"6,717",0.0%,"327,341",,
