Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"1,276,544",2.7%,"30,088,017",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"1,013,957",2.1%,"21,791,478",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"813,062",1.7%,"22,786,647",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"797,436",1.7%,"25,832,055",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"402,008",0.8%,"10,879,791",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"170,488",0.4%,"11,251,141",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"79,054",0.2%,"1,283,206",,
XOM,EXXON MOBIL CORP,COM,30231G102,"77,651",0.2%,"721,865",,
CVX,CHEVRON CORP NEW,COM,166764100,"62,826",0.1%,"433,764",,
SOBO.TO,SOUTH BOW CORP,COM,83671M105,"47,533",0.1%,"2,015,095",,
BIPC,BROOKFIELD INFRASTRUCTURE CO,COM SUB VTG,11276H106,"37,364",0.1%,"933,865",,
TRGP,TARGA RES CORP,COM,87612G101,"34,867",0.1%,"195,335",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"21,800",0.0%,"590,000",,put
SHEL,SHELL PLC,SPON ADS,780259305,"21,765",0.0%,"347,412",,
BKR,BAKER HUGHES COMPANY,CL A,05722G100,"19,088",0.0%,"465,338",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"18,845",0.0%,"405,000",,put
VIST,VISTA ENERGY S.A.B. DE C.V.,SPONSORED AD,92837L109,"18,691",0.0%,"345,427",,
COP,CONOCOPHILLIPS,COM,20825C104,"14,562",0.0%,"146,843",,
EQT,EQT CORP,COM,26884L109,"14,271",0.0%,"309,494",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"11,929",0.0%,"311,134",,
