"Manager","Report Date","Value ($000)","Shares","Option Type"
"Harvest Investment Services, LLC","12/31/2018","481","15,319",""
"CITADEL ADVISORS LLC","12/31/2018","288","10,479",""
"BANK OF MONTREAL /CAN/","12/31/2018","183","6,634",""
"PROEQUITIES, INC.","12/31/2018","0","0",""
