"Manager","Report Date","Value ($000)","Shares","Option Type"
"Retirement Group, LLC","12/31/2023","1,018","25,358",""
"WULFF, HANSEN & CO.","12/31/2023","388","9,679",""
"Lummis Asset Management, LP","12/31/2023","32","797",""
"HUNTINGTON NATIONAL BANK","12/31/2023","0","2",""
