"Manager","Report Date","Value ($000)","Shares","Option Type"
"FIRETHORN WEALTH PARTNERS, LLC","12/31/2020","483","11,704",""
"GM Advisory Group, Inc.","12/31/2020","477","11,562",""
"Lorne Steinberg Wealth Management Inc.","12/31/2020","472","11,378",""
"WELD CAPITAL MANAGEMENT LLC","12/31/2020","461","11,172",""
"Resonant Capital Advisors, LLC","12/31/2020","456","11,052",""
"Fisher Asset Management, LLC","12/31/2020","449","10,891",""
"RAYMOND JAMES TRUST N.A.","12/31/2020","449","10,891",""
"BARCLAYS PLC","12/31/2020","448","10,839",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2020","446","10,800",""
"MERITAGE PORTFOLIO MANAGEMENT","12/31/2020","444","10,754",""
"ROOSEVELT INVESTMENT GROUP LLC","12/31/2020","444","10,747",""
"WHITTIER TRUST CO","12/31/2020","442","10,709",""
"WOLVERINE ASSET MANAGEMENT LLC","12/31/2020","441","10,695",""
"YorkBridge Wealth Partners, LLC","12/31/2020","433","10,494",""
"Mattern Wealth Management LLC","12/31/2020","433","10,484",""
"Resilient Capital LLP","12/31/2020","429","10,383",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2020","421","10,202",""
"KILEY JUERGENS WEALTH MANAGEMENT, LLC","12/31/2020","419","10,155",""
"PEAPACK GLADSTONE FINANCIAL CORP","12/31/2020","419","10,150",""
"Garrison Point Advisors, LLC","12/31/2020","418","10,125",""
"Cornerstone Advisory, LLC","12/31/2020","417","10,100",""
"ARTHUR M. COHEN & ASSOCIATES, LLC","12/31/2020","410","9,934",""
"Segment Wealth Management, LLC","12/31/2020","402","9,744",""
"Homrich & Berg","12/31/2020","401","9,705",""
"Man Group plc","12/31/2020","398","9,644",""
"BAILARD, INC.","12/31/2020","397","9,608",""
"We Are One Seven, LLC","12/31/2020","394","9,549",""
"Financial Perspectives, Inc","12/31/2020","391","9,494",""
"WITTENBERG INVESTMENT MANAGEMENT, INC.","12/31/2020","390","9,450",""
"PEAK6 Investments LLC","12/31/2020","388","9,400","call"
"Laurel Wealth Advisors, Inc.","12/31/2020","383","9,281",""
"Moors & Cabot, Inc.","12/31/2020","379","9,178",""
"BREWIN DOLPHIN LTD","12/31/2020","378","9,167",""
"Wealthspire Advisors, LLC","12/31/2020","378","9,149",""
"Karani Asset Management LLC","12/31/2020","371","9,000",""
"Apexium Financial, LP","12/31/2020","369","8,940",""
"SKBA CAPITAL MANAGEMENT LLC","12/31/2020","366","8,870",""
"HRT FINANCIAL LP","12/31/2020","365","8,863",""
"WCM INVESTMENT MANAGEMENT, LLC","12/31/2020","362","8,781",""
"Integrated Wealth Concepts LLC","12/31/2020","360","8,725",""
"K.J. Harrison & Partners Inc","12/31/2020","357","8,663",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2020","356","8,636",""
"Covington Capital Management","12/31/2020","354","8,584",""
"Arcus Capital Partners, LLC","12/31/2020","341","8,267",""
"Douglas Lane & Associates, LLC","12/31/2020","340","8,250",""
"BOOTHBAY FUND MANAGEMENT, LLC","12/31/2020","340","8,233",""
"People's United Financial, Inc.","12/31/2020","336","8,134",""
"J.W. COLE ADVISORS, INC.","12/31/2020","332","8,036",""
"Engineers Gate Manager LP","12/31/2020","328","7,950",""
"WOLVERINE TRADING, LLC","12/31/2020","327","7,900","call"
"CORTLAND ASSOCIATES INC/MO","12/31/2020","324","7,859",""
"TOCQUEVILLE ASSET MANAGEMENT L.P.","12/31/2020","323","7,820",""
"Cetera Advisor Networks LLC","12/31/2020","319","7,737",""
"Checchi Capital Advisers, LLC","12/31/2020","317","7,680",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2020","316","7,650",""
"4J Wealth Management LLC","12/31/2020","310","7,515",""
"Vivaldi Capital Management, LLC","12/31/2020","309","7,478",""
"Frisch Financial Group, Inc.","12/31/2020","304","7,370",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2020","304","7,359",""
"Brinker Capital Investments, LLC","12/31/2020","302","7,314",""
"AMG National Trust Bank","12/31/2020","301","7,301",""
"BRIGHTON JONES LLC","12/31/2020","295","7,147",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2020","293","7,114",""
"Bartlett & Co. LLC","12/31/2020","294","7,114",""
"Intersect Capital LLC","12/31/2020","289","7,010",""
"GOULD ASSET MANAGEMENT LLC /CA/","12/31/2020","280","6,794",""
"Enterprise Trust & Investment Co","12/31/2020","261","6,750",""
"Belpointe Asset Management LLC","12/31/2020","274","6,642",""
"Independent Advisor Alliance","12/31/2020","270","6,539",""
"NEXT Financial Group, Inc","12/31/2020","265","6,420",""
"FORT WASHINGTON INVESTMENT ADVISORS INC /OH/","12/31/2020","260","6,305",""
"BOKF, NA","12/31/2020","258","6,270",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2020","256","6,204",""
"D.A. DAVIDSON & CO.","12/31/2020","255","6,182",""
"Norman Fields, Gottscho Capital Management, LLC","12/31/2020","251","6,075",""
"Prospera Financial Services Inc","12/31/2020","250","6,054",""
"Tower Research Capital LLC (TRC)","12/31/2020","247","5,980",""
"MATRIX PRIVATE CAPITAL GROUP LLC","12/31/2020","246","5,962",""
"NWAM LLC","12/31/2020","240","5,826",""
"Intercontinental Wealth Advisors, LLC","12/31/2020","240","5,805",""
"Pure Financial Advisors, Inc.","12/31/2020","235","5,703",""
"Lagoda Investment Management, L.P.","12/31/2020","235","5,700",""
"Cable Hill Partners, LLC","12/31/2020","235","5,700",""
"Kovack Advisors, Inc.","12/31/2020","234","5,660",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2020","229","5,564",""
"PARK AVENUE SECURITIES LLC","12/31/2020","229","5,560",""
"QS Investors, LLC","12/31/2020","226","5,464",""
"Cubic Asset Management, LLC","12/31/2020","223","5,400",""
"DERBY & COMPANY, INC","12/31/2020","223","5,400",""
"Reynders McVeigh Capital Management, LLC","12/31/2020","221","5,354",""
"DC Investments Management, LLC","12/31/2020","219","5,311",""
"GRIFFIN ASSET MANAGEMENT, INC.","12/31/2020","216","5,235",""
"JustInvest LLC","12/31/2020","215","5,199",""
"PEAK6 Investments LLC","12/31/2020","210","5,100","put"
"CHILDRESS CAPITAL ADVISORS, LLC","12/31/2020","209","5,068",""
"Oakworth Capital, Inc.","12/31/2020","208","5,049",""
"BOSTON PRIVATE WEALTH LLC","12/31/2020","208","5,031",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2020","206","5,000",""
"MML INVESTORS SERVICES, LLC","12/31/2020","206","4,985",""
"XTX MARKETS LLC","12/31/2020","205","4,974",""
"BOSTON FINANCIAL MANGEMENT LLC","12/31/2020","205","4,957",""
"Eudaimonia Partners, LLC","12/31/2020","204","4,950",""
"WOLVERINE TRADING, LLC","12/31/2020","204","4,933",""
"Vestmark Advisory Solutions, Inc.","12/31/2020","202","4,896",""
"Beacon Pointe Advisors, LLC","12/31/2020","203","4,892",""
"Veritas Investment Management (UK) Ltd","12/31/2020","228","4,326",""
"Addison Advisors LLC","12/31/2020","174","4,205",""
"BESSEMER GROUP INC","12/31/2020","168","4,068",""
"Valeo Financial Advisors, LLC","12/31/2020","167","4,054",""
"Sowell Financial Services LLC","12/31/2020","153","3,716",""
"Glassman Wealth Services","12/31/2020","147","3,559",""
"PIN OAK INVESTMENT ADVISORS INC","12/31/2020","146","3,549",""
"Signet Investment Advisory Group, Inc.","12/31/2020","142","3,450",""
"Graves-Light Private Wealth Management, Inc.","12/31/2020","141","3,415",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2020","139","3,375",""
"Clearstead Advisors, LLC","12/31/2020","126","3,056",""
"Burt Wealth Advisors","12/31/2020","123","2,974",""
"American Portfolios Advisors","12/31/2020","118","2,882",""
"Freedman Financial Associates, Inc.","12/31/2020","105","2,544",""
"Carroll Financial Associates, Inc.","12/31/2020","100","2,444",""
"Cullen/Frost Bankers, Inc.","12/31/2020","100","2,411",""
"Walleye Trading LLC","12/31/2020","99","2,400","call"
"Global Wealth Management Investment Advisory, Inc.","12/31/2020","95","2,296",""
"MCF Advisors LLC","12/31/2020","84","2,042",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2020","83","2,008",""
"FIFTH THIRD BANCORP","12/31/2020","77","1,877",""
"PROEQUITIES, INC.","12/31/2020","76","1,853",""
"WASHINGTON TRUST Co","12/31/2020","76","1,847",""
"TCI Wealth Advisors, Inc.","12/31/2020","76","1,831",""
"Twin Tree Management, LP","12/31/2020","74","1,800","call"
"FIRST MERCANTILE TRUST CO","12/31/2020","70","1,700",""
"Capital Directions Investment Advisors, LLC","12/31/2020","69","1,677",""
"Walleye Trading LLC","12/31/2020","66","1,600","put"
"Community Bank, N.A.","12/31/2020","63","1,525",""
"Rosenberg Matthew Hamilton","12/31/2020","62","1,513",""
"Hillsdale Investment Management Inc.","12/31/2020","58","1,400",""
"Column Capital Advisors, LLC","12/31/2020","57","1,373",""
"First Command Financial Services, Inc.","12/31/2020","49","1,185",""
"First Command Bank","12/31/2020","49","1,185",""
"Perigon Wealth Management, LLC","12/31/2020","48","1,160",""
"NuWave Investment Management, LLC","12/31/2020","48","1,154",""
"Artemis Wealth Advisors, LLC","12/31/2020","46","1,125",""
"Artemis Wealth Advisors, LLC","12/31/2020","46","1,125",""
"SONORA INVESTMENT MANAGEMENT, LLC","12/31/2020","46","1,113",""
"PNC Financial Services Group, Inc.","12/31/2020","46","1,113",""
"Walleye Trading LLC","12/31/2020","45","1,101",""
"Creative Planning","12/31/2020","44","1,070",""
"SIGNATUREFD, LLC","12/31/2020","44","1,065",""
"Pinnacle Bank","12/31/2020","40","973",""
"CITY HOLDING CO","12/31/2020","39","934",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2020","38","925",""
"ASSOCIATED BANC-CORP","12/31/2020","38","911",""
"Safeguard Investment Advisory Group, LLC","12/31/2020","37","900",""
"Cutler Group LP","12/31/2020","10","900","call"
"TOTH FINANCIAL ADVISORY CORP","12/31/2020","33","800",""
"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC","12/31/2020","33","794",""
"Lindbrook Capital, LLC","12/31/2020","32","773",""
"Zions Bancorporation, N.A.","12/31/2020","32","770",""
"BREWIN DOLPHIN WEALTH MANAGEMENT LTD","12/31/2020","30","750",""
"Pinnacle Wealth Planning Services, Inc.","12/31/2020","31","748",""
"QUADRANT CAPITAL GROUP LLC","12/31/2020","25","598",""
"Hudock, Inc.","12/31/2020","24","588",""
"First Horizon Advisors, Inc.","12/31/2020","24","585",""
"Carmichael Hill & Associates, Inc.","12/31/2020","24","580",""
"US BANCORP \DE\","12/31/2020","23","560",""
"GoalVest Advisory LLC","12/31/2020","21","503",""
"CWM, LLC","12/31/2020","25","486",""
"HHM Wealth Advisors, LLC","12/31/2020","20","475",""
"AdvisorNet Financial, Inc","12/31/2020","19","470",""
"RMR Wealth Builders","12/31/2020","18","438",""
"Capital Asset Advisory Services LLC","12/31/2020","17","423",""
"GROUP ONE TRADING, L.P.","12/31/2020","17","413",""
"Holloway Wealth Management, LLC","12/31/2020","17","412",""
"Planned Solutions, Inc.","12/31/2020","17","400",""
"FSA Wealth Management LLC","12/31/2020","16","382",""
"Sugarloaf Wealth Management, LLC","12/31/2020","15","352",""
"MUFG Americas Holdings Corp","12/31/2020","14","329",""
"SMITHFIELD TRUST CO","12/31/2020","13","326",""
"Plante Moran Financial Advisors, LLC","12/31/2020","13","325",""
"Glen Eagle Advisors, LLC","12/31/2020","13","317",""
"TFC Financial Management","12/31/2020","13","303",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2020","12","300",""
"Altus Wealth Group LLC","12/31/2020","12","289",""
"Kelly Financial Services LLC","12/31/2020","11","288",""
"Vestcor Inc","12/31/2020","12","283",""
"Atlas Private Wealth Management","12/31/2020","9","225",""
"Cordasco Financial Network","12/31/2020","9","213",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2020","9","210",""
"JNBA Financial Advisors","12/31/2020","8","205",""
"M&R CAPITAL MANAGEMENT INC","12/31/2020","8","200",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2020","7","186",""
"EARNEST PARTNERS LLC","12/31/2020","7","177",""
"Financial Management Professionals, Inc.","12/31/2020","7","165",""
"North Star Investment Management Corp.","12/31/2020","6","150",""
"BOURGEON CAPITAL MANAGEMENT LLC","12/31/2020","6","150",""
"Lloyd Advisory Services, LLC.","12/31/2020","6","148",""
"Endurance Wealth Management, Inc.","12/31/2020","6","138",""
"Global Retirement Partners, LLC","12/31/2020","6","138",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2020","5","129",""
"ROCKY MOUNTAIN ADVISERS, LLC","12/31/2020","5","127",""
"Ellis Investment Partners, LLC","12/31/2020","5","112",""
"McIlrath & Eck, LLC","12/31/2020","5","111",""
"RWM Asset Management, LLC","12/31/2020","4","102",""
"Cardinal Capital Management, Inc.","12/31/2020","4","87",""
"SRS Capital Advisors, Inc.","12/31/2020","4","87",""
"BNP PARIBAS ARBITRAGE, SA","12/31/2020","3","83",""
"Gemmer Asset Management LLC","12/31/2020","3","75",""
"FORT PITT CAPITAL GROUP, LLC","12/31/2020","3","75",""
"Parallel Advisors, LLC","12/31/2020","3","70",""
"Prestige Wealth Management Group LLC","12/31/2020","2","56",""
"Berman Capital Advisors, LLC","12/31/2020","2","55",""
"St. Johns Investment Management Company, LLC","12/31/2020","2","55",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2020","2","45",""
"MANCHESTER FINANCIAL INC","12/31/2020","2","45",""
"FIRST HORIZON CORP","12/31/2020","1","36",""
"EVOKE WEALTH, LLC","12/31/2020","1","32",""
"Regent Peak Wealth Advisors LLC","12/31/2020","1","31",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2020","1","28",""
"Capital Advisory Group Advisory Services, LLC","12/31/2020","1","13",""
"EXANE DERIVATIVES","12/31/2020","0","1",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2020","0","0",""
"SIMON QUICK ADVISORS, LLC","12/31/2020","0","0",""
