"Manager","Report Date","Value ($000)","Shares","Option Type"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2019","269","4,910",""
"BANK OF MONTREAL /CAN/","12/31/2019","94","1,715",""
"UBS Group AG","12/31/2019","4","70",""
"PROEQUITIES, INC.","12/31/2019","0","0",""
