Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
OXY,OCCIDENTAL PETE CORP,COM,674599105,"359,418",25%,"6,020,418",,
MU,MICRON TECHNOLOGY INC,COM,595112103,"333,820",23%,"3,911,649",,
HP,HELMERICH & PAYNE INC,COM,423452101,"20,100",1.4%,"555,105",,
GM,GENERAL MTRS CO,COM,37045V100,"13,500",0.9%,"375,965",,
GE,GENERAL ELECTRIC CO,COM NEW,369604301,"3,267",0.2%,"25,600",,
KKR,KKR & CO INC,COM,48251W104,"1,946",0.1%,"23,500",,
UA,UNDER ARMOUR INC,CL C,904311206,"1,912",0.1%,"229,000",,
J,JACOBS SOLUTIONS INC,COM,46982L108,"1,427",0.1%,"11,000",,
MX,MAGNACHIP SEMICONDUCTOR CORP,COM,55933J203,937,0.1%,"125,000",,
X,UNITED STATES STEEL CORP,COM,912909108,870,0.1%,"17,900",,
DK,DELEK US HOLDINGS INC,COM,24665A103,825,0.1%,"32,000",,
