Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"817,472",0.9%,"19,241,841",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"621,263",0.7%,"17,390,752",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"492,285",0.5%,"10,554,485",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"439,017",0.5%,"14,210,358",,
XOM,EXXON MOBIL CORP,COM,30231G102,"314,635",0.3%,"2,924,871",,
FTS.TO,FORTIS INC,COM,349553107,"245,757",0.3%,"5,909,658",,
PGR,PROGRESSIVE CORP,COM,743315103,"217,753",0.2%,"908,764",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"186,128",0.2%,"5,035,950",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"154,215",0.2%,"2,150,196",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"121,423",0.1%,"8,004,302",,
VST,VISTRA CORP,COM,92840M102,"114,349",0.1%,"829,255",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"107,680",0.1%,"1,167,469",,
OKE,ONEOK INC NEW,COM,682680103,"102,419",0.1%,"1,019,656",,
WMB,WILLIAMS COS INC,COM,969457100,"92,854",0.1%,"1,714,358",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"85,195",0.1%,"2,222,092",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"84,342",0.1%,"1,706,985",,
XEL,XCEL ENERGY INC,COM,98389B100,"83,939",0.1%,"1,242,557",,
CVX,CHEVRON CORP NEW,COM,166764100,"81,113",0.1%,"560,986",,
SO,SOUTHERN CO,COM,842587107,"72,976",0.1%,"885,993",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"71,565",0.1%,"2,612,030",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"71,255",0.1%,"331,567",,
COP,CONOCOPHILLIPS,COM,20825C104,"63,863",0.1%,"643,941",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"48,868",0.1%,"651,764",,
SRE,SEMPRA,COM,816851109,"46,479",0.0%,"529,463",,
CSX,CSX CORP,COM,126408103,"46,209",0.0%,"1,431,793",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"45,328",0.0%,"734,860",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"43,537",0.0%,"404,042",,
HES,HESS CORP,COM,42809H107,"42,937",0.0%,"322,816",,
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV MKT,921943858,"36,090",0.0%,"754,723",,
CTRA,COTERRA ENERGY INC,COM,127097103,"35,431",0.0%,"1,387,284",,
