Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"338,007",1.2%,"8,642,720",,
CVX,CHEVRON CORP NEW,COM,166764100,"153,130",0.5%,"1,304,968",,
FTS.TO,FORTIS INC,COM,349553107,"92,197",0.3%,"1,914,800",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"79,925",0.3%,"1,721,418",,
COP,CONOCOPHILLIPS,COM,20825C104,"57,718",0.2%,"799,633",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"55,515",0.2%,"2,221,288",,
NI,NISOURCE INC,COM,65473P105,"53,597",0.2%,"1,941,243",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"51,667",0.2%,"1,707,233",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"51,411",0.2%,"1,219,314",,
ATH,ATHENE HOLDING LTD,CL A,G0684D107,"42,710",0.1%,"512,549",,
VEA,VANGUARD TAX-MANAGED INTL FD,FTSE DEV MKT ETF,921943858,"36,407",0.1%,"712,647",,
XOM,EXXON MOBIL CORP,COM,30231G102,"30,070",0.1%,"491,422",,
TA.TO,TRANSALTA CORP,COM,89346D107,"23,860",0.1%,"2,159,740",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"19,172",0.1%,"1,564,096",,
BHP,BHP GROUP LTD,SPONSORED ADS,088606108,"14,169",0.0%,"234,822",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"13,125",0.0%,"125,332",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,"12,640",0.0%,"286,980",,
EL,LAUDER ESTEE COS INC,CL A,518439104,"12,054",0.0%,"32,526",,
PGR,PROGRESSIVE CORP,COM,743315103,"11,462",0.0%,"111,643",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"10,001",0.0%,"630,560",,
CSX,CSX CORP,COM,126408103,"9,804",0.0%,"260,714",,
EWC,ISHARES INC,MSCI CDA ETF,464286509,"9,615",0.0%,"250,329",,
XEL,XCEL ENERGY INC,COM,98389B100,"8,584",0.0%,"126,633",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"8,254",0.0%,"228,801",,
TER,TERADYNE INC,COM,880770102,"7,823",0.0%,"47,837",,
PXD,PIONEER NAT RES CO,COM,723787107,"7,468",0.0%,"41,045",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"6,809",0.0%,"73,230",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"6,211",0.0%,"60,852",,
ORI,OLD REP INTL CORP,COM,680223104,"6,023",0.0%,"245,012",,
SO,SOUTHERN CO,COM,842587107,"5,998",0.0%,"87,577",,
ERF.TO,ENERPLUS CORP,COM,292766102,"5,908",0.0%,"562,265",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"5,857",0.0%,"65,871",,
SRE,SEMPRA,COM,816851109,"5,584",0.0%,"42,092",,
ECL,ECOLAB INC,COM,278865100,"5,419",0.0%,"20,130",,
CPG.TO,CRESCENT PT ENERGY CORP,COM,22576C101,"5,390",0.0%,"1,011,848",,
SQ,BLOCK INC,CL A,852234103,"5,287",0.0%,"33,184",,
SHV,ISHARES TR,SHORT TREAS BD,464288679,"5,087",0.0%,"45,557",,
FE,FIRSTENERGY CORP,COM,337932107,"4,017",0.0%,"97,012",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"3,803",0.0%,"302,464",,
STX,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,"3,715",0.0%,"32,887",,
AES,AES CORP,COM,00130H105,"3,689",0.0%,"151,827",,
CMS,CMS ENERGY CORP,COM,125896100,"3,420",0.0%,"52,720",,
SCI,SERVICE CORP INTL,COM,817565104,"2,607",0.0%,"36,751",,
EVRG,EVERGY INC,COM,30034W106,"2,189",0.0%,"32,187",,
OVV.TO,OVINTIV INC,COM,69047Q102,"2,020",0.0%,"60,238",,
APA,APA CORPORATION,COM,03743Q108,"1,969",0.0%,"73,293",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"1,903",0.0%,"19,808",,
LNT,ALLIANT ENERGY CORP,COM,018802108,"1,667",0.0%,"27,438",,
PPL,PPL CORP,COM,69351T106,"1,576",0.0%,"52,507",,
EPD,ENTERPRISE PRODS PARTNERS L,COM,293792107,"1,570",0.0%,"71,738",,
AEE,AMEREN CORP,COM,023608102,"1,542",0.0%,"17,485",,
ET,ENERGY TRANSFER L P,COM UT LTD PTN,29273V100,"1,473",0.0%,"179,789",,
EOG,EOG RES INC,COM,26875P101,"1,444",0.0%,"16,247",,
DTE,DTE ENERGY CO,COM,233331107,"1,404",0.0%,"11,758",,
OXY,OCCIDENTAL PETE CORP,COM,674599105,"1,264",0.0%,"43,605",,
CNP,CENTERPOINT ENERGY INC,COM,15189T107,"1,010",0.0%,"36,780",,
PKI,PERKINELMER INC,COM,714046109,983,0.0%,"5,315",,
MOH,MOLINA HEALTHCARE INC,COM,60855R100,976,0.0%,"3,180",,
IVZ,INVESCO LTD,SHS,G491BT108,861,0.0%,"37,431",,
OKE,ONEOK INC NEW,COM,682680103,597,0.0%,"10,165",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,574,0.0%,"5,325",,
HRL,HORMEL FOODS CORP,COM,440452100,460,0.0%,"9,415",,
INDY,ISHARES TR,INDIA 50 ETF,464289529,364,0.0%,"7,690",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,316,0.0%,"10,559",,
BLU.TO,BELLUS HEALTH INC NEW,COM NEW,07987C204,214,0.0%,"27,092",,
WMB,WILLIAMS COS INC,COM,969457100,145,0.0%,"5,561",,
HES,HESS CORP,COM,42809H107,142,0.0%,"1,917",,
NRG,NRG ENERGY INC,COM NEW,629377508,126,0.0%,"2,929",,
AR,ANTERO RESOURCES CORP,COM,03674X106,107,0.0%,"6,100",,
MRO,MARATHON OIL CORP,COM,565849106,81,0.0%,"4,924",,
REE,REE AUTOMOTIVE LTD,CLASS A ORD SHS,M8287R103,64,0.0%,"11,500",,
CTRA,COTERRA ENERGY INC,COM,127097103,54,0.0%,"2,822",,
VST,VISTRA CORP,COM,92840M102,35,0.0%,"1,528",,
BC,BRUNSWICK CORP,COM,117043109,25,0.0%,246,,
PNW,PINNACLE WEST CAP CORP,COM,723484101,25,0.0%,357,,
PEY,INVESCO EXCHANGE TRADED FD T,HIG YLD EQ DIV,46137V563,24,0.0%,"1,140",,
EQT,EQT CORP,COM,26884L109,22,0.0%,"1,000",,
TA,TRAVELCENTERS OF AMERICA INC,COM NEW,89421B109,21,0.0%,400,,
RRC,RANGE RES CORP,COM,75281A109,17,0.0%,953,,
SAR,SARATOGA INVT CORP,COM NEW,80349A208,15,0.0%,500,,
NCR,NCR CORP NEW,COM,62886E108,12,0.0%,300,,
HUN,HUNTSMAN CORP,COM,447011107,10,0.0%,300,,
