Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
ENB.TO,ENBRIDGE INC,COM,29250N105,"706,471",1.1%,"19,461,625",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"344,287",0.6%,"8,767,359",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"324,057",0.5%,"10,095,017",,
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"263,901",0.4%,"4,018,127",,
FTS.TO,FORTIS INC,COM,349553107,"220,558",0.4%,"5,374,425",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"207,447",0.3%,"6,062,574",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"154,572",0.2%,"9,323,370",,
PGR,PROGRESSIVE CORP,COM,743315103,"110,176",0.2%,"681,706",,
CVX,CHEVRON CORP NEW,COM,166764100,"110,034",0.2%,"736,057",,
NEE,NEXTERA ENERGY INC,COM,65339F101,"94,623",0.2%,"1,529,341",,
CSX,CSX CORP,COM,126408103,"89,411",0.1%,"2,582,400",,
SO,SOUTHERN CO,COM,842587107,"67,429",0.1%,"942,786",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"67,080",0.1%,"1,159,813",,
XEL,XCEL ENERGY INC,COM,98389B100,"66,905",0.1%,"1,051,708",,
PXD,PIONEER NAT RES CO,COM,723787107,"61,452",0.1%,"266,855",,
XOM,EXXON MOBIL CORP,COM,30231G102,"50,173",0.1%,"489,614",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"44,370",0.1%,"532,895",,
LNG,CHENIERE ENERGY INC,COM NEW,16411R208,"44,133",0.1%,"261,847",,
VEA,VANGUARD TAX-MANAGED FDS,VAN FTSE DEV MKT,921943858,"36,550",0.1%,"772,383",,
TA.TO,TRANSALTA CORP,COM,89346D107,"34,612",0.1%,"4,199,245",,
COP,CONOCOPHILLIPS,COM,20825C104,"34,595",0.1%,"294,198",,
DUK,DUKE ENERGY CORP NEW,COM NEW,26441C204,"34,505",0.1%,"351,469",,
EOG,EOG RES INC,COM,26875P101,"34,091",0.1%,"280,356",,
KMI,KINDER MORGAN INC DEL,COM,49456B101,"31,939",0.1%,"1,780,701",,
WMB,WILLIAMS COS INC,COM,969457100,"30,543",0.0%,"857,860",,
OKE,ONEOK INC NEW,COM,682680103,"28,706",0.0%,"401,309",,
HES,HESS CORP,COM,42809H107,"27,522",0.0%,"190,098",,
FANG,DIAMONDBACK ENERGY INC,COM,25278X109,"24,256",0.0%,"154,493",,
SRE,SEMPRA,COM,816851109,"20,273",0.0%,"266,825",,
VET.TO,VERMILION ENERGY INC,COM,923725105,"20,121",0.0%,"1,676,352",,
SLB,SCHLUMBERGER LTD,COM STK,806857108,"17,971",0.0%,"344,745",,
PPL,PPL CORP,COM,69351T106,"17,930",0.0%,"650,977",,
CNP,CENTERPOINT ENERGY INC,COM,15189T107,"17,168",0.0%,"588,987",,
ECL,ECOLAB INC,COM,278865100,"17,157",0.0%,"86,576",,
BHP,BHP GROUP LTD,SPONSORED ADS,088606108,"16,278",0.0%,"239,923",,
CMS,CMS ENERGY CORP,COM,125896100,"16,228",0.0%,"273,218",,
